Dataset,Generator,Feature,Metric,Value,Mean,Std,Experiment,SourceFile
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Roadways,KS_Complement,0.499,0.499,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Slope,KS_Complement,0.498,0.498,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Elevation,KS_Complement,0.493,0.493,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Vertical_Distance_To_Hydrology,KS_Complement,0.488,0.488,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Aspect,KS_Complement,0.482,0.482,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_3pm,KS_Complement,0.48,0.48,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_9am,KS_Complement,0.472,0.472,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_Noon,KS_Complement,0.457,0.457,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Fire_Points,KS_Complement,0.456,0.456,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Hydrology,KS_Complement,0.435,0.435,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type13,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type2,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type1,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Wilderness_Area1,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type5,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type6,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type7,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type12,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type11,KS_Complement,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Vertical_Distance_To_Hydrology,JS_Divergence,0.936194,0.936194,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Elevation,JS_Divergence,0.928193,0.928193,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_3pm,JS_Divergence,0.874489,0.874489,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Slope,JS_Divergence,0.734322,0.734322,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_9am,JS_Divergence,0.70081,0.70081,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Fire_Points,JS_Divergence,0.677258,0.677258,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Roadways,JS_Divergence,0.631303,0.631303,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Hillshade_Noon,JS_Divergence,0.627868,0.627868,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Horizontal_Distance_To_Hydrology,JS_Divergence,0.553702,0.553702,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Aspect,JS_Divergence,0.411071,0.411071,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type14,JS_Divergence,0.353929,0.353929,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type35,JS_Divergence,0.334645,0.334645,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type17,JS_Divergence,0.301975,0.301975,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type3,JS_Divergence,0.298587,0.298587,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type1,JS_Divergence,0.295715,0.295715,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type11,JS_Divergence,0.281443,0.281443,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type38,JS_Divergence,0.26707,0.26707,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type40,JS_Divergence,0.258427,0.258427,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type39,JS_Divergence,0.255498,0.255498,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,Soil_Type13,JS_Divergence,0.236985,0.236985,,feature_fidelity,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
5. Bank Markting,CTABGAN,education,KS_Complement,0.980473,0.980473,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,default,KS_Complement,0.977,0.977,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,job,KS_Complement,0.971483,0.971483,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,marital,KS_Complement,0.952,0.952,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,y,KS_Complement,0.952,0.952,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,contact,KS_Complement,0.947638,0.947638,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,poutcome,KS_Complement,0.946771,0.946771,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,loan,KS_Complement,0.931,0.931,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,month,KS_Complement,0.916,0.916,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,day_of_week,KS_Complement,0.893,0.893,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,housing,KS_Complement,0.886,0.886,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,campaign,KS_Complement,0.869,0.869,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,previous,KS_Complement,0.862,0.862,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,duration,KS_Complement,0.842,0.842,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,balance,KS_Complement,0.777,0.777,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,pdays,KS_Complement,0.765,0.765,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,age,KS_Complement,0.752,0.752,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,default,KS_Complement,0.994,0.994,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,y,KS_Complement,0.939,0.939,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,day_of_week,KS_Complement,0.932,0.932,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,pdays,JS_Divergence,0.311972,0.311972,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,age,JS_Divergence,0.151227,0.151227,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,balance,JS_Divergence,0.095586,0.095586,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,duration,JS_Divergence,0.05312,0.05312,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,poutcome,JS_Divergence,0.03747,0.03747,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,campaign,JS_Divergence,0.033534,0.033534,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,day_of_week,JS_Divergence,0.017988,0.017988,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,housing,JS_Divergence,0.009409,0.009409,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,month,JS_Divergence,0.009305,0.009305,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,default,JS_Divergence,0.00603,0.00603,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,loan,JS_Divergence,0.005993,0.005993,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,contact,JS_Divergence,0.004258,0.004258,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,marital,JS_Divergence,0.003334,0.003334,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,education,JS_Divergence,0.002779,0.002779,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,job,JS_Divergence,0.00213,0.00213,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,previous,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,poutcome,JS_Divergence,0.720103,0.720103,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,pdays,JS_Divergence,0.684731,0.684731,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,previous,JS_Divergence,0.466329,0.466329,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,balance,JS_Divergence,0.283662,0.283662,,feature_fidelity,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,TabDDPM,y,KS_Complement,0.991,0.991,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,education,KS_Complement,0.572634,0.572634,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,previous,KS_Complement,0.528,0.528,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,pdays,KS_Complement,0.525,0.525,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,campaign,KS_Complement,0.516,0.516,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,day_of_week,KS_Complement,0.506,0.506,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,loan,KS_Complement,0.5,0.5,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,housing,KS_Complement,0.475,0.475,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,balance,KS_Complement,0.438,0.438,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,marital,KS_Complement,0.419,0.419,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,job,KS_Complement,0.353179,0.353179,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,poutcome,KS_Complement,0.287895,0.287895,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,age,KS_Complement,0.244,0.244,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,month,KS_Complement,0.199,0.199,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,duration,KS_Complement,0.116,0.116,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,default,KS_Complement,0.097,0.097,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,contact,KS_Complement,0.009,0.009,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,default,KS_Complement,0.995,0.995,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,y,KS_Complement,0.995,0.995,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,loan,KS_Complement,0.982,0.982,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,age,JS_Divergence,0.94879,0.94879,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,duration,JS_Divergence,0.850737,0.850737,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,poutcome,JS_Divergence,0.75787,0.75787,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,default,JS_Divergence,0.748425,0.748425,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,balance,JS_Divergence,0.696321,0.696321,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,month,JS_Divergence,0.611824,0.611824,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,day_of_week,JS_Divergence,0.511695,0.511695,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,job,JS_Divergence,0.478917,0.478917,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,contact,JS_Divergence,0.466198,0.466198,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,campaign,JS_Divergence,0.417972,0.417972,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,pdays,JS_Divergence,0.350073,0.350073,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,previous,JS_Divergence,0.348466,0.348466,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,marital,JS_Divergence,0.344244,0.344244,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,housing,JS_Divergence,0.301291,0.301291,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,education,JS_Divergence,0.283184,0.283184,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,TabDDPM,loan,JS_Divergence,0.201339,0.201339,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,previous,JS_Divergence,0.379046,0.379046,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,pdays,JS_Divergence,0.369522,0.369522,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,campaign,JS_Divergence,0.255868,0.255868,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
5. Bank Markting,ForestDiffusion,balance,JS_Divergence,0.07696,0.07696,,feature_fidelity,Generators/Diffusion GANs/5. Bank marketing_diffusion.ipynb
6. Wine dataset,CTGAN,volatile_acidity,KS_Complement,0.945052,0.945052,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,total_sulfur_dioxide,KS_Complement,0.941204,0.941204,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,chlorides,KS_Complement,0.907804,0.907804,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,citric_acid,KS_Complement,0.900416,0.900416,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,pH,KS_Complement,0.898107,0.898107,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,sulphates,KS_Complement,0.895798,0.895798,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,density,KS_Complement,0.891642,0.891642,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,free_sulfur_dioxide,KS_Complement,0.874404,0.874404,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,alcohol,KS_Complement,0.861628,0.861628,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,residual_sugar,KS_Complement,0.841927,0.841927,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,fixed_acidity,KS_Complement,0.794059,0.794059,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,quality,KS_Complement,0.648145,0.648145,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,chlorides,KS_Complement,0.954133,0.954133,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,alcohol,KS_Complement,0.933354,0.933354,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,sulphates,KS_Complement,0.928429,0.928429,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,citric_acid,KS_Complement,0.919655,0.919655,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,density,KS_Complement,0.91827,0.91827,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,volatile_acidity,KS_Complement,0.916577,0.916577,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,pH,KS_Complement,0.900416,0.900416,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,residual_sugar,KS_Complement,0.900416,0.900416,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,quality,JS_Divergence,0.147344,0.147344,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,alcohol,JS_Divergence,0.062065,0.062065,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,fixed_acidity,JS_Divergence,0.052168,0.052168,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,density,JS_Divergence,0.051602,0.051602,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,citric_acid,JS_Divergence,0.041964,0.041964,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,chlorides,JS_Divergence,0.036972,0.036972,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,pH,JS_Divergence,0.033312,0.033312,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,free_sulfur_dioxide,JS_Divergence,0.030634,0.030634,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,residual_sugar,JS_Divergence,0.030143,0.030143,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,volatile_acidity,JS_Divergence,0.029782,0.029782,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,sulphates,JS_Divergence,0.020803,0.020803,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTGAN,total_sulfur_dioxide,JS_Divergence,0.016128,0.016128,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,quality,JS_Divergence,0.147395,0.147395,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,citric_acid,JS_Divergence,0.048075,0.048075,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,free_sulfur_dioxide,JS_Divergence,0.042532,0.042532,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,residual_sugar,JS_Divergence,0.04028,0.04028,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,alcohol,JS_Divergence,0.038032,0.038032,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,volatile_acidity,JS_Divergence,0.032892,0.032892,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,density,JS_Divergence,0.029974,0.029974,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CopulaGAN,sulphates,JS_Divergence,0.029607,0.029607,,feature_fidelity,Generators/SDV models/6. Wine quality.ipynb
6. Wine dataset,CTABGAN,chlorides,KS_Complement,0.964,0.964,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,volatile_acidity,KS_Complement,0.96,0.96,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,sulphates,KS_Complement,0.956,0.956,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,free_sulfur_dioxide,KS_Complement,0.948,0.948,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,pH,KS_Complement,0.926,0.926,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,residual_sugar,KS_Complement,0.918,0.918,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,fixed_acidity,KS_Complement,0.903,0.903,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,density,KS_Complement,0.887,0.887,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,citric_acid,KS_Complement,0.866,0.866,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,total_sulfur_dioxide,KS_Complement,0.845,0.845,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,alcohol,KS_Complement,0.835,0.835,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,quality,KS_Complement,9.99999e-07,9.99999e-07,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,free_sulfur_dioxide,KS_Complement,0.93,0.93,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,alcohol,KS_Complement,0.888,0.888,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,pH,KS_Complement,0.883,0.883,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,fixed_acidity,KS_Complement,0.843,0.843,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,density,KS_Complement,0.839,0.839,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,citric_acid,KS_Complement,0.776,0.776,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,volatile_acidity,KS_Complement,0.77,0.77,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,total_sulfur_dioxide,KS_Complement,0.75,0.75,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,citric_acid,JS_Divergence,0.053522,0.053522,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,density,JS_Divergence,0.049313,0.049313,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,fixed_acidity,JS_Divergence,0.044164,0.044164,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
