Dataset,Generator,Feature,Metric,Value,Mean,Std,Experiment,SourceFile
12. Air Quality,WGAN_GP,C6H6(GT),JS_Divergence,0.090107,0.090107,,feature_fidelity,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,NO2(GT),JS_Divergence,0.072569,0.072569,,feature_fidelity,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,RH,JS_Divergence,0.052841,0.052841,,feature_fidelity,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,PT08.S4(NO2),JS_Divergence,0.041436,0.041436,,feature_fidelity,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,PT08.S2(NMHC),JS_Divergence,0.038364,0.038364,,feature_fidelity,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,TabDDPM,NMHC(GT),KS_Complement,0.922,0.922,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,RH,KS_Complement,0.812,0.812,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,CO(GT),KS_Complement,0.781,0.781,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,NOx(GT),KS_Complement,0.78,0.78,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,NO2(GT),KS_Complement,0.779,0.779,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S1(CO),KS_Complement,0.77,0.77,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S4(NO2),KS_Complement,0.77,0.77,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S5(O3),KS_Complement,0.767,0.767,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,C6H6(GT),KS_Complement,0.764,0.764,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S2(NMHC),KS_Complement,0.763,0.763,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S3(NOx),KS_Complement,0.763,0.763,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,AH,KS_Complement,0.752,0.752,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,T,KS_Complement,0.627,0.627,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S1(CO),KS_Complement,0.979,0.979,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S5(O3),KS_Complement,0.977,0.977,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,CO(GT),KS_Complement,0.976,0.976,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S3(NOx),KS_Complement,0.969,0.969,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,RH,KS_Complement,0.969,0.969,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,AH,KS_Complement,0.965,0.965,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S4(NO2),KS_Complement,0.965,0.965,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S1(CO),JS_Divergence,0.262476,0.262476,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S4(NO2),JS_Divergence,0.250818,0.250818,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S3(NOx),JS_Divergence,0.249172,0.249172,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S5(O3),JS_Divergence,0.247965,0.247965,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,PT08.S2(NMHC),JS_Divergence,0.247495,0.247495,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,NO2(GT),JS_Divergence,0.225416,0.225416,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,AH,JS_Divergence,0.195508,0.195508,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,C6H6(GT),JS_Divergence,0.194474,0.194474,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,T,JS_Divergence,0.190316,0.190316,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,NOx(GT),JS_Divergence,0.176723,0.176723,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,RH,JS_Divergence,0.148441,0.148441,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,TabDDPM,NMHC(GT),JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,NMHC(GT),JS_Divergence,0.92544,0.92544,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S3(NOx),JS_Divergence,0.013798,0.013798,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S2(NMHC),JS_Divergence,0.009783,0.009783,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,C6H6(GT),JS_Divergence,0.00922,0.00922,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,NOx(GT),JS_Divergence,0.009179,0.009179,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,NO2(GT),JS_Divergence,0.009106,0.009106,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,PT08.S4(NO2),JS_Divergence,0.006871,0.006871,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
12. Air Quality,ForestDiffusion,T,JS_Divergence,0.006596,0.006596,,feature_fidelity,Generators/Diffusion GANs/12. Air Quality_diffusion.ipynb
13. Concrete Compressive Strength,CTGAN,Water,KS_Complement,0.894,0.894,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Concrete compressive strength,KS_Complement,0.89,0.89,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Cement,KS_Complement,0.771,0.771,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Coarse Aggregate,KS_Complement,0.722,0.722,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Fine Aggregate,KS_Complement,0.646,0.646,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Superplasticizer,KS_Complement,0.633,0.633,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Age,KS_Complement,0.624,0.624,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Blast Furnace Slag,KS_Complement,0.612,0.612,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Fly Ash,KS_Complement,0.524,0.524,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Concrete compressive strength,KS_Complement,0.933,0.933,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Blast Furnace Slag,KS_Complement,0.826,0.826,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Water,KS_Complement,0.8,0.8,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Cement,KS_Complement,0.74,0.74,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Coarse Aggregate,KS_Complement,0.727,0.727,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Fine Aggregate,KS_Complement,0.675,0.675,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Age,KS_Complement,0.637,0.637,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Fly Ash,KS_Complement,0.618,0.618,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Superplasticizer,KS_Complement,0.611,0.611,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,TVAE,Water,KS_Complement,0.901,0.901,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,TVAE,Coarse Aggregate,KS_Complement,0.885,0.885,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Age,JS_Divergence,0.39665,0.39665,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Superplasticizer,JS_Divergence,0.142148,0.142148,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Fine Aggregate,JS_Divergence,0.126488,0.126488,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Water,JS_Divergence,0.112535,0.112535,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Coarse Aggregate,JS_Divergence,0.109637,0.109637,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Cement,JS_Divergence,0.102835,0.102835,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Blast Furnace Slag,JS_Divergence,0.075838,0.075838,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Fly Ash,JS_Divergence,0.071695,0.071695,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTGAN,Concrete compressive strength,JS_Divergence,0.052181,0.052181,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Age,JS_Divergence,0.433018,0.433018,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Superplasticizer,JS_Divergence,0.204099,0.204099,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Fly Ash,JS_Divergence,0.167022,0.167022,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Water,JS_Divergence,0.126973,0.126973,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Coarse Aggregate,JS_Divergence,0.110191,0.110191,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Fine Aggregate,JS_Divergence,0.105407,0.105407,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Cement,JS_Divergence,0.079582,0.079582,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Blast Furnace Slag,JS_Divergence,0.04077,0.04077,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CopulaGAN,Concrete compressive strength,JS_Divergence,0.024484,0.024484,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,TVAE,Age,JS_Divergence,0.296593,0.296593,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,TVAE,Fine Aggregate,JS_Divergence,0.108156,0.108156,,feature_fidelity,Generators/SDV models/13. Concrete Compressive Strength.ipynb
13. Concrete Compressive Strength,CTABGAN,Cement,KS_Complement,0.957,0.957,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Coarse Aggregate,KS_Complement,0.936,0.936,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Concrete compressive strength,KS_Complement,0.928,0.928,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Water,KS_Complement,0.877,0.877,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Fine Aggregate,KS_Complement,0.875,0.875,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Age,KS_Complement,0.757,0.757,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Superplasticizer,KS_Complement,0.629,0.629,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Blast Furnace Slag,KS_Complement,0.544,0.544,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Fly Ash,KS_Complement,0.448,0.448,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Fine Aggregate,KS_Complement,0.897,0.897,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Water,KS_Complement,0.847,0.847,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Cement,KS_Complement,0.814,0.814,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Concrete compressive strength,KS_Complement,0.81,0.81,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Superplasticizer,KS_Complement,0.755,0.755,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Coarse Aggregate,KS_Complement,0.744,0.744,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Blast Furnace Slag,KS_Complement,0.645,0.645,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Fly Ash,KS_Complement,0.645,0.645,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Age,KS_Complement,0.542,0.542,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Age,JS_Divergence,0.405772,0.405772,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Water,JS_Divergence,0.083282,0.083282,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Fly Ash,JS_Divergence,0.074803,0.074803,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Superplasticizer,JS_Divergence,0.060348,0.060348,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Blast Furnace Slag,JS_Divergence,0.042813,0.042813,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Fine Aggregate,JS_Divergence,0.041362,0.041362,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Cement,JS_Divergence,0.02924,0.02924,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,CTABGAN,Coarse Aggregate,JS_Divergence,0.026446,0.026446,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Age,JS_Divergence,0.632215,0.632215,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Fly Ash,JS_Divergence,0.444603,0.444603,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Blast Furnace Slag,JS_Divergence,0.413006,0.413006,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Superplasticizer,JS_Divergence,0.264271,0.264271,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Coarse Aggregate,JS_Divergence,0.129344,0.129344,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Cement,JS_Divergence,0.113625,0.113625,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Water,JS_Divergence,0.101124,0.101124,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,WGAN_GP,Fine Aggregate,JS_Divergence,0.062641,0.062641,,feature_fidelity,Generators/Other GANS/13. Concrete Compressive Strength_other GAN.ipynb
13. Concrete Compressive Strength,TabDDPM,Concrete compressive strength,KS_Complement,0.975,0.975,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Fly Ash,KS_Complement,0.966,0.966,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Cement,KS_Complement,0.959,0.959,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Superplasticizer,KS_Complement,0.957,0.957,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Age,KS_Complement,0.95,0.95,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Water,KS_Complement,0.948,0.948,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Fine Aggregate,KS_Complement,0.939,0.939,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Coarse Aggregate,KS_Complement,0.931,0.931,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Blast Furnace Slag,KS_Complement,0.915,0.915,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Concrete compressive strength,KS_Complement,0.982,0.982,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Cement,KS_Complement,0.973,0.973,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Fine Aggregate,KS_Complement,0.968,0.968,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Coarse Aggregate,KS_Complement,0.948,0.948,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Water,KS_Complement,0.919,0.919,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Superplasticizer,KS_Complement,0.826,0.826,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Blast Furnace Slag,KS_Complement,0.787,0.787,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Fly Ash,KS_Complement,0.754,0.754,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Age,KS_Complement,0.736,0.736,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Water,JS_Divergence,0.069753,0.069753,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Fine Aggregate,JS_Divergence,0.042442,0.042442,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Coarse Aggregate,JS_Divergence,0.040767,0.040767,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Blast Furnace Slag,JS_Divergence,0.023389,0.023389,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Fly Ash,JS_Divergence,0.022501,0.022501,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Age,JS_Divergence,0.0211,0.0211,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Superplasticizer,JS_Divergence,0.017575,0.017575,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,TabDDPM,Cement,JS_Divergence,0.01432,0.01432,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Age,JS_Divergence,0.01967,0.01967,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Coarse Aggregate,JS_Divergence,0.008052,0.008052,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Water,JS_Divergence,0.007499,0.007499,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Superplasticizer,JS_Divergence,0.006106,0.006106,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Fine Aggregate,JS_Divergence,0.006032,0.006032,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Fly Ash,JS_Divergence,0.004602,0.004602,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Cement,JS_Divergence,0.003763,0.003763,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
13. Concrete Compressive Strength,ForestDiffusion,Blast Furnace Slag,JS_Divergence,0.002828,0.002828,,feature_fidelity,Generators/Diffusion GANs/13. Concrete Compressive Strength_diffusion.ipynb
14. Energy Efficiency,CTGAN,X8,KS_Complement,0.970052,0.970052,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X6,KS_Complement,0.967448,0.967448,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X1,KS_Complement,0.808594,0.808594,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X3,KS_Complement,0.800781,0.800781,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X7,KS_Complement,0.776042,0.776042,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X4,KS_Complement,0.653646,0.653646,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X2,KS_Complement,0.644531,0.644531,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CTGAN,X5,KS_Complement,0.585938,0.585938,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X6,KS_Complement,0.955729,0.955729,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X8,KS_Complement,0.953125,0.953125,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X5,KS_Complement,0.910156,0.910156,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X4,KS_Complement,0.845052,0.845052,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X1,KS_Complement,0.766927,0.766927,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
14. Energy Efficiency,CopulaGAN,X2,KS_Complement,0.753906,0.753906,,feature_fidelity,Generators/SDV models/14. Energy Efficiency.ipynb
