Dataset,Generator,Metric,Mean,Count,Std,CI_Low,CI_High,NormalizedScore
14. Energy Efficiency,CTABGAN,Quality_Score,0.704767,1,0.0,0.704767,0.704767,0.704767
14. Energy Efficiency,CTABGAN,Wasserstein_Distance,0.154255,1,0.0,0.154255,0.154255,0.154255
14. Energy Efficiency,CTGAN,Cosine_Similarity,0.002569,1,0.0,0.002569,0.002569,0.002569
14. Energy Efficiency,CTGAN,Gower_Distance,0.61768,1,0.0,0.61768,0.61768,0.61768
14. Energy Efficiency,CTGAN,Gower_Similarity,0.61768,1,0.0,0.61768,0.61768,0.61768
14. Energy Efficiency,CTGAN,JS_Divergence,0.131,1,0.0,0.131,0.131,0.131
14. Energy Efficiency,CTGAN,KS_Complement,0.7759,1,0.0,0.7759,0.7759,0.7759
14. Energy Efficiency,CTGAN,MMD,0.054927,1,0.0,0.054927,0.054927,0.054927
14. Energy Efficiency,CTGAN,MMD_Multivariate,0.054252,1,0.0,0.054252,0.054252,0.054252
14. Energy Efficiency,CTGAN,Outlier_Count_Diff,6.0,1,0.0,6.0,6.0,6.0
14. Energy Efficiency,CTGAN,PCA_Correlation_Diff,1.01786,1,0.0,1.01786,1.01786,1.01786
14. Energy Efficiency,CTGAN,PCA_Mean_Error,6.831319,1,0.0,6.831319,6.831319,6.831319
14. Energy Efficiency,CTGAN,PCA_Mean_Error_Pct,3.9156595,1,0.0,3.9156595,3.9156595,3.9156595
14. Energy Efficiency,CTGAN,Quality_Score,0.677298,1,0.0,0.677298,0.677298,0.677298
14. Energy Efficiency,CTGAN,Wasserstein_Distance,0.102021,1,0.0,0.102021,0.102021,0.102021
14. Energy Efficiency,CopulaGAN,Cosine_Similarity,-0.001534,1,0.0,-0.001534,-0.001534,-0.001534
14. Energy Efficiency,CopulaGAN,Gower_Distance,0.595962,1,0.0,0.595962,0.595962,0.595962
14. Energy Efficiency,CopulaGAN,Gower_Similarity,0.595962,1,0.0,0.595962,0.595962,0.595962
14. Energy Efficiency,CopulaGAN,JS_Divergence,0.1319796666666667,1,0.0,0.1319796666666667,0.1319796666666667,0.1319796666666667
14. Energy Efficiency,CopulaGAN,KS_Complement,0.8096,1,0.0,0.8096,0.8096,0.8096
14. Energy Efficiency,CopulaGAN,MMD,0.0318,1,0.0,0.0318,0.0318,0.0318
14. Energy Efficiency,CopulaGAN,MMD_Multivariate,0.030936,1,0.0,0.030936,0.030936,0.030936
14. Energy Efficiency,CopulaGAN,Outlier_Count_Diff,0.0,1,0.0,0.0,0.0,0.0
14. Energy Efficiency,CopulaGAN,PCA_Correlation_Diff,0.991153,1,0.0,0.991153,0.991153,0.991153
14. Energy Efficiency,CopulaGAN,PCA_Mean_Error,6.337747,1,0.0,6.337747,6.337747,6.337747
14. Energy Efficiency,CopulaGAN,PCA_Mean_Error_Pct,3.589172,1,0.0,3.589172,3.589172,3.589172
14. Energy Efficiency,CopulaGAN,Quality_Score,0.686985,1,0.0,0.686985,0.686985,0.686985
14. Energy Efficiency,CopulaGAN,Wasserstein_Distance,0.098246,1,0.0,0.098246,0.098246,0.098246
14. Energy Efficiency,ForestDiffusion,Cosine_Similarity,0.000579,1,0.0,0.000579,0.000579,0.000579
14. Energy Efficiency,ForestDiffusion,Gower_Distance,0.623942,1,0.0,0.623942,0.623942,0.623942
14. Energy Efficiency,ForestDiffusion,Gower_Similarity,0.623942,1,0.0,0.623942,0.623942,0.623942
14. Energy Efficiency,ForestDiffusion,JS_Divergence,0.0135,1,0.0,0.0135,0.0135,0.0135
14. Energy Efficiency,ForestDiffusion,KS_Complement,0.7087,1,0.0,0.7087,0.7087,0.7087
14. Energy Efficiency,ForestDiffusion,MMD,0.000597,1,0.0,0.000597,0.000597,0.000597
14. Energy Efficiency,ForestDiffusion,MMD_Multivariate,-0.000548,1,0.0,-0.000548,-0.000548,-0.000548
14. Energy Efficiency,ForestDiffusion,Outlier_Count_Diff,0.0,1,0.0,0.0,0.0,0.0
14. Energy Efficiency,ForestDiffusion,PCA_Correlation_Diff,0.130137,1,0.0,0.130137,0.130137,0.130137
14. Energy Efficiency,ForestDiffusion,PCA_Mean_Error,0.744817,1,0.0,0.744817,0.744817,0.744817
14. Energy Efficiency,ForestDiffusion,PCA_Mean_Error_Pct,0.744817,1,0.0,0.744817,0.744817,0.744817
14. Energy Efficiency,ForestDiffusion,Quality_Score,0.708662,1,0.0,0.708662,0.708662,0.708662
14. Energy Efficiency,ForestDiffusion,Wasserstein_Distance,0.010613,1,0.0,0.010613,0.010613,0.010613
14. Energy Efficiency,GaussianCopula,Cosine_Similarity,0.001194,1,0.0,0.001194,0.001194,0.001194
14. Energy Efficiency,GaussianCopula,Gower_Distance,0.611222,1,0.0,0.611222,0.611222,0.611222
14. Energy Efficiency,GaussianCopula,Gower_Similarity,0.611222,1,0.0,0.611222,0.611222,0.611222
14. Energy Efficiency,GaussianCopula,JS_Divergence,0.2091111111111111,1,0.0,0.2091111111111111,0.2091111111111111,0.2091111111111111
14. Energy Efficiency,GaussianCopula,KS_Complement,0.7555,1,0.0,0.7555,0.7555,0.7555
14. Energy Efficiency,GaussianCopula,MMD,0.024683,1,0.0,0.024683,0.024683,0.024683
14. Energy Efficiency,GaussianCopula,MMD_Multivariate,0.02369,1,0.0,0.02369,0.02369,0.02369
14. Energy Efficiency,GaussianCopula,Outlier_Count_Diff,7.875,1,0.0,7.875,7.875,7.875
14. Energy Efficiency,GaussianCopula,PCA_Correlation_Diff,0.391368,1,0.0,0.391368,0.391368,0.391368
14. Energy Efficiency,GaussianCopula,PCA_Mean_Error,3.734944,1,0.0,3.734944,3.734944,3.734944
14. Energy Efficiency,GaussianCopula,PCA_Mean_Error_Pct,1.867472,1,0.0,1.867472,1.867472,1.867472
14. Energy Efficiency,GaussianCopula,Quality_Score,0.789355,1,0.0,0.789355,0.789355,0.789355
14. Energy Efficiency,GaussianCopula,Wasserstein_Distance,0.089152,1,0.0,0.089152,0.089152,0.089152
14. Energy Efficiency,TVAE,Cosine_Similarity,0.00282,1,0.0,0.00282,0.00282,0.00282
14. Energy Efficiency,TVAE,Gower_Distance,0.628166,1,0.0,0.628166,0.628166,0.628166
14. Energy Efficiency,TVAE,Gower_Similarity,0.628166,1,0.0,0.628166,0.628166,0.628166
14. Energy Efficiency,TVAE,JS_Divergence,0.272864,1,0.0,0.272864,0.272864,0.272864
14. Energy Efficiency,TVAE,KS_Complement,0.8604,1,0.0,0.8604,0.8604,0.8604
14. Energy Efficiency,TVAE,MMD,0.020381,1,0.0,0.020381,0.020381,0.020381
14. Energy Efficiency,TVAE,MMD_Multivariate,0.01939,1,0.0,0.01939,0.01939,0.01939
14. Energy Efficiency,TVAE,Outlier_Count_Diff,10.625,1,0.0,10.625,10.625,10.625
14. Energy Efficiency,TVAE,PCA_Correlation_Diff,0.197171,1,0.0,0.197171,0.197171,0.197171
14. Energy Efficiency,TVAE,PCA_Mean_Error,6.5698,1,0.0,6.5698,6.5698,6.5698
14. Energy Efficiency,TVAE,PCA_Mean_Error_Pct,3.74267,1,0.0,3.74267,3.74267,3.74267
14. Energy Efficiency,TVAE,Quality_Score,0.88622,1,0.0,0.88622,0.88622,0.88622
14. Energy Efficiency,TVAE,Wasserstein_Distance,0.055541,1,0.0,0.055541,0.055541,0.055541
14. Energy Efficiency,TabDDPM,Cosine_Similarity,0.001883,1,0.0,0.001883,0.001883,0.001883
14. Energy Efficiency,TabDDPM,Gower_Distance,0.551458,1,0.0,0.551458,0.551458,0.551458
14. Energy Efficiency,TabDDPM,Gower_Similarity,0.551458,1,0.0,0.551458,0.551458,0.551458
14. Energy Efficiency,TabDDPM,JS_Divergence,0.1153333333333333,1,0.0,0.1153333333333333,0.1153333333333333,0.1153333333333333
14. Energy Efficiency,TabDDPM,KS_Complement,0.6547,1,0.0,0.6547,0.6547,0.6547
14. Energy Efficiency,TabDDPM,MMD,0.096222,1,0.0,0.096222,0.096222,0.096222
14. Energy Efficiency,TabDDPM,MMD_Multivariate,0.058913,1,0.0,0.058913,0.058913,0.058913
14. Energy Efficiency,TabDDPM,Outlier_Count_Diff,0.0,1,0.0,0.0,0.0,0.0
14. Energy Efficiency,TabDDPM,PCA_Correlation_Diff,0.505822,1,0.0,0.505822,0.505822,0.505822
14. Energy Efficiency,TabDDPM,PCA_Mean_Error,10.645464,1,0.0,10.645464,10.645464,10.645464
14. Energy Efficiency,TabDDPM,PCA_Mean_Error_Pct,10.645464,1,0.0,10.645464,10.645464,10.645464
14. Energy Efficiency,TabDDPM,Quality_Score,0.654671,1,0.0,0.654671,0.654671,0.654671
14. Energy Efficiency,TabDDPM,Wasserstein_Distance,0.162632,1,0.0,0.162632,0.162632,0.162632
14. Energy Efficiency,WGAN_GP,Cosine_Similarity,0.000862,1,0.0,0.000862,0.000862,0.000862
14. Energy Efficiency,WGAN_GP,Gower_Distance,0.837679,1,0.0,0.837679,0.837679,0.837679
14. Energy Efficiency,WGAN_GP,Gower_Similarity,0.837679,1,0.0,0.837679,0.837679,0.837679
14. Energy Efficiency,WGAN_GP,JS_Divergence,0.12125,1,0.0,0.12125,0.12125,0.12125
14. Energy Efficiency,WGAN_GP,KS_Complement,0.6267,1,0.0,0.6267,0.6267,0.6267
14. Energy Efficiency,WGAN_GP,MMD,0.030559,1,0.0,0.030559,0.030559,0.030559
14. Energy Efficiency,WGAN_GP,MMD_Multivariate,0.018008,1,0.0,0.018008,0.018008,0.018008
14. Energy Efficiency,WGAN_GP,Outlier_Count_Diff,8.5,1,0.0,8.5,8.5,8.5
14. Energy Efficiency,WGAN_GP,PCA_Correlation_Diff,0.692157,1,0.0,0.692157,0.692157,0.692157
14. Energy Efficiency,WGAN_GP,PCA_Mean_Error,4.049586,1,0.0,4.049586,4.049586,4.049586
14. Energy Efficiency,WGAN_GP,PCA_Mean_Error_Pct,4.049586,1,0.0,4.049586,4.049586,4.049586
14. Energy Efficiency,WGAN_GP,Quality_Score,0.626702,1,0.0,0.626702,0.626702,0.626702
14. Energy Efficiency,WGAN_GP,Wasserstein_Distance,0.147232,1,0.0,0.147232,0.147232,0.147232
15. Real Estate Valuation,CTABGAN,Cosine_Similarity,0.016572,1,0.0,0.016572,0.016572,0.016572
15. Real Estate Valuation,CTABGAN,Gower_Distance,0.776166,1,0.0,0.776166,0.776166,0.776166
15. Real Estate Valuation,CTABGAN,Gower_Similarity,0.776166,1,0.0,0.776166,0.776166,0.776166
15. Real Estate Valuation,CTABGAN,JS_Divergence,0.1376666666666667,1,0.0,0.1376666666666667,0.1376666666666667,0.1376666666666667
15. Real Estate Valuation,CTABGAN,KS_Complement,0.9116,1,0.0,0.9116,0.9116,0.9116
15. Real Estate Valuation,CTABGAN,MMD,0.010593,1,0.0,0.010593,0.010593,0.010593
15. Real Estate Valuation,CTABGAN,MMD_Multivariate,0.006785,1,0.0,0.006785,0.006785,0.006785
15. Real Estate Valuation,CTABGAN,Outlier_Count_Diff,20.8,1,0.0,20.8,20.8,20.8
15. Real Estate Valuation,CTABGAN,PCA_Correlation_Diff,0.625634,1,0.0,0.625634,0.625634,0.625634
15. Real Estate Valuation,CTABGAN,PCA_Mean_Error,5.521376,1,0.0,5.521376,5.521376,5.521376
15. Real Estate Valuation,CTABGAN,PCA_Mean_Error_Pct,5.521376,1,0.0,5.521376,5.521376,5.521376
15. Real Estate Valuation,CTABGAN,Quality_Score,0.911592,1,0.0,0.911592,0.911592,0.911592
15. Real Estate Valuation,CTABGAN,Wasserstein_Distance,0.024693,1,0.0,0.024693,0.024693,0.024693
15. Real Estate Valuation,CTGAN,Cosine_Similarity,-0.050747,1,0.0,-0.050747,-0.050747,-0.050747
15. Real Estate Valuation,CTGAN,Gower_Distance,0.708963,1,0.0,0.708963,0.708963,0.708963
15. Real Estate Valuation,CTGAN,Gower_Similarity,0.708963,1,0.0,0.708963,0.708963,0.708963
15. Real Estate Valuation,CTGAN,JS_Divergence,0.3247696666666667,1,0.0,0.3247696666666667,0.3247696666666667,0.3247696666666667
15. Real Estate Valuation,CTGAN,KS_Complement,0.7720999999999999,1,0.0,0.7720999999999999,0.7720999999999999,0.7720999999999999
15. Real Estate Valuation,CTGAN,MMD,0.558462,1,0.0,0.558462,0.558462,0.558462
15. Real Estate Valuation,CTGAN,MMD_Multivariate,0.557081,1,0.0,0.557081,0.557081,0.557081
15. Real Estate Valuation,CTGAN,Outlier_Count_Diff,15.6,1,0.0,15.6,15.6,15.6
15. Real Estate Valuation,CTGAN,PCA_Correlation_Diff,0.842184,1,0.0,0.842184,0.842184,0.842184
15. Real Estate Valuation,CTGAN,PCA_Mean_Error,55.159242,1,0.0,55.159242,55.159242,55.159242
15. Real Estate Valuation,CTGAN,PCA_Mean_Error_Pct,27.701104,1,0.0,27.701104,27.701104,27.701104
15. Real Estate Valuation,CTGAN,Quality_Score,0.764289,1,0.0,0.764289,0.764289,0.764289
15. Real Estate Valuation,CTGAN,Wasserstein_Distance,340.821029,1,0.0,340.821029,340.821029,340.821029
15. Real Estate Valuation,CopulaGAN,Cosine_Similarity,-0.050764,1,0.0,-0.050764,-0.050764,-0.050764
15. Real Estate Valuation,CopulaGAN,Gower_Distance,0.667636,1,0.0,0.667636,0.667636,0.667636
15. Real Estate Valuation,CopulaGAN,Gower_Similarity,0.667636,1,0.0,0.667636,0.667636,0.667636
15. Real Estate Valuation,CopulaGAN,JS_Divergence,0.3512481666666667,1,0.0,0.3512481666666667,0.3512481666666667,0.3512481666666667
15. Real Estate Valuation,CopulaGAN,KS_Complement,0.7287,1,0.0,0.7287,0.7287,0.7287
15. Real Estate Valuation,CopulaGAN,MMD,0.558462,1,0.0,0.558462,0.558462,0.558462
15. Real Estate Valuation,CopulaGAN,MMD_Multivariate,0.557081,1,0.0,0.557081,0.557081,0.557081
15. Real Estate Valuation,CopulaGAN,Outlier_Count_Diff,16.0,1,0.0,16.0,16.0,16.0
15. Real Estate Valuation,CopulaGAN,PCA_Correlation_Diff,0.864963,1,0.0,0.864963,0.864963,0.864963
15. Real Estate Valuation,CopulaGAN,PCA_Mean_Error,71.639749,1,0.0,71.639749,71.639749,71.639749
15. Real Estate Valuation,CopulaGAN,PCA_Mean_Error_Pct,36.3198745,1,0.0,36.3198745,36.3198745,36.3198745
15. Real Estate Valuation,CopulaGAN,Quality_Score,0.734702,1,0.0,0.734702,0.734702,0.734702
15. Real Estate Valuation,CopulaGAN,Wasserstein_Distance,340.846522,1,0.0,340.846522,340.846522,340.846522
15. Real Estate Valuation,ForestDiffusion,Cosine_Similarity,0.023181,1,0.0,0.023181,0.023181,0.023181
15. Real Estate Valuation,ForestDiffusion,Gower_Distance,0.76937,1,0.0,0.76937,0.76937,0.76937
15. Real Estate Valuation,ForestDiffusion,Gower_Similarity,0.76937,1,0.0,0.76937,0.76937,0.76937
15. Real Estate Valuation,ForestDiffusion,JS_Divergence,0.007,1,0.0,0.007,0.007,0.007
15. Real Estate Valuation,ForestDiffusion,KS_Complement,0.9445,1,0.0,0.9445,0.9445,0.9445
15. Real Estate Valuation,ForestDiffusion,MMD,0.000787,1,0.0,0.000787,0.000787,0.000787
15. Real Estate Valuation,ForestDiffusion,MMD_Multivariate,-0.000807,1,0.0,-0.000807,-0.000807,-0.000807
15. Real Estate Valuation,ForestDiffusion,Outlier_Count_Diff,23.6,1,0.0,23.6,23.6,23.6
15. Real Estate Valuation,ForestDiffusion,PCA_Correlation_Diff,0.069516,1,0.0,0.069516,0.069516,0.069516
15. Real Estate Valuation,ForestDiffusion,PCA_Mean_Error,2.227323,1,0.0,2.227323,2.227323,2.227323
15. Real Estate Valuation,ForestDiffusion,PCA_Mean_Error_Pct,2.227323,1,0.0,2.227323,2.227323,2.227323
15. Real Estate Valuation,ForestDiffusion,Quality_Score,0.944539,1,0.0,0.944539,0.944539,0.944539
15. Real Estate Valuation,ForestDiffusion,Wasserstein_Distance,0.009755,1,0.0,0.009755,0.009755,0.009755
15. Real Estate Valuation,GaussianCopula,Cosine_Similarity,-0.050746,1,0.0,-0.050746,-0.050746,-0.050746
15. Real Estate Valuation,GaussianCopula,Gower_Distance,0.700365,1,0.0,0.700365,0.700365,0.700365
15. Real Estate Valuation,GaussianCopula,Gower_Similarity,0.700365,1,0.0,0.700365,0.700365,0.700365
15. Real Estate Valuation,GaussianCopula,JS_Divergence,0.8356060000000001,1,0.0,0.8356060000000001,0.8356060000000001,0.8356060000000001
15. Real Estate Valuation,GaussianCopula,KS_Complement,0.8043,1,0.0,0.8043,0.8043,0.8043
15. Real Estate Valuation,GaussianCopula,MMD,0.558462,1,0.0,0.558462,0.558462,0.558462
15. Real Estate Valuation,GaussianCopula,MMD_Multivariate,0.557081,1,0.0,0.557081,0.557081,0.557081
15. Real Estate Valuation,GaussianCopula,Outlier_Count_Diff,9.4,1,0.0,9.4,9.4,9.4
15. Real Estate Valuation,GaussianCopula,PCA_Correlation_Diff,0.877297,1,0.0,0.877297,0.877297,0.877297
15. Real Estate Valuation,GaussianCopula,PCA_Mean_Error,54.66314,1,0.0,54.66314,54.66314,54.66314
15. Real Estate Valuation,GaussianCopula,PCA_Mean_Error_Pct,27.441659,1,0.0,27.441659,27.441659,27.441659
15. Real Estate Valuation,GaussianCopula,Quality_Score,0.884307,1,0.0,0.884307,0.884307,0.884307
15. Real Estate Valuation,GaussianCopula,Wasserstein_Distance,340.8144,1,0.0,340.8144,340.8144,340.8144
15. Real Estate Valuation,TVAE,Cosine_Similarity,-0.050741,1,0.0,-0.050741,-0.050741,-0.050741
15. Real Estate Valuation,TVAE,Gower_Distance,0.721756,1,0.0,0.721756,0.721756,0.721756
15. Real Estate Valuation,TVAE,Gower_Similarity,0.721756,1,0.0,0.721756,0.721756,0.721756
15. Real Estate Valuation,TVAE,JS_Divergence,0.3109671666666667,1,0.0,0.3109671666666667,0.3109671666666667,0.3109671666666667
15. Real Estate Valuation,TVAE,KS_Complement,0.8945000000000001,1,0.0,0.8945000000000001,0.8945000000000001,0.8945000000000001
15. Real Estate Valuation,TVAE,MMD,0.558462,1,0.0,0.558462,0.558462,0.558462
15. Real Estate Valuation,TVAE,MMD_Multivariate,0.557081,1,0.0,0.557081,0.557081,0.557081
15. Real Estate Valuation,TVAE,Outlier_Count_Diff,29.0,1,0.0,29.0,29.0,29.0
15. Real Estate Valuation,TVAE,PCA_Correlation_Diff,0.758204,1,0.0,0.758204,0.758204,0.758204
15. Real Estate Valuation,TVAE,PCA_Mean_Error,49.869909,1,0.0,49.869909,49.869909,49.869909
15. Real Estate Valuation,TVAE,PCA_Mean_Error_Pct,24.9349545,1,0.0,24.9349545,24.9349545,24.9349545
15. Real Estate Valuation,TVAE,Quality_Score,0.92108,1,0.0,0.92108,0.92108,0.92108
15. Real Estate Valuation,TVAE,Wasserstein_Distance,340.802477,1,0.0,340.802477,340.802477,340.802477
15. Real Estate Valuation,TabDDPM,Cosine_Similarity,-0.031771,1,0.0,-0.031771,-0.031771,-0.031771
15. Real Estate Valuation,TabDDPM,Gower_Distance,0.599162,1,0.0,0.599162,0.599162,0.599162
15. Real Estate Valuation,TabDDPM,Gower_Similarity,0.599162,1,0.0,0.599162,0.599162,0.599162
15. Real Estate Valuation,TabDDPM,JS_Divergence,0.2444145999999999,1,0.0,0.2444145999999999,0.2444145999999999,0.2444145999999999
15. Real Estate Valuation,TabDDPM,KS_Complement,0.6593000000000001,1,0.0,0.6593000000000001,0.6593000000000001,0.6593000000000001
15. Real Estate Valuation,TabDDPM,MMD,0.230156,1,0.0,0.230156,0.230156,0.230156
15. Real Estate Valuation,TabDDPM,MMD_Multivariate,0.134849,1,0.0,0.134849,0.134849,0.134849
15. Real Estate Valuation,TabDDPM,Outlier_Count_Diff,16.0,1,0.0,16.0,16.0,16.0
15. Real Estate Valuation,TabDDPM,PCA_Correlation_Diff,0.880434,1,0.0,0.880434,0.880434,0.880434
15. Real Estate Valuation,TabDDPM,PCA_Mean_Error,46.180834,1,0.0,46.180834,46.180834,46.180834
15. Real Estate Valuation,TabDDPM,PCA_Mean_Error_Pct,46.180834,1,0.0,46.180834,46.180834,46.180834
15. Real Estate Valuation,TabDDPM,Quality_Score,0.65929,1,0.0,0.65929,0.65929,0.65929
15. Real Estate Valuation,TabDDPM,Wasserstein_Distance,0.227584,1,0.0,0.227584,0.227584,0.227584
15. Real Estate Valuation,WGAN_GP,Cosine_Similarity,0.023284,1,0.0,0.023284,0.023284,0.023284
15. Real Estate Valuation,WGAN_GP,Gower_Distance,0.843701,1,0.0,0.843701,0.843701,0.843701
15. Real Estate Valuation,WGAN_GP,Gower_Similarity,0.843701,1,0.0,0.843701,0.843701,0.843701
15. Real Estate Valuation,WGAN_GP,JS_Divergence,0.1768491999999999,1,0.0,0.1768491999999999,0.1768491999999999,0.1768491999999999
15. Real Estate Valuation,WGAN_GP,KS_Complement,0.7347,1,0.0,0.7347,0.7347,0.7347
15. Real Estate Valuation,WGAN_GP,MMD,0.080058,1,0.0,0.080058,0.080058,0.080058
15. Real Estate Valuation,WGAN_GP,MMD_Multivariate,0.061439,1,0.0,0.061439,0.061439,0.061439
15. Real Estate Valuation,WGAN_GP,Outlier_Count_Diff,14.4,1,0.0,14.4,14.4,14.4
15. Real Estate Valuation,WGAN_GP,PCA_Correlation_Diff,0.562106,1,0.0,0.562106,0.562106,0.562106
15. Real Estate Valuation,WGAN_GP,PCA_Mean_Error,24.321296,1,0.0,24.321296,24.321296,24.321296
15. Real Estate Valuation,WGAN_GP,PCA_Mean_Error_Pct,24.321296,1,0.0,24.321296,24.321296,24.321296
15. Real Estate Valuation,WGAN_GP,Quality_Score,0.734693,1,0.0,0.734693,0.734693,0.734693
15. Real Estate Valuation,WGAN_GP,Wasserstein_Distance,0.107111,1,0.0,0.107111,0.107111,0.107111
2. Alzhimers,CTABGAN,Cosine_Similarity,-0.009937,1,0.0,-0.009937,-0.009937,-0.009937
2. Alzhimers,CTABGAN,Gower_Distance,0.779736,1,0.0,0.779736,0.779736,0.779736
2. Alzhimers,CTABGAN,Gower_Similarity,0.779736,1,0.0,0.779736,0.779736,0.779736
2. Alzhimers,CTABGAN,JS_Divergence,0.14825,1,0.0,0.14825,0.14825,0.14825
2. Alzhimers,CTABGAN,KS_Complement,0.6842,1,0.0,0.6842,0.6842,0.6842
2. Alzhimers,CTABGAN,MMD,0.045034,1,0.0,0.045034,0.045034,0.045034
2. Alzhimers,CTABGAN,MMD_Multivariate,0.033461,1,0.0,0.033461,0.033461,0.033461
2. Alzhimers,CTABGAN,Outlier_Count_Diff,9.7,1,0.0,9.7,9.7,9.7
2. Alzhimers,CTABGAN,PCA_Correlation_Diff,0.920281,1,0.0,0.920281,0.920281,0.920281
2. Alzhimers,CTABGAN,PCA_Mean_Error,12.702118,1,0.0,12.702118,12.702118,12.702118
2. Alzhimers,CTABGAN,PCA_Mean_Error_Pct,6.851059,1,0.0,6.851059,6.851059,6.851059
2. Alzhimers,CTABGAN,Quality_Score,0.684233,1,0.0,0.684233,0.684233,0.684233
2. Alzhimers,CTABGAN,Wasserstein_Distance,0.058118,1,0.0,0.058118,0.058118,0.058118
2. Alzhimers,CTGAN,Cosine_Similarity,-0.007544,1,0.0,-0.007544,-0.007544,-0.007544
2. Alzhimers,CTGAN,Gower_Distance,0.735633,1,0.0,0.735633,0.735633,0.735633
2. Alzhimers,CTGAN,Gower_Similarity,0.735633,1,0.0,0.735633,0.735633,0.735633
2. Alzhimers,CTGAN,JS_Divergence,0.1919999999999999,1,0.0,0.1919999999999999,0.1919999999999999,0.1919999999999999
2. Alzhimers,CTGAN,KS_Complement,0.7539,1,0.0,0.7539,0.7539,0.7539
2. Alzhimers,CTGAN,MMD,0.155068,1,0.0,0.155068,0.155068,0.155068
2. Alzhimers,CTGAN,MMD_Multivariate,0.117579,1,0.0,0.117579,0.117579,0.117579
2. Alzhimers,CTGAN,PCA_Correlation_Diff,0.933791,1,0.0,0.933791,0.933791,0.933791
2. Alzhimers,CTGAN,PCA_Mean_Error,18.930353,1,0.0,18.930353,18.930353,18.930353
2. Alzhimers,CTGAN,PCA_Mean_Error_Pct,18.930353,1,0.0,18.930353,18.930353,18.930353
2. Alzhimers,CTGAN,Quality_Score,0.686399,1,0.0,0.686399,0.686399,0.686399
2. Alzhimers,CTGAN,Wasserstein_Distance,0.108791,1,0.0,0.108791,0.108791,0.108791
2. Alzhimers,CopulaGAN,Cosine_Similarity,-0.006982,1,0.0,-0.006982,-0.006982,-0.006982
2. Alzhimers,CopulaGAN,Gower_Distance,0.733296,1,0.0,0.733296,0.733296,0.733296
2. Alzhimers,CopulaGAN,Gower_Similarity,0.733296,1,0.0,0.733296,0.733296,0.733296
2. Alzhimers,CopulaGAN,JS_Divergence,0.1376,1,0.0,0.1376,0.1376,0.1376
2. Alzhimers,CopulaGAN,KS_Complement,0.7252,1,0.0,0.7252,0.7252,0.7252
2. Alzhimers,CopulaGAN,MMD,0.119443,1,0.0,0.119443,0.119443,0.119443
2. Alzhimers,CopulaGAN,MMD_Multivariate,0.078679,1,0.0,0.078679,0.078679,0.078679
2. Alzhimers,CopulaGAN,PCA_Correlation_Diff,0.969908,1,0.0,0.969908,0.969908,0.969908
2. Alzhimers,CopulaGAN,PCA_Mean_Error,24.770905,1,0.0,24.770905,24.770905,24.770905
2. Alzhimers,CopulaGAN,PCA_Mean_Error_Pct,24.770905,1,0.0,24.770905,24.770905,24.770905
2. Alzhimers,CopulaGAN,Quality_Score,0.639551,1,0.0,0.639551,0.639551,0.639551
2. Alzhimers,CopulaGAN,Wasserstein_Distance,0.109986,1,0.0,0.109986,0.109986,0.109986
2. Alzhimers,ForestDiffusion,Cosine_Similarity,0.003124,1,0.0,0.003124,0.003124,0.003124
2. Alzhimers,ForestDiffusion,Gower_Distance,0.785988,1,0.0,0.785988,0.785988,0.785988
2. Alzhimers,ForestDiffusion,Gower_Similarity,0.785988,1,0.0,0.785988,0.785988,0.785988
2. Alzhimers,ForestDiffusion,JS_Divergence,0.0230402,1,0.0,0.0230402,0.0230402,0.0230402
2. Alzhimers,ForestDiffusion,KS_Complement,0.7356999999999999,1,0.0,0.7356999999999999,0.7356999999999999,0.7356999999999999
2. Alzhimers,ForestDiffusion,MMD,0.001763,1,0.0,0.001763,0.001763,0.001763
2. Alzhimers,ForestDiffusion,MMD_Multivariate,-0.000335,1,0.0,-0.000335,-0.000335,-0.000335
2. Alzhimers,ForestDiffusion,Outlier_Count_Diff,14.9,1,0.0,14.9,14.9,14.9
2. Alzhimers,ForestDiffusion,PCA_Correlation_Diff,0.138389,1,0.0,0.138389,0.138389,0.138389
2. Alzhimers,ForestDiffusion,PCA_Mean_Error,0.887645,1,0.0,0.887645,0.887645,0.887645
2. Alzhimers,ForestDiffusion,PCA_Mean_Error_Pct,0.4438225,1,0.0,0.4438225,0.4438225,0.4438225
2. Alzhimers,ForestDiffusion,Quality_Score,0.735671,1,0.0,0.735671,0.735671,0.735671
2. Alzhimers,ForestDiffusion,Wasserstein_Distance,0.011849,1,0.0,0.011849,0.011849,0.011849
2. Alzhimers,GaussianCopula,Cosine_Similarity,0.016283,1,0.0,0.016283,0.016283,0.016283
2. Alzhimers,GaussianCopula,Gower_Distance,0.791535,1,0.0,0.791535,0.791535,0.791535
2. Alzhimers,GaussianCopula,Gower_Similarity,0.791535,1,0.0,0.791535,0.791535,0.791535
2. Alzhimers,GaussianCopula,JS_Divergence,0.0984999999999999,1,0.0,0.0984999999999999,0.0984999999999999,0.0984999999999999
2. Alzhimers,GaussianCopula,KS_Complement,0.8158,1,0.0,0.8158,0.8158,0.8158
2. Alzhimers,GaussianCopula,MMD,0.053118,1,0.0,0.053118,0.053118,0.053118
2. Alzhimers,GaussianCopula,MMD_Multivariate,0.043953,1,0.0,0.043953,0.043953,0.043953
