Dataset,Generator,Metric,Mean,Count,Std,CI_Low,CI_High,NormalizedScore
11. online shopping,TVAE,Cosine_Similarity,0.017064,1,0.0,0.017064,0.017064,0.017064
11. online shopping,TVAE,Gower_Distance,0.666402,1,0.0,0.666402,0.666402,0.666402
11. online shopping,TVAE,Gower_Similarity,0.666402,1,0.0,0.666402,0.666402,0.666402
11. online shopping,TVAE,JS_Divergence,0.1909999999999999,1,0.0,0.1909999999999999,0.1909999999999999,0.1909999999999999
11. online shopping,TVAE,KS_Complement,0.7561,1,0.0,0.7561,0.7561,0.7561
11. online shopping,TVAE,MMD,0.085852,1,0.0,0.085852,0.085852,0.085852
11. online shopping,TVAE,MMD_Multivariate,0.086052,1,0.0,0.086052,0.086052,0.086052
11. online shopping,TVAE,PCA_Correlation_Diff,0.484419,1,0.0,0.484419,0.484419,0.484419
11. online shopping,TVAE,PCA_Mean_Error,19.159839,1,0.0,19.159839,19.159839,19.159839
11. online shopping,TVAE,PCA_Mean_Error_Pct,19.159839,1,0.0,19.159839,19.159839,19.159839
11. online shopping,TVAE,Quality_Score,0.608031,1,0.0,0.608031,0.608031,0.608031
11. online shopping,TVAE,Wasserstein_Distance,0.099596,1,0.0,0.099596,0.099596,0.099596
11. online shopping,TabDDPM,Cosine_Similarity,-0.027586,1,0.0,-0.027586,-0.027586,-0.027586
11. online shopping,TabDDPM,Gower_Distance,0.576314,1,0.0,0.576314,0.576314,0.576314
11. online shopping,TabDDPM,Gower_Similarity,0.576314,1,0.0,0.576314,0.576314,0.576314
11. online shopping,TabDDPM,JS_Divergence,0.3057142857142857,1,0.0,0.3057142857142857,0.3057142857142857,0.3057142857142857
11. online shopping,TabDDPM,KS_Complement,0.4329,1,0.0,0.4329,0.4329,0.4329
11. online shopping,TabDDPM,MMD,0.281929,1,0.0,0.281929,0.281929,0.281929
11. online shopping,TabDDPM,MMD_Multivariate,0.239814,1,0.0,0.239814,0.239814,0.239814
11. online shopping,TabDDPM,Outlier_Count_Diff,52.916667,1,0.0,52.916667,52.916667,52.916667
11. online shopping,TabDDPM,PCA_Correlation_Diff,0.413547,1,0.0,0.413547,0.413547,0.413547
11. online shopping,TabDDPM,PCA_Mean_Error,60.697075,1,0.0,60.697075,60.697075,60.697075
11. online shopping,TabDDPM,PCA_Mean_Error_Pct,30.8485375,1,0.0,30.8485375,30.8485375,30.8485375
11. online shopping,TabDDPM,Quality_Score,0.7816998382320683,1,0.0,0.7816998382320683,0.7816998382320683,0.7816998382320683
11. online shopping,TabDDPM,Wasserstein_Distance,0.22835,1,0.0,0.22835,0.22835,0.22835
11. online shopping,WGAN_GP,Cosine_Similarity,-0.007068,1,0.0,-0.007068,-0.007068,-0.007068
11. online shopping,WGAN_GP,Gower_Distance,0.652946,1,0.0,0.652946,0.652946,0.652946
11. online shopping,WGAN_GP,Gower_Similarity,0.652946,1,0.0,0.652946,0.652946,0.652946
11. online shopping,WGAN_GP,JS_Divergence,0.0497,1,0.0,0.0497,0.0497,0.0497
11. online shopping,WGAN_GP,KS_Complement,0.8012,1,0.0,0.8012,0.8012,0.8012
11. online shopping,WGAN_GP,MMD,0.032643,1,0.0,0.032643,0.032643,0.032643
11. online shopping,WGAN_GP,MMD_Multivariate,0.031888,1,0.0,0.031888,0.031888,0.031888
11. online shopping,WGAN_GP,Outlier_Count_Diff,53.363636,1,0.0,53.363636,53.363636,53.363636
11. online shopping,WGAN_GP,PCA_Correlation_Diff,0.748242,1,0.0,0.748242,0.748242,0.748242
11. online shopping,WGAN_GP,PCA_Mean_Error,14.820814,1,0.0,14.820814,14.820814,14.820814
11. online shopping,WGAN_GP,PCA_Mean_Error_Pct,7.910407,1,0.0,7.910407,7.910407,7.910407
11. online shopping,WGAN_GP,Quality_Score,0.0104148387545127,1,0.0,0.0104148387545127,0.0104148387545127,0.0104148387545127
11. online shopping,WGAN_GP,Wasserstein_Distance,0.08708,1,0.0,0.08708,0.08708,0.08708
12. Air Quality,CTABGAN,Cosine_Similarity,0.006073,1,0.0,0.006073,0.006073,0.006073
12. Air Quality,CTABGAN,Gower_Distance,0.823107,1,0.0,0.823107,0.823107,0.823107
12. Air Quality,CTABGAN,Gower_Similarity,0.823107,1,0.0,0.823107,0.823107,0.823107
12. Air Quality,CTABGAN,JS_Divergence,0.0226666666666666,1,0.0,0.0226666666666666,0.0226666666666666,0.0226666666666666
12. Air Quality,CTABGAN,KS_Complement,0.873,1,0.0,0.873,0.873,0.873
12. Air Quality,CTABGAN,MMD,0.019195,1,0.0,0.019195,0.019195,0.019195
12. Air Quality,CTABGAN,MMD_Multivariate,0.012824,1,0.0,0.012824,0.012824,0.012824
12. Air Quality,CTABGAN,Outlier_Count_Diff,9.083333,1,0.0,9.083333,9.083333,9.083333
12. Air Quality,CTABGAN,PCA_Correlation_Diff,0.652932,1,0.0,0.652932,0.652932,0.652932
12. Air Quality,CTABGAN,PCA_Mean_Error,4.121865,1,0.0,4.121865,4.121865,4.121865
12. Air Quality,CTABGAN,PCA_Mean_Error_Pct,4.121865,1,0.0,4.121865,4.121865,4.121865
12. Air Quality,CTABGAN,Quality_Score,0.873,1,0.0,0.873,0.873,0.873
12. Air Quality,CTABGAN,Wasserstein_Distance,0.022478,1,0.0,0.022478,0.022478,0.022478
12. Air Quality,CTGAN,Cosine_Similarity,0.00592,1,0.0,0.00592,0.00592,0.00592
12. Air Quality,CTGAN,Gower_Distance,0.804398,1,0.0,0.804398,0.804398,0.804398
12. Air Quality,CTGAN,Gower_Similarity,0.804398,1,0.0,0.804398,0.804398,0.804398
12. Air Quality,CTGAN,JS_Divergence,0.122306,1,0.0,0.122306,0.122306,0.122306
12. Air Quality,CTGAN,KS_Complement,0.8023,1,0.0,0.8023,0.8023,0.8023
12. Air Quality,CTGAN,MMD,0.043816,1,0.0,0.043816,0.043816,0.043816
12. Air Quality,CTGAN,MMD_Multivariate,0.042712,1,0.0,0.042712,0.042712,0.042712
12. Air Quality,CTGAN,Outlier_Count_Diff,15.416667,1,0.0,15.416667,15.416667,15.416667
12. Air Quality,CTGAN,PCA_Correlation_Diff,1.047007,1,0.0,1.047007,1.047007,1.047007
12. Air Quality,CTGAN,PCA_Mean_Error,9.509181,1,0.0,9.509181,9.509181,9.509181
12. Air Quality,CTGAN,PCA_Mean_Error_Pct,6.601895,1,0.0,6.601895,6.601895,6.601895
12. Air Quality,CTGAN,Quality_Score,0.724395,1,0.0,0.724395,0.724395,0.724395
12. Air Quality,CTGAN,Wasserstein_Distance,0.051268,1,0.0,0.051268,0.051268,0.051268
12. Air Quality,CopulaGAN,Cosine_Similarity,-0.007748,1,0.0,-0.007748,-0.007748,-0.007748
12. Air Quality,CopulaGAN,Gower_Distance,0.784604,1,0.0,0.784604,0.784604,0.784604
12. Air Quality,CopulaGAN,Gower_Similarity,0.784604,1,0.0,0.784604,0.784604,0.784604
12. Air Quality,CopulaGAN,JS_Divergence,0.2298,1,0.0,0.2298,0.2298,0.2298
12. Air Quality,CopulaGAN,KS_Complement,0.6938,1,0.0,0.6938,0.6938,0.6938
12. Air Quality,CopulaGAN,MMD,0.145107,1,0.0,0.145107,0.145107,0.145107
12. Air Quality,CopulaGAN,MMD_Multivariate,0.144545,1,0.0,0.144545,0.144545,0.144545
12. Air Quality,CopulaGAN,Outlier_Count_Diff,23.333333,1,0.0,23.333333,23.333333,23.333333
12. Air Quality,CopulaGAN,PCA_Correlation_Diff,0.974993,1,0.0,0.974993,0.974993,0.974993
12. Air Quality,CopulaGAN,PCA_Mean_Error,23.078899,1,0.0,23.078899,23.078899,23.078899
12. Air Quality,CopulaGAN,PCA_Mean_Error_Pct,16.10621766666667,1,0.0,16.10621766666667,16.10621766666667,16.10621766666667
12. Air Quality,CopulaGAN,Quality_Score,0.671844,1,0.0,0.671844,0.671844,0.671844
12. Air Quality,CopulaGAN,Wasserstein_Distance,0.101425,1,0.0,0.101425,0.101425,0.101425
12. Air Quality,ForestDiffusion,Cosine_Similarity,0.010261,1,0.0,0.010261,0.010261,0.010261
12. Air Quality,ForestDiffusion,Gower_Distance,0.824465,1,0.0,0.824465,0.824465,0.824465
12. Air Quality,ForestDiffusion,Gower_Similarity,0.824465,1,0.0,0.824465,0.824465,0.824465
12. Air Quality,ForestDiffusion,JS_Divergence,0.197,1,0.0,0.197,0.197,0.197
12. Air Quality,ForestDiffusion,KS_Complement,0.9196,1,0.0,0.9196,0.9196,0.9196
12. Air Quality,ForestDiffusion,MMD,0.00054,1,0.0,0.00054,0.00054,0.00054
12. Air Quality,ForestDiffusion,MMD_Multivariate,-0.000461,1,0.0,-0.000461,-0.000461,-0.000461
12. Air Quality,ForestDiffusion,Outlier_Count_Diff,9.833333,1,0.0,9.833333,9.833333,9.833333
12. Air Quality,ForestDiffusion,PCA_Correlation_Diff,0.061447,1,0.0,0.061447,0.061447,0.061447
12. Air Quality,ForestDiffusion,PCA_Mean_Error,0.594682,1,0.0,0.594682,0.594682,0.594682
12. Air Quality,ForestDiffusion,PCA_Mean_Error_Pct,0.594682,1,0.0,0.594682,0.594682,0.594682
12. Air Quality,ForestDiffusion,Quality_Score,0.919615,1,0.0,0.919615,0.919615,0.919615
12. Air Quality,ForestDiffusion,Wasserstein_Distance,0.006151,1,0.0,0.006151,0.006151,0.006151
12. Air Quality,GaussianCopula,Cosine_Similarity,0.00501,1,0.0,0.00501,0.00501,0.00501
12. Air Quality,GaussianCopula,Gower_Distance,0.82247,1,0.0,0.82247,0.82247,0.82247
12. Air Quality,GaussianCopula,Gower_Similarity,0.82247,1,0.0,0.82247,0.82247,0.82247
12. Air Quality,GaussianCopula,JS_Divergence,0.0126666666666666,1,0.0,0.0126666666666666,0.0126666666666666,0.0126666666666666
12. Air Quality,GaussianCopula,KS_Complement,0.9098,1,0.0,0.9098,0.9098,0.9098
12. Air Quality,GaussianCopula,MMD,0.001076,1,0.0,0.001076,0.001076,0.001076
12. Air Quality,GaussianCopula,MMD_Multivariate,0.000198,1,0.0,0.000198,0.000198,0.000198
12. Air Quality,GaussianCopula,Outlier_Count_Diff,16.333333,1,0.0,16.333333,16.333333,16.333333
12. Air Quality,GaussianCopula,PCA_Correlation_Diff,0.104403,1,0.0,0.104403,0.104403,0.104403
12. Air Quality,GaussianCopula,PCA_Mean_Error,0.998628,1,0.0,0.998628,0.998628,0.998628
12. Air Quality,GaussianCopula,PCA_Mean_Error_Pct,0.6226643333333334,1,0.0,0.6226643333333334,0.6226643333333334,0.6226643333333334
12. Air Quality,GaussianCopula,Quality_Score,0.948563,1,0.0,0.948563,0.948563,0.948563
12. Air Quality,GaussianCopula,Wasserstein_Distance,0.014048,1,0.0,0.014048,0.014048,0.014048
12. Air Quality,TVAE,Cosine_Similarity,0.007304,1,0.0,0.007304,0.007304,0.007304
12. Air Quality,TVAE,Gower_Distance,0.816653,1,0.0,0.816653,0.816653,0.816653
12. Air Quality,TVAE,Gower_Similarity,0.816653,1,0.0,0.816653,0.816653,0.816653
12. Air Quality,TVAE,JS_Divergence,0.0278461538461538,1,0.0,0.0278461538461538,0.0278461538461538,0.0278461538461538
12. Air Quality,TVAE,KS_Complement,0.9016,1,0.0,0.9016,0.9016,0.9016
12. Air Quality,TVAE,MMD,0.004921,1,0.0,0.004921,0.004921,0.004921
12. Air Quality,TVAE,MMD_Multivariate,0.003989,1,0.0,0.003989,0.003989,0.003989
12. Air Quality,TVAE,Outlier_Count_Diff,24.916667,1,0.0,24.916667,24.916667,24.916667
12. Air Quality,TVAE,PCA_Correlation_Diff,0.281607,1,0.0,0.281607,0.281607,0.281607
12. Air Quality,TVAE,PCA_Mean_Error,2.776245,1,0.0,2.776245,2.776245,2.776245
12. Air Quality,TVAE,PCA_Mean_Error_Pct,1.854989666666667,1,0.0,1.854989666666667,1.854989666666667,1.854989666666667
12. Air Quality,TVAE,Quality_Score,0.927111,1,0.0,0.927111,0.927111,0.927111
12. Air Quality,TVAE,Wasserstein_Distance,0.023581,1,0.0,0.023581,0.023581,0.023581
12. Air Quality,TabDDPM,Cosine_Similarity,-0.006147,1,0.0,-0.006147,-0.006147,-0.006147
12. Air Quality,TabDDPM,Gower_Distance,0.70232,1,0.0,0.70232,0.70232,0.70232
12. Air Quality,TabDDPM,Gower_Similarity,0.70232,1,0.0,0.70232,0.70232,0.70232
12. Air Quality,TabDDPM,JS_Divergence,0.2252857142857142,1,0.0,0.2252857142857142,0.2252857142857142,0.2252857142857142
12. Air Quality,TabDDPM,KS_Complement,0.7731,1,0.0,0.7731,0.7731,0.7731
12. Air Quality,TabDDPM,MMD,0.136264,1,0.0,0.136264,0.136264,0.136264
12. Air Quality,TabDDPM,MMD_Multivariate,0.133545,1,0.0,0.133545,0.133545,0.133545
12. Air Quality,TabDDPM,Outlier_Count_Diff,27.666667,1,0.0,27.666667,27.666667,27.666667
12. Air Quality,TabDDPM,PCA_Correlation_Diff,0.873926,1,0.0,0.873926,0.873926,0.873926
12. Air Quality,TabDDPM,PCA_Mean_Error,24.713369,1,0.0,24.713369,24.713369,24.713369
12. Air Quality,TabDDPM,PCA_Mean_Error_Pct,24.713369,1,0.0,24.713369,24.713369,24.713369
12. Air Quality,TabDDPM,Quality_Score,0.773077,1,0.0,0.773077,0.773077,0.773077
12. Air Quality,TabDDPM,Wasserstein_Distance,0.149101,1,0.0,0.149101,0.149101,0.149101
12. Air Quality,WGAN_GP,Cosine_Similarity,-0.00211,1,0.0,-0.00211,-0.00211,-0.00211
12. Air Quality,WGAN_GP,Gower_Distance,0.852592,1,0.0,0.852592,0.852592,0.852592
12. Air Quality,WGAN_GP,Gower_Similarity,0.852592,1,0.0,0.852592,0.852592,0.852592
12. Air Quality,WGAN_GP,JS_Divergence,0.09,1,0.0,0.09,0.09,0.09
12. Air Quality,WGAN_GP,KS_Complement,0.8418000000000001,1,0.0,0.8418000000000001,0.8418000000000001,0.8418000000000001
12. Air Quality,WGAN_GP,MMD,0.046666,1,0.0,0.046666,0.046666,0.046666
12. Air Quality,WGAN_GP,MMD_Multivariate,0.037577,1,0.0,0.037577,0.037577,0.037577
12. Air Quality,WGAN_GP,Outlier_Count_Diff,24.333333,1,0.0,24.333333,24.333333,24.333333
12. Air Quality,WGAN_GP,PCA_Correlation_Diff,0.524847,1,0.0,0.524847,0.524847,0.524847
12. Air Quality,WGAN_GP,PCA_Mean_Error,4.384418,1,0.0,4.384418,4.384418,4.384418
12. Air Quality,WGAN_GP,PCA_Mean_Error_Pct,4.384418,1,0.0,4.384418,4.384418,4.384418
12. Air Quality,WGAN_GP,Quality_Score,0.841846,1,0.0,0.841846,0.841846,0.841846
12. Air Quality,WGAN_GP,Wasserstein_Distance,0.043182,1,0.0,0.043182,0.043182,0.043182
13. Concrete Compressive Strength,CTABGAN,Cosine_Similarity,0.001184,1,0.0,0.001184,0.001184,0.001184
13. Concrete Compressive Strength,CTABGAN,Gower_Distance,0.767293,1,0.0,0.767293,0.767293,0.767293
13. Concrete Compressive Strength,CTABGAN,Gower_Similarity,0.767293,1,0.0,0.767293,0.767293,0.767293
13. Concrete Compressive Strength,CTABGAN,JS_Divergence,0.09550825,1,0.0,0.09550825,0.09550825,0.09550825
13. Concrete Compressive Strength,CTABGAN,KS_Complement,0.7723,1,0.0,0.7723,0.7723,0.7723
13. Concrete Compressive Strength,CTABGAN,MMD,0.026633,1,0.0,0.026633,0.026633,0.026633
13. Concrete Compressive Strength,CTABGAN,MMD_Multivariate,0.019092,1,0.0,0.019092,0.019092,0.019092
13. Concrete Compressive Strength,CTABGAN,Outlier_Count_Diff,50.875,1,0.0,50.875,50.875,50.875
13. Concrete Compressive Strength,CTABGAN,PCA_Correlation_Diff,0.605698,1,0.0,0.605698,0.605698,0.605698
13. Concrete Compressive Strength,CTABGAN,PCA_Mean_Error,14.438487,1,0.0,14.438487,14.438487,14.438487
13. Concrete Compressive Strength,CTABGAN,PCA_Mean_Error_Pct,14.438487,1,0.0,14.438487,14.438487,14.438487
13. Concrete Compressive Strength,CTABGAN,Quality_Score,0.772333,1,0.0,0.772333,0.772333,0.772333
13. Concrete Compressive Strength,CTABGAN,Wasserstein_Distance,0.049142,1,0.0,0.049142,0.049142,0.049142
13. Concrete Compressive Strength,CTGAN,Cosine_Similarity,-0.006918,1,0.0,-0.006918,-0.006918,-0.006918
13. Concrete Compressive Strength,CTGAN,Gower_Distance,0.730471,1,0.0,0.730471,0.730471,0.730471
13. Concrete Compressive Strength,CTGAN,Gower_Similarity,0.730471,1,0.0,0.730471,0.730471,0.730471
13. Concrete Compressive Strength,CTGAN,JS_Divergence,0.08775,1,0.0,0.08775,0.08775,0.08775
13. Concrete Compressive Strength,CTGAN,KS_Complement,0.7018000000000001,1,0.0,0.7018000000000001,0.7018000000000001,0.7018000000000001
13. Concrete Compressive Strength,CTGAN,MMD,0.081176,1,0.0,0.081176,0.081176,0.081176
13. Concrete Compressive Strength,CTGAN,MMD_Multivariate,0.080264,1,0.0,0.080264,0.080264,0.080264
13. Concrete Compressive Strength,CTGAN,Outlier_Count_Diff,23.875,1,0.0,23.875,23.875,23.875
13. Concrete Compressive Strength,CTGAN,PCA_Correlation_Diff,0.640607,1,0.0,0.640607,0.640607,0.640607
13. Concrete Compressive Strength,CTGAN,PCA_Mean_Error,27.228872,1,0.0,27.228872,27.228872,27.228872
13. Concrete Compressive Strength,CTGAN,PCA_Mean_Error_Pct,16.27332,1,0.0,16.27332,16.27332,16.27332
13. Concrete Compressive Strength,CTGAN,Quality_Score,0.720855,1,0.0,0.720855,0.720855,0.720855
13. Concrete Compressive Strength,CTGAN,Wasserstein_Distance,0.106878,1,0.0,0.106878,0.106878,0.106878
13. Concrete Compressive Strength,CopulaGAN,Cosine_Similarity,0.00665,1,0.0,0.00665,0.00665,0.00665
13. Concrete Compressive Strength,CopulaGAN,Gower_Distance,0.729719,1,0.0,0.729719,0.729719,0.729719
13. Concrete Compressive Strength,CopulaGAN,Gower_Similarity,0.729719,1,0.0,0.729719,0.729719,0.729719
13. Concrete Compressive Strength,CopulaGAN,JS_Divergence,0.1435051111111111,1,0.0,0.1435051111111111,0.1435051111111111,0.1435051111111111
13. Concrete Compressive Strength,CopulaGAN,KS_Complement,0.7297,1,0.0,0.7297,0.7297,0.7297
13. Concrete Compressive Strength,CopulaGAN,MMD,0.078885,1,0.0,0.078885,0.078885,0.078885
13. Concrete Compressive Strength,CopulaGAN,MMD_Multivariate,0.078129,1,0.0,0.078129,0.078129,0.078129
13. Concrete Compressive Strength,CopulaGAN,Outlier_Count_Diff,19.25,1,0.0,19.25,19.25,19.25
13. Concrete Compressive Strength,CopulaGAN,PCA_Correlation_Diff,0.617588,1,0.0,0.617588,0.617588,0.617588
13. Concrete Compressive Strength,CopulaGAN,PCA_Mean_Error,28.576191,1,0.0,28.576191,28.576191,28.576191
13. Concrete Compressive Strength,CopulaGAN,PCA_Mean_Error_Pct,20.73438733333333,1,0.0,20.73438733333333,20.73438733333333,20.73438733333333
13. Concrete Compressive Strength,CopulaGAN,Quality_Score,0.724632,1,0.0,0.724632,0.724632,0.724632
13. Concrete Compressive Strength,CopulaGAN,Wasserstein_Distance,0.104317,1,0.0,0.104317,0.104317,0.104317
13. Concrete Compressive Strength,ForestDiffusion,Cosine_Similarity,0.003079,1,0.0,0.003079,0.003079,0.003079
13. Concrete Compressive Strength,ForestDiffusion,Gower_Distance,0.762258,1,0.0,0.762258,0.762258,0.762258
13. Concrete Compressive Strength,ForestDiffusion,Gower_Similarity,0.762258,1,0.0,0.762258,0.762258,0.762258
13. Concrete Compressive Strength,ForestDiffusion,JS_Divergence,0.007319,1,0.0,0.007319,0.007319,0.007319
13. Concrete Compressive Strength,ForestDiffusion,KS_Complement,0.877,1,0.0,0.877,0.877,0.877
13. Concrete Compressive Strength,ForestDiffusion,MMD,0.001323,1,0.0,0.001323,0.001323,0.001323
13. Concrete Compressive Strength,ForestDiffusion,MMD_Multivariate,0.000235,1,0.0,0.000235,0.000235,0.000235
13. Concrete Compressive Strength,ForestDiffusion,Outlier_Count_Diff,16.875,1,0.0,16.875,16.875,16.875
13. Concrete Compressive Strength,ForestDiffusion,PCA_Correlation_Diff,0.097754,1,0.0,0.097754,0.097754,0.097754
13. Concrete Compressive Strength,ForestDiffusion,PCA_Mean_Error,3.217264,1,0.0,3.217264,3.217264,3.217264
13. Concrete Compressive Strength,ForestDiffusion,PCA_Mean_Error_Pct,3.217264,1,0.0,3.217264,3.217264,3.217264
13. Concrete Compressive Strength,ForestDiffusion,Quality_Score,0.877,1,0.0,0.877,0.877,0.877
13. Concrete Compressive Strength,ForestDiffusion,Wasserstein_Distance,0.011506,1,0.0,0.011506,0.011506,0.011506
13. Concrete Compressive Strength,GaussianCopula,Cosine_Similarity,0.006954,1,0.0,0.006954,0.006954,0.006954
13. Concrete Compressive Strength,GaussianCopula,Gower_Distance,0.739443,1,0.0,0.739443,0.739443,0.739443
13. Concrete Compressive Strength,GaussianCopula,Gower_Similarity,0.739443,1,0.0,0.739443,0.739443,0.739443
13. Concrete Compressive Strength,GaussianCopula,JS_Divergence,0.1287499999999999,1,0.0,0.1287499999999999,0.1287499999999999,0.1287499999999999
13. Concrete Compressive Strength,GaussianCopula,KS_Complement,0.7931,1,0.0,0.7931,0.7931,0.7931
13. Concrete Compressive Strength,GaussianCopula,MMD,0.036636,1,0.0,0.036636,0.036636,0.036636
13. Concrete Compressive Strength,GaussianCopula,MMD_Multivariate,0.035597,1,0.0,0.035597,0.035597,0.035597
13. Concrete Compressive Strength,GaussianCopula,Outlier_Count_Diff,19.75,1,0.0,19.75,19.75,19.75
13. Concrete Compressive Strength,GaussianCopula,PCA_Correlation_Diff,0.19788,1,0.0,0.19788,0.19788,0.19788
13. Concrete Compressive Strength,GaussianCopula,PCA_Mean_Error,18.677544,1,0.0,18.677544,18.677544,18.677544
13. Concrete Compressive Strength,GaussianCopula,PCA_Mean_Error_Pct,13.327751,1,0.0,13.327751,13.327751,13.327751
13. Concrete Compressive Strength,GaussianCopula,Quality_Score,0.847314,1,0.0,0.847314,0.847314,0.847314
13. Concrete Compressive Strength,GaussianCopula,Wasserstein_Distance,0.069025,1,0.0,0.069025,0.069025,0.069025
13. Concrete Compressive Strength,TVAE,Cosine_Similarity,0.010488,1,0.0,0.010488,0.010488,0.010488
13. Concrete Compressive Strength,TVAE,Gower_Distance,0.778318,1,0.0,0.778318,0.778318,0.778318
13. Concrete Compressive Strength,TVAE,Gower_Similarity,0.778318,1,0.0,0.778318,0.778318,0.778318
13. Concrete Compressive Strength,TVAE,JS_Divergence,0.2023745,1,0.0,0.2023745,0.2023745,0.2023745
13. Concrete Compressive Strength,TVAE,KS_Complement,0.8344,1,0.0,0.8344,0.8344,0.8344
13. Concrete Compressive Strength,TVAE,MMD,0.017383,1,0.0,0.017383,0.017383,0.017383
13. Concrete Compressive Strength,TVAE,MMD_Multivariate,0.016361,1,0.0,0.016361,0.016361,0.016361
13. Concrete Compressive Strength,TVAE,Outlier_Count_Diff,29.0,1,0.0,29.0,29.0,29.0
13. Concrete Compressive Strength,TVAE,PCA_Correlation_Diff,0.254163,1,0.0,0.254163,0.254163,0.254163
13. Concrete Compressive Strength,TVAE,PCA_Mean_Error,14.595778,1,0.0,14.595778,14.595778,14.595778
13. Concrete Compressive Strength,TVAE,PCA_Mean_Error_Pct,9.030515,1,0.0,9.030515,9.030515,9.030515
13. Concrete Compressive Strength,TVAE,Quality_Score,0.894231,1,0.0,0.894231,0.894231,0.894231
13. Concrete Compressive Strength,TVAE,Wasserstein_Distance,0.045116,1,0.0,0.045116,0.045116,0.045116
13. Concrete Compressive Strength,TabDDPM,Cosine_Similarity,0.002792,1,0.0,0.002792,0.002792,0.002792
13. Concrete Compressive Strength,TabDDPM,Gower_Distance,0.759916,1,0.0,0.759916,0.759916,0.759916
13. Concrete Compressive Strength,TabDDPM,Gower_Similarity,0.759916,1,0.0,0.759916,0.759916,0.759916
13. Concrete Compressive Strength,TabDDPM,JS_Divergence,0.031480875,1,0.0,0.031480875,0.031480875,0.031480875
13. Concrete Compressive Strength,TabDDPM,KS_Complement,0.9489,1,0.0,0.9489,0.9489,0.9489
13. Concrete Compressive Strength,TabDDPM,MMD,0.002176,1,0.0,0.002176,0.002176,0.002176
13. Concrete Compressive Strength,TabDDPM,MMD_Multivariate,0.000832,1,0.0,0.000832,0.000832,0.000832
13. Concrete Compressive Strength,TabDDPM,Outlier_Count_Diff,35.0,1,0.0,35.0,35.0,35.0
13. Concrete Compressive Strength,TabDDPM,PCA_Correlation_Diff,0.277647,1,0.0,0.277647,0.277647,0.277647
13. Concrete Compressive Strength,TabDDPM,PCA_Mean_Error,2.932205,1,0.0,2.932205,2.932205,2.932205
13. Concrete Compressive Strength,TabDDPM,PCA_Mean_Error_Pct,2.932205,1,0.0,2.932205,2.932205,2.932205
13. Concrete Compressive Strength,TabDDPM,Quality_Score,0.948889,1,0.0,0.948889,0.948889,0.948889
13. Concrete Compressive Strength,TabDDPM,Wasserstein_Distance,0.019023,1,0.0,0.019023,0.019023,0.019023
13. Concrete Compressive Strength,WGAN_GP,Cosine_Similarity,0.013373,1,0.0,0.013373,0.013373,0.013373
13. Concrete Compressive Strength,WGAN_GP,Gower_Distance,0.830615,1,0.0,0.830615,0.830615,0.830615
13. Concrete Compressive Strength,WGAN_GP,Gower_Similarity,0.830615,1,0.0,0.830615,0.830615,0.830615
13. Concrete Compressive Strength,WGAN_GP,JS_Divergence,0.0563333333333333,1,0.0,0.0563333333333333,0.0563333333333333,0.0563333333333333
13. Concrete Compressive Strength,WGAN_GP,KS_Complement,0.7443000000000001,1,0.0,0.7443000000000001,0.7443000000000001,0.7443000000000001
13. Concrete Compressive Strength,WGAN_GP,MMD,0.069911,1,0.0,0.069911,0.069911,0.069911
13. Concrete Compressive Strength,WGAN_GP,MMD_Multivariate,0.051293,1,0.0,0.051293,0.051293,0.051293
13. Concrete Compressive Strength,WGAN_GP,Outlier_Count_Diff,9.75,1,0.0,9.75,9.75,9.75
13. Concrete Compressive Strength,WGAN_GP,PCA_Correlation_Diff,0.701016,1,0.0,0.701016,0.701016,0.701016
13. Concrete Compressive Strength,WGAN_GP,PCA_Mean_Error,26.940413,1,0.0,26.940413,26.940413,26.940413
13. Concrete Compressive Strength,WGAN_GP,PCA_Mean_Error_Pct,26.940413,1,0.0,26.940413,26.940413,26.940413
13. Concrete Compressive Strength,WGAN_GP,Quality_Score,0.744333,1,0.0,0.744333,0.744333,0.744333
13. Concrete Compressive Strength,WGAN_GP,Wasserstein_Distance,0.100008,1,0.0,0.100008,0.100008,0.100008
14. Energy Efficiency,CTABGAN,Cosine_Similarity,-0.003831,1,0.0,-0.003831,-0.003831,-0.003831
14. Energy Efficiency,CTABGAN,Gower_Distance,0.632868,1,0.0,0.632868,0.632868,0.632868
14. Energy Efficiency,CTABGAN,Gower_Similarity,0.632868,1,0.0,0.632868,0.632868,0.632868
14. Energy Efficiency,CTABGAN,JS_Divergence,0.1295,1,0.0,0.1295,0.1295,0.1295
14. Energy Efficiency,CTABGAN,KS_Complement,0.7048000000000001,1,0.0,0.7048000000000001,0.7048000000000001,0.7048000000000001
14. Energy Efficiency,CTABGAN,MMD,0.120882,1,0.0,0.120882,0.120882,0.120882
14. Energy Efficiency,CTABGAN,MMD_Multivariate,0.097387,1,0.0,0.097387,0.097387,0.097387
14. Energy Efficiency,CTABGAN,Outlier_Count_Diff,17.125,1,0.0,17.125,17.125,17.125
14. Energy Efficiency,CTABGAN,PCA_Correlation_Diff,0.988662,1,0.0,0.988662,0.988662,0.988662
14. Energy Efficiency,CTABGAN,PCA_Mean_Error,9.30352,1,0.0,9.30352,9.30352,9.30352
14. Energy Efficiency,CTABGAN,PCA_Mean_Error_Pct,9.30352,1,0.0,9.30352,9.30352,9.30352
