Dataset,Generator,RegressionModel,Metric,EvaluationType,Mean,Std,Count,CI_Low,CI_High
11. online shopping,CTABGAN,KNN,MAE,TSTR,11.12770806817873,0.0828334782785519,2,11.068452567445133,11.186963568912327
11. online shopping,CTABGAN,KNN,MSE,TRTR,167.88706,12.38648488745338,2,159.02630249484,176.74781750516
11. online shopping,CTABGAN,KNN,MSE,TSTR,194.4039692395212,2.241219809964275,2,192.80069717062537,196.007241308417
11. online shopping,CTABGAN,KNN,R2,TRTR,0.07771794781645662,0.06804474806659286,2,0.02904166737078267,0.12639422826213056
11. online shopping,CTABGAN,KNN,R2,TSTR,-0.06795182251003784,0.01231206744419889,2,-0.07675934498323973,-0.059144300036835955
11. online shopping,CTABGAN,KNN,RMSE,TRTR,12.94909095144285,0.4808597985331905,2,12.605104573749971,13.293077329135729
11. online shopping,CTABGAN,KNN,RMSE,TSTR,13.94267390453158,0.08037157744758026,2,13.885179541559276,14.000168267503883
11. online shopping,CTABGAN,Lasso,MAE,TRTR,0.8192481728838844,0.1147972861097226,2,0.737127141476575,0.9013692042911938
11. online shopping,CTABGAN,Lasso,MAE,TSTR,11.19958739283718,0.1266103635919577,2,11.10901579487198,11.290158990802382
11. online shopping,CTABGAN,Lasso,MSE,TRTR,6.159752742516979,1.91556318198357,2,4.789441391428033,7.530064093605924
11. online shopping,CTABGAN,Lasso,MSE,TSTR,194.3679504948321,4.709916334620003,2,190.99867931823437,197.7372216714298
11. online shopping,CTABGAN,Lasso,R2,TRTR,0.9661616005407936,0.01052308345007079,2,0.9586338401224939,0.9736893609590933
11. online shopping,CTABGAN,Lasso,R2,TSTR,-0.06775395471862551,0.02587377075223148,2,-0.08626293531019343,-0.0492449741270576
11. online shopping,CTABGAN,Lasso,RMSE,TRTR,2.453057844989738,0.3975759209834837,2,2.1686491642595285,2.7374665257199475
11. online shopping,CTABGAN,Lasso,RMSE,TSTR,13.94067817837067,0.1681349389688647,2,13.820401688641365,14.060954668099974
11. online shopping,CTABGAN,Linear Regression,MAE,TRTR,0.6782799356050779,0.1185211878707136,2,0.5934949853558215,0.7630648858543344
11. online shopping,CTABGAN,Linear Regression,MAE,TSTR,11.24435872926811,0.1439298598666818,2,11.141397510034546,11.347319948501676
11. online shopping,CTABGAN,Linear Regression,MSE,TRTR,6.000789990466821,1.799753642096504,2,4.7133237935154195,7.288256187418222
11. online shopping,CTABGAN,Linear Regression,MSE,TSTR,195.3372671343649,4.986216178047543,2,191.77034295664782,198.904191312082
11. online shopping,CTABGAN,Linear Regression,R2,TRTR,0.96703485720025,0.009886887544862414,2,0.9599622039163025,0.9741075104841974
11. online shopping,CTABGAN,Linear Regression,R2,TSTR,-0.07307886385411186,0.02739161487085704,2,-0.09267364471815236,-0.05348408299007136
11. online shopping,CTABGAN,Linear Regression,RMSE,TRTR,2.422592655947139,0.3827311412260965,2,2.1488032909342523,2.696382020960026
11. online shopping,CTABGAN,Linear Regression,RMSE,TSTR,13.97529420841811,0.1776980038660343,2,13.8481767141722,14.10241170266402
11. online shopping,CTABGAN,Random Forest,MAE,TRTR,1.170585,0.09081241058724665,2,1.1056217149369645,1.2355482850630355
11. online shopping,CTABGAN,Random Forest,MAE,TSTR,10.94973557449909,0.1082572427854743,2,10.872293008249246,11.027178140748935
11. online shopping,CTABGAN,Random Forest,MSE,TRTR,7.260637350000001,1.721183774992327,2,6.029376650084159,8.491898049915843
11. online shopping,CTABGAN,Random Forest,MSE,TSTR,190.1926016444816,4.643504497141569,2,186.87083863446347,193.51436465449976
11. online shopping,CTABGAN,Random Forest,R2,TRTR,0.9601139270929011,0.009455266559465283,2,0.953350036861627,0.9668778173241752
11. online shopping,CTABGAN,Random Forest,R2,TSTR,-0.04481681289075949,0.0255089395034211,2,-0.06306480892897055,-0.02656881685254843
11. online shopping,CTABGAN,Random Forest,RMSE,TRTR,2.676441844373093,0.3287964647159847,2,2.4412350226739616,2.911648666072224
11. online shopping,CTABGAN,Random Forest,RMSE,TSTR,13.79011768719253,0.1675172225356387,2,13.670283085179676,13.909952289205386
11. online shopping,CTABGAN,Ridge,MAE,TRTR,1.483688736346124,0.08750368216312077,2,1.4210923730113267,1.5462850996809212
11. online shopping,CTABGAN,Ridge,MAE,TSTR,11.16544422684114,0.1213742729657501,2,11.078618302465777,11.252270151216504
11. online shopping,CTABGAN,Ridge,MSE,TRTR,7.718941522750083,1.644384275230758,2,6.542619875365129,8.895263170135037
11. online shopping,CTABGAN,Ridge,MSE,TSTR,193.3293049896351,3.525954108806002,2,190.80698936770276,195.85162061156743
11. online shopping,CTABGAN,Ridge,R2,TRTR,0.9575962481665549,0.00903337102894155,2,0.9511341638166465,0.9640583325164632
11. online shopping,CTABGAN,Ridge,R2,TSTR,-0.06204818973575894,0.01936971313557223,2,-0.0759044477943036,-0.04819193167721428
11. online shopping,CTABGAN,Ridge,RMSE,TRTR,2.763255883840659,0.3043361503521687,2,2.545546916944329,2.9809648507369886
11. online shopping,CTABGAN,Ridge,RMSE,TSTR,13.90376905001078,0.1269785353579003,2,13.81293407783022,13.99460402219134
11. online shopping,CTABGAN,SVR_RBF,MAE,TRTR,10.56628583900171,0.03472214492441093,2,10.541447112839304,10.591124565164115
11. online shopping,CTABGAN,SVR_RBF,MAE,TSTR,10.87198099961659,0.01661000724406211,2,10.860098916226033,10.883863083007146
11. online shopping,CTABGAN,SVR_RBF,MSE,TRTR,181.5959542291815,4.291793619994307,2,178.52579002404187,184.66611843432113
11. online shopping,CTABGAN,SVR_RBF,MSE,TSTR,187.77433959069,0.7420132884992652,2,187.24353526042694,188.30514392095307
11. online shopping,CTABGAN,SVR_RBF,R2,TRTR,0.002408587447309108,0.02357682734688778,2,-0.014457258816581818,0.019274433711200033
11. online shopping,CTABGAN,SVR_RBF,R2,TSTR,-0.03153216969259674,0.004076225639215771,2,-0.03444812585397648,-0.028616213531217006
11. online shopping,CTABGAN,SVR_RBF,RMSE,TRTR,13.47493004361626,0.1571077083812699,2,13.362541959441716,13.587318127790804
11. online shopping,CTABGAN,SVR_RBF,RMSE,TSTR,13.70305366535283,0.02707674587207675,2,13.683684128201548,13.72242320250411
11. online shopping,CTGAN,Decision Tree,MAE,TRTR,0.9005000000000001,0.2422515909820477,2,0.7272036514043296,1.0737963485956705
11. online shopping,CTGAN,Decision Tree,MAE,TSTR,12.477,1.349916046772292,2,11.511328233436963,13.442671766563038
11. online shopping,CTGAN,Decision Tree,MSE,TRTR,8.9375,3.318162351195144,2,6.563829646882046,11.311170353117955
11. online shopping,CTGAN,Decision Tree,MSE,TSTR,254.409,61.11967453738244,2,210.68661872792376,298.1313812720762
11. online shopping,CTGAN,Decision Tree,R2,TRTR,0.9509021371784675,0.01822821593718078,2,0.9378624570239585,0.9639418173329765
11. online shopping,CTGAN,Decision Tree,R2,TSTR,-0.3975874889581311,0.3357589254414685,2,-0.6377749550199098,-0.15740002289635247
11. online shopping,CTGAN,Decision Tree,RMSE,TRTR,2.944048021742569,0.5478049588774642,2,2.5521719612749165,3.3359240822102216
11. online shopping,CTGAN,Decision Tree,RMSE,TSTR,15.85942952922053,1.791180556593821,2,14.5780961481891,17.140762910251958
11. online shopping,CTGAN,ElasticNet,MAE,TRTR,1.064757753809357,0.0960049137240533,2,0.9960799757680409,1.1334355318506735
11. online shopping,CTGAN,ElasticNet,MAE,TSTR,12.63079441775466,1.80765087017706,2,11.337678884157667,13.923909951351652
11. online shopping,CTGAN,ElasticNet,MSE,TRTR,6.42184071609496,1.767295743593939,2,5.157593500991237,7.686087931198682
11. online shopping,CTGAN,ElasticNet,MSE,TSTR,234.6842724874984,62.54766767059589,2,189.94036646587398,279.4281785091228
11. online shopping,CTGAN,ElasticNet,R2,TRTR,0.9647218288625945,0.009708581145068963,2,0.9577767282931212,0.9716669294320678
11. online shopping,CTGAN,ElasticNet,R2,TSTR,-0.2892303459538333,0.3436035588361095,2,-0.5350295246894151,-0.043431167218251465
11. online shopping,CTGAN,ElasticNet,RMSE,TRTR,2.510698495824568,0.3624511908277565,2,2.2514165333822347,2.7699804582669016
11. online shopping,CTGAN,ElasticNet,RMSE,TSTR,15.21229942409675,1.906194206942857,2,13.848690234005211,16.57590861418829
11. online shopping,CTGAN,Extra Trees,MAE,TRTR,0.7495700000000001,0.1429597830005193,2,0.6473027319519841,0.8518372680480161
11. online shopping,CTGAN,Extra Trees,MAE,TSTR,13.423075,3.261826777900349,2,11.08970468829129,15.756445311708712
11. online shopping,CTGAN,Extra Trees,MSE,TRTR,6.994916799999999,2.166609394412335,2,5.44501780712792,8.544815792872077
11. online shopping,CTGAN,Extra Trees,MSE,TSTR,294.21751415,127.9121954520449,2,202.71464177324935,385.72038652675064
11. online shopping,CTGAN,Extra Trees,R2,TRTR,0.9615736542104131,0.01190219757591056,2,0.9530593349780477,0.9700879734427784
11. online shopping,CTGAN,Extra Trees,R2,TSTR,-0.6162742544815706,0.7026814462104134,2,-1.118942279738064,-0.11360622922507713
11. online shopping,CTGAN,Extra Trees,RMSE,TRTR,2.612633440819578,0.4334144845952289,2,2.3025873961090038,2.922679485530152
11. online shopping,CTGAN,Extra Trees,RMSE,TSTR,16.83905513909958,3.442178924325587,2,14.376668673935757,19.301441604263406
11. online shopping,CTGAN,Gradient Boosting,MAE,TRTR,2.509196149449409,0.09729243726129425,2,2.4395973325541047,2.5787949663447134
11. online shopping,CTGAN,Gradient Boosting,MAE,TSTR,11.1480462410452,0.3126123005490735,2,10.924416872950518,11.371675609139883
11. online shopping,CTGAN,Gradient Boosting,MSE,TRTR,11.39698124250031,1.863887083890135,2,10.063636745057034,12.730325739943586
11. online shopping,CTGAN,Gradient Boosting,MSE,TSTR,186.7185748793946,6.557197142873126,2,182.0278386193133,191.4093111394759
11. online shopping,CTGAN,Gradient Boosting,R2,TRTR,0.9373910577204072,0.01023920250178061,2,0.9300663734989454,0.944715741941869
11. online shopping,CTGAN,Gradient Boosting,R2,TSTR,-0.02573236091307248,0.03602174722400341,2,-0.05150076655552964,3.604472938467315e-05
11. online shopping,CTGAN,Gradient Boosting,RMSE,TRTR,3.365533160079335,0.2792207229390072,2,3.165790687629859,3.5652756325288104
11. online shopping,CTGAN,Gradient Boosting,RMSE,TSTR,13.66262028954788,0.2389367722712051,2,13.49169521940911,13.83354535968665
11. online shopping,CTGAN,KNN,MAE,TRTR,10.2263,0.3617264313139301,2,9.967536499281064,10.485063500718937
11. online shopping,CTGAN,KNN,MAE,TSTR,12.6349,0.4982334236524524,2,12.278485279596003,12.991314720403997
11. online shopping,CTGAN,KNN,MSE,TRTR,167.88706,12.38648488745338,2,159.02630249484,176.74781750516
11. online shopping,CTGAN,KNN,MSE,TSTR,248.1164999999999,18.54772677326135,2,234.84825556236257,261.3847444376372
11. online shopping,CTGAN,KNN,R2,TRTR,0.07771794781645662,0.06804474806659286,2,0.02904166737078267,0.12639422826213056
11. online shopping,CTGAN,KNN,R2,TSTR,-0.3630198467981877,0.1018913280855781,2,-0.43590851200452974,-0.2901311815918457
11. online shopping,CTGAN,KNN,RMSE,TRTR,12.94909095144285,0.4808597985331905,2,12.605104573749971,13.293077329135729
11. online shopping,CTGAN,KNN,RMSE,TSTR,15.74186334650145,0.5871195033325792,2,15.321863355152045,16.161863337850853
11. online shopping,CTGAN,Lasso,MAE,TRTR,0.8192481728838844,0.1147972861097226,2,0.737127141476575,0.9013692042911938
11. online shopping,CTGAN,Lasso,MAE,TSTR,12.64059029575077,1.813798916894001,2,11.343076714476474,13.938103877025064
11. online shopping,CTGAN,Lasso,MSE,TRTR,6.159752742516979,1.91556318198357,2,4.789441391428033,7.530064093605924
11. online shopping,CTGAN,Lasso,MSE,TSTR,235.0337764647039,62.87562317904202,2,190.05526520525564,280.01228772415215
11. online shopping,CTGAN,Lasso,R2,TRTR,0.9661616005407936,0.01052308345007079,2,0.9586338401224939,0.9736893609590933
11. online shopping,CTGAN,Lasso,R2,TSTR,-0.2911503345779912,0.3454051716545995,2,-0.538238309485197,-0.04406235967078545
11. online shopping,CTGAN,Lasso,RMSE,TRTR,2.453057844989738,0.3975759209834837,2,2.1686491642595285,2.7374665257199475
11. online shopping,CTGAN,Lasso,RMSE,TSTR,15.2228674535539,1.91429794390452,2,13.85346119926252,16.592273707845276
11. online shopping,CTGAN,Linear Regression,MAE,TRTR,0.6782799356050779,0.1185211878707136,2,0.5934949853558215,0.7630648858543344
11. online shopping,CTGAN,Linear Regression,MAE,TSTR,12.66404273242643,1.837232582001151,2,11.349765716985118,13.978319747867744
11. online shopping,CTGAN,Linear Regression,MSE,TRTR,6.000789990466821,1.799753642096504,2,4.7133237935154195,7.288256187418222
11. online shopping,CTGAN,Linear Regression,MSE,TSTR,235.8558868847987,64.02282545681882,2,190.05671655337727,281.65505721622014
11. online shopping,CTGAN,Linear Regression,R2,TRTR,0.96703485720025,0.009886887544862414,2,0.9599622039163025,0.9741075104841974
11. online shopping,CTGAN,Linear Regression,R2,TSTR,-0.2956665711799457,0.3517072897035881,2,-0.5472628097558493,-0.04407033260404214
11. online shopping,CTGAN,Linear Regression,RMSE,TRTR,2.422592655947139,0.3827311412260965,2,2.1488032909342523,2.696382020960026
11. online shopping,CTGAN,Linear Regression,RMSE,TSTR,15.24654785957003,1.943269081453338,2,13.856416901958767,16.636678817181295
11. online shopping,CTGAN,Random Forest,MAE,TRTR,1.170585,0.09081241058724665,2,1.1056217149369645,1.2355482850630355
11. online shopping,CTGAN,Random Forest,MAE,TSTR,11.079225,0.2177938069852102,2,10.923424696091638,11.23502530390836
11. online shopping,CTGAN,Random Forest,MSE,TRTR,7.260637350000001,1.721183774992327,2,6.029376650084159,8.491898049915843
11. online shopping,CTGAN,Random Forest,MSE,TSTR,186.04381605,4.659809574310438,2,182.71038909042645,189.37724300957356
11. online shopping,CTGAN,Random Forest,R2,TRTR,0.9601139270929011,0.009455266559465283,2,0.953350036861627,0.9668778173241752
11. online shopping,CTGAN,Random Forest,R2,TSTR,-0.02202559543690642,0.0255985109095338,2,-0.04033766699905929,-0.0037135238747535507
11. online shopping,CTGAN,Random Forest,RMSE,TRTR,2.676441844373093,0.3287964647159847,2,2.4412350226739616,2.911648666072224
11. online shopping,CTGAN,Random Forest,RMSE,TSTR,13.63882640906886,0.1707181995305982,2,13.516701966056752,13.760950852080969
11. online shopping,CTGAN,Ridge,MAE,TRTR,1.483688736346124,0.08750368216312077,2,1.4210923730113267,1.5462850996809212
11. online shopping,CTGAN,Ridge,MAE,TSTR,12.61113196373681,1.793159810800769,2,11.328382709539735,13.893881217933885
11. online shopping,CTGAN,Ridge,MSE,TRTR,7.718941522750083,1.644384275230758,2,6.542619875365129,8.895263170135037
11. online shopping,CTGAN,Ridge,MSE,TSTR,233.9860877233422,61.79952374858619,2,189.77737162300065,278.19480382368374
11. online shopping,CTGAN,Ridge,R2,TRTR,0.9575962481665549,0.00903337102894155,2,0.9511341638166465,0.9640583325164632
11. online shopping,CTGAN,Ridge,R2,TSTR,-0.2853948908741547,0.33949365476298,2,-0.5282540213480738,-0.042535760400235684
11. online shopping,CTGAN,Ridge,RMSE,TRTR,2.763255883840659,0.3043361503521687,2,2.545546916944329,2.9809648507369886
11. online shopping,CTGAN,Ridge,RMSE,TSTR,15.19143356911221,1.887512719189805,2,13.841188310298952,16.541678827925466
11. online shopping,CTGAN,SVR_RBF,MAE,TRTR,10.56628583900171,0.03472214492441093,2,10.541447112839304,10.591124565164115
11. online shopping,CTGAN,SVR_RBF,MAE,TSTR,10.92469261197964,0.04119119067744631,2,10.895226209262647,10.954159014696634
11. online shopping,CTGAN,SVR_RBF,MSE,TRTR,181.5959542291815,4.291793619994307,2,178.52579002404187,184.66611843432113
11. online shopping,CTGAN,SVR_RBF,MSE,TSTR,185.7890305931103,1.542442722647251,2,184.68563353937316,186.89242764684747
11. online shopping,CTGAN,SVR_RBF,R2,TRTR,0.002408587447309108,0.02357682734688778,2,-0.014457258816581818,0.019274433711200033
11. online shopping,CTGAN,SVR_RBF,R2,TSTR,-0.02062593989438446,0.008473358456683223,2,-0.02668741538328751,-0.014564464405481415
11. online shopping,CTGAN,SVR_RBF,RMSE,TRTR,13.47493004361626,0.1571077083812699,2,13.362541959441716,13.587318127790804
11. online shopping,CTGAN,SVR_RBF,RMSE,TSTR,13.63033957461665,0.05650637869196257,2,13.589917346386963,13.670761802846338
11. online shopping,CopulaGAN,Decision Tree,MAE,TRTR,0.9005000000000001,0.2422515909820477,2,0.7272036514043296,1.0737963485956705
11. online shopping,CopulaGAN,Decision Tree,MAE,TSTR,14.4105,1.988016110486924,2,12.988358946147102,15.8326410538529
11. online shopping,CopulaGAN,Decision Tree,MSE,TRTR,8.9375,3.318162351195144,2,6.563829646882046,11.311170353117955
11. online shopping,CopulaGAN,Decision Tree,MSE,TSTR,335.3395,87.5714891912126,2,272.69463043938276,397.9843695606172
11. online shopping,CopulaGAN,Decision Tree,R2,TRTR,0.9509021371784675,0.01822821593718078,2,0.9378624570239585,0.9639418173329765
11. online shopping,CopulaGAN,Decision Tree,R2,TSTR,-0.8421765336661643,0.4810711007985996,2,-1.1863140678938553,-0.49803899943847324
11. online shopping,CopulaGAN,Decision Tree,RMSE,TRTR,2.944048021742569,0.5478049588774642,2,2.5521719612749165,3.3359240822102216
11. online shopping,CopulaGAN,Decision Tree,RMSE,TSTR,18.17675173491926,2.344069672625342,2,16.499905306488895,19.853598163349627
11. online shopping,CopulaGAN,ElasticNet,MAE,TRTR,1.064757753809357,0.0960049137240533,2,0.9960799757680409,1.1334355318506735
11. online shopping,CopulaGAN,ElasticNet,MAE,TSTR,14.73363883308516,4.116758394618957,2,11.788687285209019,17.678590380961303
11. online shopping,CopulaGAN,ElasticNet,MSE,TRTR,6.42184071609496,1.767295743593939,2,5.157593500991237,7.686087931198682
11. online shopping,CopulaGAN,ElasticNet,MSE,TSTR,347.704752178866,176.1234643742709,2,221.71361563213992,473.69588872559206
11. online shopping,CopulaGAN,ElasticNet,R2,TRTR,0.9647218288625945,0.009708581145068963,2,0.9577767282931212,0.9716669294320678
11. online shopping,CopulaGAN,ElasticNet,R2,TSTR,-0.9101046405452264,0.967528469202914,2,-1.602232812729858,-0.21797646836059503
11. online shopping,CopulaGAN,ElasticNet,RMSE,TRTR,2.510698495824568,0.3624511908277565,2,2.2514165333822347,2.7699804582669016
11. online shopping,CopulaGAN,ElasticNet,RMSE,TSTR,18.12883833029176,4.600721316997784,2,14.837680563649625,21.419996096933897
11. online shopping,CopulaGAN,Extra Trees,MAE,TRTR,0.7495700000000001,0.1429597830005193,2,0.6473027319519841,0.8518372680480161
11. online shopping,CopulaGAN,Extra Trees,MAE,TSTR,12.866175,1.191873080316581,2,12.013560360933939,13.718789639066062
11. online shopping,CopulaGAN,Extra Trees,MSE,TRTR,6.994916799999999,2.166609394412335,2,5.44501780712792,8.544815792872077
11. online shopping,CopulaGAN,Extra Trees,MSE,TSTR,273.55198765,55.35939320619487,2,233.9502634086245,313.1537118913755
11. online shopping,CopulaGAN,Extra Trees,R2,TRTR,0.9615736542104131,0.01190219757591056,2,0.9530593349780477,0.9700879734427784
11. online shopping,CopulaGAN,Extra Trees,R2,TSTR,-0.5027488631269695,0.3041150090652913,2,-0.7202996350765323,-0.2851980911774068
11. online shopping,CopulaGAN,Extra Trees,RMSE,TRTR,2.612633440819578,0.4334144845952289,2,2.3025873961090038,2.922679485530152
11. online shopping,CopulaGAN,Extra Trees,RMSE,TSTR,16.46202026104406,1.684529797558,2,15.256980237017805,17.667060285070317
11. online shopping,CopulaGAN,Gradient Boosting,MAE,TRTR,2.509196149449409,0.09729243726129425,2,2.4395973325541047,2.5787949663447134
11. online shopping,CopulaGAN,Gradient Boosting,MAE,TSTR,11.5083449116202,0.7486556785152432,2,10.972788901786934,12.043900921453467
11. online shopping,CopulaGAN,Gradient Boosting,MSE,TRTR,11.39698124250031,1.863887083890135,2,10.063636745057034,12.730325739943586
11. online shopping,CopulaGAN,Gradient Boosting,MSE,TSTR,220.9568465989031,38.37133905699933,2,193.5076442124585,248.4060489853477
11. online shopping,CopulaGAN,Gradient Boosting,R2,TRTR,0.9373910577204072,0.01023920250178061,2,0.9300663734989454,0.944715741941869
11. online shopping,CopulaGAN,Gradient Boosting,R2,TSTR,-0.2138191825221118,0.2107916913341618,2,-0.364610474642967,-0.06302789040125661
11. online shopping,CopulaGAN,Gradient Boosting,RMSE,TRTR,3.365533160079335,0.2792207229390072,2,3.165790687629859,3.5652756325288104
11. online shopping,CopulaGAN,Gradient Boosting,RMSE,TSTR,14.81710386710445,1.251789647904781,2,13.921627497631052,15.712580236577848
11. online shopping,CopulaGAN,KNN,MAE,TRTR,10.2263,0.3617264313139301,2,9.967536499281064,10.485063500718937
11. online shopping,CopulaGAN,KNN,MAE,TSTR,12.7471,0.4513947397911398,2,12.424191655563599,13.0700083444364
11. online shopping,CopulaGAN,KNN,MSE,TRTR,167.88706,12.38648488745338,2,159.02630249484,176.74781750516
11. online shopping,CopulaGAN,KNN,MSE,TSTR,256.96058,20.17939646745329,2,242.52510937833057,271.3960506216694
11. online shopping,CopulaGAN,KNN,R2,TRTR,0.07771794781645662,0.06804474806659286,2,0.02904166737078267,0.12639422826213056
11. online shopping,CopulaGAN,KNN,R2,TSTR,-0.411604509916807,0.1108548519810173,2,-0.490905293843743,-0.33230372598987107
11. online shopping,CopulaGAN,KNN,RMSE,TRTR,12.94909095144285,0.4808597985331905,2,12.605104573749971,13.293077329135729
11. online shopping,CopulaGAN,KNN,RMSE,TSTR,16.01902913044562,0.6247539230543442,2,15.572107097045388,16.465951163845855
11. online shopping,CopulaGAN,Lasso,MAE,TRTR,0.8192481728838844,0.1147972861097226,2,0.737127141476575,0.9013692042911938
11. online shopping,CopulaGAN,Lasso,MAE,TSTR,14.76731409356025,4.139787314959871,2,11.80588864848078,17.728739538639722
11. online shopping,CopulaGAN,Lasso,MSE,TRTR,6.159752742516979,1.91556318198357,2,4.789441391428033,7.530064093605924
11. online shopping,CopulaGAN,Lasso,MSE,TSTR,348.9987122674436,177.1558752369503,2,222.26903348028245,475.7283910546047
11. online shopping,CopulaGAN,Lasso,R2,TRTR,0.9661616005407936,0.01052308345007079,2,0.9586338401224939,0.9736893609590933
11. online shopping,CopulaGAN,Lasso,R2,TSTR,-0.9172129678096207,0.9731999843818001,2,-1.6133982975448862,-0.22102763807435533
11. online shopping,CopulaGAN,Lasso,RMSE,TRTR,2.453057844989738,0.3975759209834837,2,2.1686491642595285,2.7374665257199475
11. online shopping,CopulaGAN,Lasso,RMSE,TSTR,18.16001084287062,4.620331692550162,2,14.854824658648065,21.465197027093172
11. online shopping,CopulaGAN,Linear Regression,MAE,TRTR,0.6782799356050779,0.1185211878707136,2,0.5934949853558215,0.7630648858543344
11. online shopping,CopulaGAN,Linear Regression,MAE,TSTR,14.8204625783525,4.170673019997503,2,11.836942830878039,17.803982325826958
11. online shopping,CopulaGAN,Linear Regression,MSE,TRTR,6.000789990466821,1.799753642096504,2,4.7133237935154195,7.288256187418222
11. online shopping,CopulaGAN,Linear Regression,MSE,TSTR,351.0374457570856,178.5950363520433,2,223.2782531274128,478.79663838675845
11. online shopping,CopulaGAN,Linear Regression,R2,TRTR,0.96703485720025,0.009886887544862414,2,0.9599622039163025,0.9741075104841974
11. online shopping,CopulaGAN,Linear Regression,R2,TSTR,-0.9284126833009891,0.9811059687182383,2,-1.6302536135299612,-0.22657175307201716
11. online shopping,CopulaGAN,Linear Regression,RMSE,TRTR,2.422592655947139,0.3827311412260965,2,2.1488032909342523,2.696382020960026
11. online shopping,CopulaGAN,Linear Regression,RMSE,TSTR,18.21019243754258,4.645946518173152,2,14.886682510914934,21.533702364170228
11. online shopping,CopulaGAN,Random Forest,MAE,TRTR,1.170585,0.09081241058724665,2,1.1056217149369645,1.2355482850630355
11. online shopping,CopulaGAN,Random Forest,MAE,TSTR,11.033925,0.2985463543479376,2,10.820357803659562,11.247492196340438
11. online shopping,CopulaGAN,Random Forest,MSE,TRTR,7.260637350000001,1.721183774992327,2,6.029376650084159,8.491898049915843
11. online shopping,CopulaGAN,Random Forest,MSE,TSTR,198.31479875,17.16533902187536,2,186.0354549370703,210.59414256292968
11. online shopping,CopulaGAN,Random Forest,R2,TRTR,0.9601139270929011,0.009455266559465283,2,0.953350036861627,0.9668778173241752
11. online shopping,CopulaGAN,Random Forest,R2,TSTR,-0.08943583602879462,0.0942972263587287,2,-0.15689200812005694,-0.021979663937532312
11. online shopping,CopulaGAN,Random Forest,RMSE,TRTR,2.676441844373093,0.3287964647159847,2,2.4412350226739616,2.911648666072224
11. online shopping,CopulaGAN,Random Forest,RMSE,TSTR,14.0705790105327,0.6088286187942135,2,13.635049253514918,14.506108767550483
11. online shopping,CopulaGAN,Ridge,MAE,TRTR,1.483688736346124,0.08750368216312077,2,1.4210923730113267,1.5462850996809212
11. online shopping,CopulaGAN,Ridge,MAE,TSTR,14.67174395302088,4.075562397223355,2,11.756262246380757,17.587225659661
11. online shopping,CopulaGAN,Ridge,MSE,TRTR,7.718941522750083,1.644384275230758,2,6.542619875365129,8.895263170135037
11. online shopping,CopulaGAN,Ridge,MSE,TSTR,345.3393324763464,174.2674250217834,2,220.6759264982084,470.00273845448436
11. online shopping,CopulaGAN,Ridge,R2,TRTR,0.9575962481665549,0.00903337102894155,2,0.9511341638166465,0.9640583325164632
11. online shopping,CopulaGAN,Ridge,R2,TSTR,-0.8971102850689014,0.9573323779559434,2,-1.5819446129659251,-0.21227595717187764
11. online shopping,CopulaGAN,Ridge,RMSE,TRTR,2.763255883840659,0.3043361503521687,2,2.545546916944329,2.9809648507369886
11. online shopping,CopulaGAN,Ridge,RMSE,TSTR,18.07149057233511,4.56563990529619,2,14.80542853582553,21.337552608844693
11. online shopping,CopulaGAN,SVR_RBF,MAE,TRTR,10.56628583900171,0.03472214492441093,2,10.541447112839304,10.591124565164115
11. online shopping,CopulaGAN,SVR_RBF,MAE,TSTR,11.00028116865819,0.06843404476779015,2,10.951326402128837,11.049235935187545
11. online shopping,CopulaGAN,SVR_RBF,MSE,TRTR,181.5959542291815,4.291793619994307,2,178.52579002404187,184.66611843432113
11. online shopping,CopulaGAN,SVR_RBF,MSE,TSTR,197.3835782594325,4.499467450534646,2,194.1648531454228,200.60230337344223
11. online shopping,CopulaGAN,SVR_RBF,R2,TRTR,0.002408587447309108,0.02357682734688778,2,-0.014457258816581818,0.019274433711200033
11. online shopping,CopulaGAN,SVR_RBF,R2,TSTR,-0.08432020683690859,0.02471767671678893,2,-0.10200216757625075,-0.06663824609756644
11. online shopping,CopulaGAN,SVR_RBF,RMSE,TRTR,13.47493004361626,0.1571077083812699,2,13.362541959441716,13.587318127790804
11. online shopping,CopulaGAN,SVR_RBF,RMSE,TSTR,14.04850728896386,0.159934748367925,2,13.934096862211357,14.162917715716363
11. online shopping,GaussianCopula,Decision Tree,MAE,TRTR,0.9005000000000001,0.2422515909820477,2,0.7272036514043296,1.0737963485956705
11. online shopping,GaussianCopula,Decision Tree,MAE,TSTR,10.42,0.6721937551364522,2,9.939141555100903,10.900858444899097
11. online shopping,GaussianCopula,Decision Tree,MSE,TRTR,8.9375,3.318162351195144,2,6.563829646882046,11.311170353117955
11. online shopping,GaussianCopula,Decision Tree,MSE,TSTR,185.471,20.75391954948912,2,170.62454032394655,200.31745967605346
11. online shopping,GaussianCopula,Decision Tree,R2,TRTR,0.9509021371784675,0.01822821593718078,2,0.9378624570239585,0.9639418173329765
11. online shopping,GaussianCopula,Decision Tree,R2,TSTR,-0.01887884927244525,0.1140109756699235,2,-0.10043738807639364,0.06267968953150314
11. online shopping,GaussianCopula,Decision Tree,RMSE,TRTR,2.944048021742569,0.5478049588774642,2,2.5521719612749165,3.3359240822102216
