Dataset,Generator,Metric,Mean,Std,Count,CI_Low,CI_High,NormalizedScore
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Median_Distance,121.8004469268097,,1,121.8004469268097,121.8004469268097,0.9973348308033368
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Min_Distance,24.77390350464789,,1,24.77390350464789,24.77390350464789,0.9743953946774493
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Num_Matches,569.0,,1,569.0,569.0,0.010511074167426396
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Std_Distance,65.13365889698537,,1,65.13365889698537,65.13365889698537,0.9981507318872607
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Max_Distance,22.00424531028987,,1,22.00424531028987,22.00424531028987,0.9998718073051759
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Mean_Distance,5.993095267039475,,1,5.993095267039475,5.993095267039475,0.9998884554514798
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Median_Distance,5.455853609420996,,1,5.455853609420996,5.455853609420996,0.9998813893312033
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Min_Distance,2.98864040475122,,1,2.98864040475122,2.98864040475122,0.9969111465215675
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Num_Matches,569.0,,1,569.0,569.0,0.010511074167426396
Hungarian_Mahalanobis_Four_Models,GaussianCopula,Std_Distance,2.229809634333889,,1,2.229809634333889,2.229809634333889,0.99995279235577
Hungarian_Mahalanobis_Four_Models,TVAE,Max_Distance,170.1715718576419,,1,170.1715718576419,170.1715718576419,0.9988074509598668
Hungarian_Mahalanobis_Four_Models,TVAE,Mean_Distance,43.68269224460514,,1,43.68269224460514,43.68269224460514,0.9991511365621456
Hungarian_Mahalanobis_Four_Models,TVAE,Median_Distance,33.13567064522416,,1,33.13567064522416,33.13567064522416,0.999275531576129
Hungarian_Mahalanobis_Four_Models,TVAE,Min_Distance,8.444834969028067,,1,8.444834969028067,8.444834969028067,0.9912719985223374
Hungarian_Mahalanobis_Four_Models,TVAE,Num_Matches,569.0,,1,569.0,569.0,0.010511074167426396
Hungarian_Mahalanobis_Four_Models,TVAE,Std_Distance,32.50966032276904,,1,32.50966032276904,32.50966032276904,0.9990853395280399
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Max_Distance,32.11019255742176,,1,32.11019255742176,32.11019255742176,0.9997992114817343
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Mean_Distance,10.70836521955421,,1,10.70836521955421,10.70836521955421,0.9997962109627321
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Median_Distance,9.127316346630879,,1,9.127316346630879,9.127316346630879,0.9998010281001689
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Min_Distance,1.915498998897557,,1,1.915498998897557,1.915498998897557,0.998020271781017
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Mahalanobis_Four_Models_AD,CTGAN,Std_Distance,6.142516538596981,,1,6.142516538596981,6.142516538596981,0.9998407016885106
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Max_Distance,36.61948828588556,,1,36.61948828588556,36.61948828588556,0.9997668190667984
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Mean_Distance,11.11497026305779,,1,11.11497026305779,11.11497026305779,0.9997882565773548
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Median_Distance,9.999813640409233,,1,9.999813640409233,9.999813640409233,0.9997819308188887
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Min_Distance,0.9256352215715489,,1,0.9256352215715489,0.9256352215715489,0.9990433270026847
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Mahalanobis_Four_Models_AD,CopulaGAN,Std_Distance,5.722821361799541,,1,5.722821361799541,5.722821361799541,0.9998527250558529
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Max_Distance,10.60283679300884,,1,10.60283679300884,10.60283679300884,0.999953709042783
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Mean_Distance,3.36196373225322,,1,3.36196373225322,3.36196373225322,0.9999399280894619
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Median_Distance,3.152748807173761,,1,3.152748807173761,3.152748807173761,0.9999317998488518
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Min_Distance,0.3961408961381592,,1,0.3961408961381592,0.3961408961381592,0.9995905759746002
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Mahalanobis_Four_Models_AD,GaussianCopula,Std_Distance,1.827276674196851,,1,1.827276674196851,1.827276674196851,0.9999643240623863
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Max_Distance,19.34413630459631,,1,19.34413630459631,19.34413630459631,0.9998909161327791
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Mean_Distance,5.263934348161442,,1,5.263934348161442,5.263934348161442,0.9999027199743711
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Median_Distance,4.641280028128194,,1,4.641280028128194,4.641280028128194,0.9998992187742473
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Min_Distance,0.8561937945579629,,1,0.8561937945579629,0.8561937945579629,0.9991150968927783
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Mahalanobis_Four_Models_AD,TVAE,Std_Distance,3.143144526878578,,1,3.143144526878578,3.143144526878578,0.9999266272685192
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Max_Distance,4.158747457345152,,1,4.158747457345152,4.158747457345152,1.0
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Mean_Distance,0.8723136582428854,,1,0.8723136582428854,0.8723136582428854,0.9999886329357486
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Median_Distance,0.6827322048380942,,1,0.6827322048380942,0.6827322048380942,0.9999858637435572
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Min_Distance,0.131327569109697,,1,0.131327569109697,0.131327569109697,0.9998642688434468
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Num_Matches,414.0,,1,414.0,414.0,0.00219874510645144
Hungarian_Mahalanobis_WGAN_CTABGAN,CTABGAN,Std_Distance,0.5840192786373132,,1,0.5840192786373132,0.5840192786373132,0.9999999407222725
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Max_Distance,4.937628973599307,,1,4.937628973599307,4.937628973599307,0.9999944049237887
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Mean_Distance,1.396493432567981,,1,1.396493432567981,1.396493432567981,0.9999783784443236
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Median_Distance,1.21619661645027,,1,1.21619661645027,1.21619661645027,0.9999741872375162
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Min_Distance,0.2294429832177732,,1,0.2294429832177732,0.2294429832177732,0.9997628634894692
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Num_Matches,414.0,,1,414.0,414.0,0.00219874510645144
Hungarian_Mahalanobis_WGAN_CTABGAN,WGAN_GP,Std_Distance,0.7385384950797921,,1,0.7385384950797921,0.7385384950797921,0.9999955140778805
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Max_Distance,7.081095993589278,,1,7.081095993589278,7.081095993589278,0.9999790073811802
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Mean_Distance,0.5275544018602734,,1,0.5275544018602734,0.5275544018602734,0.9999953774364169
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Median_Distance,0.3181082842339501,,1,0.3181082842339501,0.3181082842339501,0.9999938446572206
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Min_Distance,0.01268975051099411,,1,0.01268975051099411,0.01268975051099411,0.9999868847453364
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,Std_Distance,0.6590300099463086,,1,0.6590300099463086,0.6590300099463086,0.9999977918255804
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Max_Distance,17.30136120664193,,1,17.30136120664193,17.30136120664193,0.9999055903574426
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Mean_Distance,9.243276702877894,,1,9.243276702877894,9.243276702877894,0.9998248723845705
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Median_Distance,9.906804305564037,,1,9.906804305564037,9.906804305564037,0.9997839666136606
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Min_Distance,0.4274292842517395,,1,0.4274292842517395,0.4274292842517395,0.999558238445366
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
Hungarian_Mahalanobis_WGAN_TabDDPM,TabDDPM,Std_Distance,4.867982943279253,,1,4.867982943279253,4.867982943279253,0.9998772143444901
Hungarian_Matchings_All_Models,CTABGAN,Num_Matches,414.0,,1,414.0,414.0,0.00219874510645144
Hungarian_Matchings_All_Models,CTGAN,Num_Matches,5000.0,,1,5000.0,5000.0,0.24813642945245884
Hungarian_Matchings_All_Models,CopulaGAN,Num_Matches,5000.0,,1,5000.0,5000.0,0.24813642945245884
Hungarian_Matchings_All_Models,ForestDiffusion,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
Hungarian_Matchings_All_Models,GaussianCopula,Num_Matches,5000.0,,1,5000.0,5000.0,0.24813642945245884
Hungarian_Matchings_All_Models,TVAE,Num_Matches,5000.0,,1,5000.0,5000.0,0.24813642945245884
Hungarian_Matchings_All_Models,TabDDPM,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
Hungarian_Matchings_All_Models,WGAN_GP,Num_Matches,414.0,,1,414.0,414.0,0.00219874510645144
Hungarian_Matchings_All_Models_AD,CTGAN,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Matchings_All_Models_AD,CopulaGAN,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Matchings_All_Models_AD,GaussianCopula,Num_Matches,373.0,,1,373.0,373.0,0.0
Hungarian_Matchings_All_Models_AD,TVAE,Num_Matches,373.0,,1,373.0,373.0,0.0
