Dataset,Generator,Metric,Mean,Std,Count,CI_Low,CI_High,NormalizedScore
5. Bank Markting,CopulaGAN,Mahalanobis_Distance,,,0,,,
5. Bank Markting,CopulaGAN,NNDR,,,0,,,
5. Bank Markting,CopulaGAN,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
5. Bank Markting,ForestDiffusion,Hungarian_Cosine_Similarity,,,0,,,
5. Bank Markting,ForestDiffusion,MIA_AUC,,,0,,,
5. Bank Markting,ForestDiffusion,Mahalanobis_Distance,,,0,,,
5. Bank Markting,ForestDiffusion,NNDR,,,0,,,
5. Bank Markting,GaussianCopula,MIA_AUC,,,0,,,
5. Bank Markting,GaussianCopula,Mahalanobis_Distance,,,0,,,
5. Bank Markting,GaussianCopula,NNDR,,,0,,,
5. Bank Markting,GaussianCopula,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
5. Bank Markting,TVAE,MIA_AUC,,,0,,,
5. Bank Markting,TVAE,Mahalanobis_Distance,,,0,,,
5. Bank Markting,TVAE,NNDR,,,0,,,
5. Bank Markting,TVAE,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
5. Bank Markting,TabDDPM,Hungarian_Cosine_Similarity,,,0,,,
5. Bank Markting,TabDDPM,MIA_AUC,,,0,,,
5. Bank Markting,TabDDPM,Mahalanobis_Distance,,,0,,,
5. Bank Markting,TabDDPM,NNDR,,,0,,,
5. Bank Markting,WGAN_GP,Hungarian_Cosine_Similarity,,,0,,,
5. Bank Markting,WGAN_GP,MIA_AUC,,,0,,,
5. Bank Markting,WGAN_GP,Mahalanobis_Distance,,,0,,,
5. Bank Markting,WGAN_GP,NNDR,,,0,,,
6. Wine dataset,CTABGAN,Hungarian_Cosine_Similarity,,,0,,,
6. Wine dataset,CTABGAN,MIA_AUC,,,0,,,
6. Wine dataset,CTABGAN,Mahalanobis_Distance,,,0,,,
6. Wine dataset,CTABGAN,NNDR,,,0,,,
6. Wine dataset,CTGAN,MIA_AUC,,,0,,,
6. Wine dataset,CTGAN,Mahalanobis_Distance,,,0,,,
6. Wine dataset,CTGAN,Max_Distance,101.6373590977898,,1,101.6373590977898,101.6373590977898,0.9992997647912728
6. Wine dataset,CTGAN,Mean_Distance,14.60013448951508,,1,14.60013448951508,14.60013448951508,0.9997200765589236
6. Wine dataset,CTGAN,Median_Distance,12.45429771701559,,1,12.45429771701559,12.45429771701559,0.9997282069011838
6. Wine dataset,CTGAN,Min_Distance,0.2036261828610333,,1,0.2036261828610333,0.2036261828610333,0.9997895459613574
6. Wine dataset,CTGAN,NNDR,,,0,,,
6. Wine dataset,CTGAN,Num_Matches,6497.0,,1,6497.0,6497.0,0.3284174398026492
6. Wine dataset,CTGAN,Std_Distance,10.25483030861619,,1,10.25483030861619,10.25483030861619,0.9997228927123363
6. Wine dataset,CopulaGAN,MIA_AUC,,,0,,,
6. Wine dataset,CopulaGAN,Mahalanobis_Distance,,,0,,,
6. Wine dataset,CopulaGAN,Max_Distance,112.1514251040038,,1,112.1514251040038,112.1514251040038,0.9992242372567651
6. Wine dataset,CopulaGAN,Mean_Distance,14.97249458978774,,1,14.97249458978774,14.97249458978774,0.9997127921049208
6. Wine dataset,CopulaGAN,Median_Distance,12.78855197305502,,1,12.78855197305502,12.78855197305502,0.9997208907208447
6. Wine dataset,CopulaGAN,Min_Distance,0.07742566164408675,,1,0.07742566164408675,0.07742566164408675,0.9999199781533071
6. Wine dataset,CopulaGAN,NNDR,,,0,,,
6. Wine dataset,CopulaGAN,Num_Matches,6497.0,,1,6497.0,6497.0,0.3284174398026492
6. Wine dataset,CopulaGAN,Std_Distance,10.42739006638191,,1,10.42739006638191,10.42739006638191,0.999717949245099
6. Wine dataset,ForestDiffusion,Hungarian_Cosine_Similarity,,,0,,,
6. Wine dataset,ForestDiffusion,MIA_AUC,,,0,,,
6. Wine dataset,ForestDiffusion,Mahalanobis_Distance,,,0,,,
6. Wine dataset,ForestDiffusion,NNDR,,,0,,,
6. Wine dataset,GaussianCopula,MIA_AUC,,,0,,,
6. Wine dataset,GaussianCopula,Mahalanobis_Distance,,,0,,,
6. Wine dataset,GaussianCopula,Max_Distance,219.9021686915835,,1,219.9021686915835,219.9021686915835,0.9984502124408922
6. Wine dataset,GaussianCopula,Mean_Distance,15.50733446018729,,1,15.50733446018729,15.50733446018729,0.9997023290707989
6. Wine dataset,GaussianCopula,Median_Distance,13.0742878004751,,1,13.0742878004751,13.0742878004751,0.9997146365152363
6. Wine dataset,GaussianCopula,Min_Distance,0.0653767389131421,,1,0.0653767389131421,0.0653767389131421,0.9999324310923859
6. Wine dataset,GaussianCopula,NNDR,,,0,,,
6. Wine dataset,GaussianCopula,Num_Matches,6497.0,,1,6497.0,6497.0,0.3284174398026492
6. Wine dataset,GaussianCopula,Std_Distance,11.63042857905484,,1,11.63042857905484,11.63042857905484,0.9996834847700121
6. Wine dataset,TVAE,MIA_AUC,,,0,,,
6. Wine dataset,TVAE,Mahalanobis_Distance,,,0,,,
6. Wine dataset,TVAE,Max_Distance,126.0816665247742,,1,126.0816665247742,126.0816665247742,0.9991241697102056
6. Wine dataset,TVAE,Mean_Distance,13.65101514825886,,1,13.65101514825886,13.65101514825886,0.999738644112696
6. Wine dataset,TVAE,Median_Distance,11.33892539905282,,1,11.33892539905282,11.33892539905282,0.9997526202478385
6. Wine dataset,TVAE,Min_Distance,0.05515486714944483,,1,0.05515486714944483,0.05515486714944483,0.9999429957170571
6. Wine dataset,TVAE,NNDR,,,0,,,
6. Wine dataset,TVAE,Num_Matches,6497.0,,1,6497.0,6497.0,0.3284174398026492
6. Wine dataset,TVAE,Std_Distance,10.05140374261778,,1,10.05140374261778,10.05140374261778,0.9997287204474768
6. Wine dataset,TabDDPM,Hungarian_Cosine_Similarity,,,0,,,
6. Wine dataset,TabDDPM,MIA_AUC,,,0,,,
6. Wine dataset,TabDDPM,Mahalanobis_Distance,,,0,,,
6. Wine dataset,TabDDPM,NNDR,,,0,,,
6. Wine dataset,WGAN_GP,Hungarian_Cosine_Similarity,,,0,,,
6. Wine dataset,WGAN_GP,MIA_AUC,,,0,,,
6. Wine dataset,WGAN_GP,Mahalanobis_Distance,,,0,,,
6. Wine dataset,WGAN_GP,NNDR,,,0,,,
7. CDC diabetes dataset,CTABGAN,Hungarian_Cosine_Similarity,,,0,,,
7. CDC diabetes dataset,CTABGAN,MIA_AUC,,,0,,,
7. CDC diabetes dataset,CTABGAN,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,CTABGAN,NNDR,,,0,,,
7. CDC diabetes dataset,CTGAN,MIA_AUC,,,0,,,
7. CDC diabetes dataset,CTGAN,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,CTGAN,Max_Distance,37.54945569581285,,1,37.54945569581285,37.54945569581285,0.9997601386687865
7. CDC diabetes dataset,CTGAN,Mean_Distance,0.480346042408537,,1,0.480346042408537,0.480346042408537,0.9999963009701756
7. CDC diabetes dataset,CTGAN,Median_Distance,0.1805994642218849,,1,0.1805994642218849,0.1805994642218849,0.9999968544598103
7. CDC diabetes dataset,CTGAN,Min_Distance,0.001063684159973615,,1,0.001063684159973615,0.001063684159973615,0.9999989006491005
7. CDC diabetes dataset,CTGAN,NNDR,,,0,,,
7. CDC diabetes dataset,CTGAN,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
7. CDC diabetes dataset,CTGAN,Std_Distance,1.341432956530183,,1,1.341432956530183,1.341432956530183,0.9999782424436578
7. CDC diabetes dataset,CopulaGAN,MIA_AUC,,,0,,,
7. CDC diabetes dataset,CopulaGAN,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,CopulaGAN,Max_Distance,39.64637634678828,,1,39.64637634678828,39.64637634678828,0.999745075490875
7. CDC diabetes dataset,CopulaGAN,Mean_Distance,0.577594273540177,,1,0.577594273540177,0.577594273540177,0.9999943985099871
7. CDC diabetes dataset,CopulaGAN,Median_Distance,0.3759023286410815,,1,0.3759023286410815,0.3759023286410815,0.9999925796571683
7. CDC diabetes dataset,CopulaGAN,Min_Distance,0.008362803093818622,,1,0.008362803093818622,0.008362803093818622,0.999991356781035
7. CDC diabetes dataset,CopulaGAN,NNDR,,,0,,,
7. CDC diabetes dataset,CopulaGAN,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
7. CDC diabetes dataset,CopulaGAN,Std_Distance,1.2321273420155,,1,1.2321273420155,1.2321273420155,0.9999813738152545
7. CDC diabetes dataset,ForestDiffusion,Hungarian_Cosine_Similarity,,,0,,,
7. CDC diabetes dataset,ForestDiffusion,MIA_AUC,,,0,,,
7. CDC diabetes dataset,ForestDiffusion,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,ForestDiffusion,NNDR,,,0,,,
7. CDC diabetes dataset,GaussianCopula,MIA_AUC,,,0,,,
7. CDC diabetes dataset,GaussianCopula,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,GaussianCopula,Max_Distance,41.09900355733253,,1,41.09900355733253,41.09900355733253,0.9997346405790429
7. CDC diabetes dataset,GaussianCopula,Mean_Distance,27.5822488054879,,1,27.5822488054879,27.5822488054879,0.9994661083853089
7. CDC diabetes dataset,GaussianCopula,Median_Distance,32.72403383844063,,1,32.72403383844063,32.72403383844063,0.9992845415111059
7. CDC diabetes dataset,GaussianCopula,Min_Distance,0.205365153352864,,1,0.205365153352864,0.205365153352864,0.9997877486808803
7. CDC diabetes dataset,GaussianCopula,NNDR,,,0,,,
7. CDC diabetes dataset,GaussianCopula,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
7. CDC diabetes dataset,GaussianCopula,Std_Distance,11.11133392048021,,1,11.11133392048021,11.11133392048021,0.9996983557194786
7. CDC diabetes dataset,TVAE,MIA_AUC,,,0,,,
7. CDC diabetes dataset,TVAE,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,TVAE,Max_Distance,37.01822390008621,,1,37.01822390008621,37.01822390008621,0.9997639547593228
7. CDC diabetes dataset,TVAE,Mean_Distance,0.6194033040135131,,1,0.6194033040135131,0.6194033040135131,0.999993580602915
7. CDC diabetes dataset,TVAE,Median_Distance,0.2703953409054879,,1,0.2703953409054879,0.2703953409054879,0.9999948890014335
7. CDC diabetes dataset,TVAE,Min_Distance,0.0004593816000292113,,1,0.0004593816000292113,0.0004593816000292113,0.9999995252147261
7. CDC diabetes dataset,TVAE,NNDR,,,0,,,
7. CDC diabetes dataset,TVAE,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
7. CDC diabetes dataset,TVAE,Std_Distance,1.427624428470201,,1,1.427624428470201,1.427624428470201,0.9999757732427086
7. CDC diabetes dataset,TabDDPM,Hungarian_Cosine_Similarity,,,0,,,
7. CDC diabetes dataset,TabDDPM,MIA_AUC,,,0,,,
7. CDC diabetes dataset,TabDDPM,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,TabDDPM,NNDR,,,0,,,
7. CDC diabetes dataset,WGAN_GP,Hungarian_Cosine_Similarity,,,0,,,
7. CDC diabetes dataset,WGAN_GP,MIA_AUC,,,0,,,
7. CDC diabetes dataset,WGAN_GP,Mahalanobis_Distance,,,0,,,
7. CDC diabetes dataset,WGAN_GP,NNDR,,,0,,,
8. Mushroom dataset,CTABGAN,Hungarian_Cosine_Similarity,,,0,,,
8. Mushroom dataset,CTABGAN,MIA_AUC,,,0,,,
8. Mushroom dataset,CTABGAN,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,CTABGAN,NNDR,,,0,,,
8. Mushroom dataset,CTGAN,MIA_AUC,,,0,,,
8. Mushroom dataset,CTGAN,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,CTGAN,Max_Distance,7.073248842283225,,1,7.073248842283225,7.073248842283225,0.9999790637509985
8. Mushroom dataset,CTGAN,Mean_Distance,0.4861690905004704,,1,0.4861690905004704,0.4861690905004704,0.9999961870543023
8. Mushroom dataset,CTGAN,Median_Distance,0.2672439677717343,,1,0.2672439677717343,0.2672439677717343,0.9999949579789073
8. Mushroom dataset,CTGAN,Min_Distance,0.0,,1,0.0,0.0,1.0
8. Mushroom dataset,CTGAN,NNDR,,,0,,,
8. Mushroom dataset,CTGAN,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
8. Mushroom dataset,CTGAN,Std_Distance,0.6432292575753934,,1,0.6432292575753934,0.6432292575753934,0.9999982444832722
8. Mushroom dataset,CopulaGAN,MIA_AUC,,,0,,,
8. Mushroom dataset,CopulaGAN,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,CopulaGAN,Max_Distance,7.220497162081333,,1,7.220497162081333,7.220497162081333,0.9999780059963156
8. Mushroom dataset,CopulaGAN,Mean_Distance,0.5394674015084815,,1,0.5394674015084815,0.5394674015084815,0.9999951443832571
8. Mushroom dataset,CopulaGAN,Median_Distance,0.2874242337085394,,1,0.2874242337085394,0.2874242337085394,0.9999945162718468
8. Mushroom dataset,CopulaGAN,Min_Distance,0.0,,1,0.0,0.0,1.0
8. Mushroom dataset,CopulaGAN,NNDR,,,0,,,
8. Mushroom dataset,CopulaGAN,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
8. Mushroom dataset,CopulaGAN,Std_Distance,0.7106181738402562,,1,0.7106181738402562,0.7106181738402562,0.9999963139352464
8. Mushroom dataset,ForestDiffusion,Hungarian_Cosine_Similarity,,,0,,,
8. Mushroom dataset,ForestDiffusion,MIA_AUC,,,0,,,
8. Mushroom dataset,ForestDiffusion,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,ForestDiffusion,NNDR,,,0,,,
8. Mushroom dataset,GaussianCopula,MIA_AUC,,,0,,,
8. Mushroom dataset,GaussianCopula,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,GaussianCopula,Max_Distance,8.674030931532393,,1,8.674030931532393,8.674030931532393,0.99996756457224
8. Mushroom dataset,GaussianCopula,Mean_Distance,0.3940570978261434,,1,0.3940570978261434,0.3940570978261434,0.9999979890346252
8. Mushroom dataset,GaussianCopula,Median_Distance,0.2254726919414616,,1,0.2254726919414616,0.2254726919414616,0.9999958722714897
8. Mushroom dataset,GaussianCopula,Min_Distance,0.002146086828991257,,1,0.002146086828991257,0.002146086828991257,0.9999977819520354
8. Mushroom dataset,GaussianCopula,NNDR,,,0,,,
8. Mushroom dataset,GaussianCopula,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
8. Mushroom dataset,GaussianCopula,Std_Distance,0.6656111910637376,,1,0.6656111910637376,0.6656111910637376,0.9999976032888458
8. Mushroom dataset,TVAE,MIA_AUC,,,0,,,
8. Mushroom dataset,TVAE,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,TVAE,Max_Distance,7.677494416667606,,1,7.677494416667606,7.677494416667606,0.9999747231677796
8. Mushroom dataset,TVAE,Mean_Distance,0.4330184728020023,,1,0.4330184728020023,0.4330184728020023,0.9999972268360339
8. Mushroom dataset,TVAE,Median_Distance,0.2391303192908091,,1,0.2391303192908091,0.2391303192908091,0.9999955733323951
8. Mushroom dataset,TVAE,Min_Distance,0.002386147886231051,,1,0.002386147886231051,0.002386147886231051,0.9999975338414128
8. Mushroom dataset,TVAE,NNDR,,,0,,,
8. Mushroom dataset,TVAE,Num_Matches,10000.0,,1,10000.0,10000.0,0.5162760765806832
8. Mushroom dataset,TVAE,Std_Distance,0.5819500932247141,,1,0.5819500932247141,0.5819500932247141,1.0
8. Mushroom dataset,TabDDPM,Hungarian_Cosine_Similarity,,,0,,,
8. Mushroom dataset,TabDDPM,MIA_AUC,,,0,,,
8. Mushroom dataset,TabDDPM,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,TabDDPM,NNDR,,,0,,,
8. Mushroom dataset,WGAN_GP,Hungarian_Cosine_Similarity,,,0,,,
8. Mushroom dataset,WGAN_GP,MIA_AUC,,,0,,,
8. Mushroom dataset,WGAN_GP,Mahalanobis_Distance,,,0,,,
8. Mushroom dataset,WGAN_GP,NNDR,,,0,,,
9. MAGIC Gamma Telescope,CTABGAN,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,CTABGAN,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,CTABGAN,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,CTABGAN,Max_Distance,9.963537586192702,,1,9.963537586192702,9.963537586192702,0.9999583014329083
9. MAGIC Gamma Telescope,CTABGAN,Mean_Distance,1.864591197366024,,1,1.864591197366024,1.864591197366024,0.9999692210812389
9. MAGIC Gamma Telescope,CTABGAN,Median_Distance,1.525678056446776,,1,1.525678056446776,1.525678056446776,0.9999674132862928
9. MAGIC Gamma Telescope,CTABGAN,Min_Distance,0.4534331576141509,,1,0.4534331576141509,0.4534331576141509,0.9995313626276663
9. MAGIC Gamma Telescope,CTABGAN,NNDR,,,0,,,
9. MAGIC Gamma Telescope,CTABGAN,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
9. MAGIC Gamma Telescope,CTABGAN,Std_Distance,1.096268332963922,,1,1.096268332963922,1.096268332963922,0.9999852658846965
9. MAGIC Gamma Telescope,CTGAN,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,CTGAN,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,CTGAN,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,CTGAN,Max_Distance,15.04432745329383,,1,15.04432745329383,15.04432745329383,0.9999218037038864
9. MAGIC Gamma Telescope,CTGAN,Mean_Distance,3.259152594267476,,1,3.259152594267476,3.259152594267476,0.9999419393763991
9. MAGIC Gamma Telescope,CTGAN,Median_Distance,2.659895112319814,,1,2.659895112319814,2.659895112319814,0.9999425874647078
9. MAGIC Gamma Telescope,CTGAN,Min_Distance,0.4484124343792382,,1,0.4484124343792382,0.4484124343792382,0.9995365517024053
9. MAGIC Gamma Telescope,CTGAN,NNDR,,,0,,,
9. MAGIC Gamma Telescope,CTGAN,Num_Matches,19020.0,,1,19020.0,19020.0,1.0
9. MAGIC Gamma Telescope,CTGAN,Std_Distance,2.091672048885322,,1,2.091672048885322,2.091672048885322,0.9999567497015425
9. MAGIC Gamma Telescope,CopulaGAN,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,CopulaGAN,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,CopulaGAN,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,CopulaGAN,Max_Distance,12.68116421088336,,1,12.68116421088336,12.68116421088336,0.999938779428904
9. MAGIC Gamma Telescope,CopulaGAN,Mean_Distance,2.898899999348318,,1,2.898899999348318,2.898899999348318,0.9999489869721409
9. MAGIC Gamma Telescope,CopulaGAN,Median_Distance,2.391325575484585,,1,2.391325575484585,2.391325575484585,0.9999484659333573
9. MAGIC Gamma Telescope,CopulaGAN,Min_Distance,0.4286060370303149,,1,0.4286060370303149,0.4286060370303149,0.9995570222345072
9. MAGIC Gamma Telescope,CopulaGAN,NNDR,,,0,,,
9. MAGIC Gamma Telescope,CopulaGAN,Num_Matches,19020.0,,1,19020.0,19020.0,1.0
9. MAGIC Gamma Telescope,CopulaGAN,Std_Distance,1.778071804471669,,1,1.778071804471669,1.778071804471669,0.9999657336764501
9. MAGIC Gamma Telescope,ForestDiffusion,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,ForestDiffusion,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,ForestDiffusion,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,ForestDiffusion,Max_Distance,10.0115325475975,,1,10.0115325475975,10.0115325475975,0.9999579566622838
9. MAGIC Gamma Telescope,ForestDiffusion,Mean_Distance,1.307832354805954,,1,1.307832354805954,1.307832354805954,0.9999801129146451
9. MAGIC Gamma Telescope,ForestDiffusion,Median_Distance,1.066825168324087,,1,1.066825168324087,1.066825168324087,0.9999774566901328
9. MAGIC Gamma Telescope,ForestDiffusion,Min_Distance,0.09349141603387207,,1,0.09349141603387207,0.09349141603387207,0.9999033736928803
9. MAGIC Gamma Telescope,ForestDiffusion,NNDR,,,0,,,
9. MAGIC Gamma Telescope,ForestDiffusion,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
9. MAGIC Gamma Telescope,ForestDiffusion,Std_Distance,0.9476315639008811,,1,0.9476315639008811,0.9476315639008811,0.9999895240095782
9. MAGIC Gamma Telescope,GaussianCopula,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,GaussianCopula,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,GaussianCopula,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,GaussianCopula,Max_Distance,13.44809366406328,,1,13.44809366406328,13.44809366406328,0.9999332702100436
9. MAGIC Gamma Telescope,GaussianCopula,Mean_Distance,2.29071670862113,,1,2.29071670862113,2.29071670862113,0.9999608848183476
9. MAGIC Gamma Telescope,GaussianCopula,Median_Distance,2.08297953700324,,1,2.08297953700324,2.08297953700324,0.9999552150328336
9. MAGIC Gamma Telescope,GaussianCopula,Min_Distance,0.6353894370960613,,1,0.6353894370960613,0.6353894370960613,0.9993433051129827
9. MAGIC Gamma Telescope,GaussianCopula,NNDR,,,0,,,
9. MAGIC Gamma Telescope,GaussianCopula,Num_Matches,19020.0,,1,19020.0,19020.0,1.0
9. MAGIC Gamma Telescope,GaussianCopula,Std_Distance,1.088666745851257,,1,1.088666745851257,1.088666745851257,0.999985483653876
9. MAGIC Gamma Telescope,TVAE,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,TVAE,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,TVAE,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,TVAE,Max_Distance,16.06201246985735,,1,16.06201246985735,16.06201246985735,0.9999144931886051
9. MAGIC Gamma Telescope,TVAE,Mean_Distance,1.871005046571554,,1,1.871005046571554,1.871005046571554,0.9999690956075657
9. MAGIC Gamma Telescope,TVAE,Median_Distance,1.369735020107463,,1,1.369735020107463,1.369735020107463,0.999970826578288
9. MAGIC Gamma Telescope,TVAE,Min_Distance,0.2972114037303104,,1,0.2972114037303104,0.2972114037303104,0.9996928227040018
9. MAGIC Gamma Telescope,TVAE,NNDR,,,0,,,
9. MAGIC Gamma Telescope,TVAE,Num_Matches,19020.0,,1,19020.0,19020.0,1.0
9. MAGIC Gamma Telescope,TVAE,Std_Distance,1.490388141630735,,1,1.490388141630735,1.490388141630735,0.9999739751968392
9. MAGIC Gamma Telescope,TabDDPM,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,TabDDPM,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,TabDDPM,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,TabDDPM,Max_Distance,21.36590514528754,,1,21.36590514528754,21.36590514528754,0.9998763928060479
9. MAGIC Gamma Telescope,TabDDPM,Mean_Distance,4.284835835531674,,1,4.284835835531674,4.284835835531674,0.9999218740085283
9. MAGIC Gamma Telescope,TabDDPM,Median_Distance,1.84800977120466,,1,1.84800977120466,1.84800977120466,0.9999603580673642
9. MAGIC Gamma Telescope,TabDDPM,Min_Distance,0.4711859159299238,,1,0.4711859159299238,0.4711859159299238,0.9995130145958361
9. MAGIC Gamma Telescope,TabDDPM,NNDR,,,0,,,
9. MAGIC Gamma Telescope,TabDDPM,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
9. MAGIC Gamma Telescope,TabDDPM,Std_Distance,4.1557624865573,,1,4.1557624865573,4.1557624865573,0.9998976179341744
9. MAGIC Gamma Telescope,WGAN_GP,Hungarian_Cosine_Similarity,,,0,,,
9. MAGIC Gamma Telescope,WGAN_GP,MIA_AUC,,,0,,,
9. MAGIC Gamma Telescope,WGAN_GP,Mahalanobis_Distance,,,0,,,
9. MAGIC Gamma Telescope,WGAN_GP,Max_Distance,6.606256437427121,,1,6.606256437427121,6.606256437427121,0.9999824183794508
9. MAGIC Gamma Telescope,WGAN_GP,Mean_Distance,1.17739482499675,,1,1.17739482499675,1.17739482499675,0.9999826646547091
9. MAGIC Gamma Telescope,WGAN_GP,Median_Distance,0.975070796979838,,1,0.975070796979838,0.975070796979838,0.9999794650161766
9. MAGIC Gamma Telescope,WGAN_GP,Min_Distance,0.3332220675422414,,1,0.3332220675422414,0.3332220675422414,0.9996556045549067
9. MAGIC Gamma Telescope,WGAN_GP,NNDR,,,0,,,
9. MAGIC Gamma Telescope,WGAN_GP,Num_Matches,1000.0,,1,1000.0,1000.0,0.033624711749879334
9. MAGIC Gamma Telescope,WGAN_GP,Std_Distance,0.7000939723363695,,1,0.7000939723363695,0.7000939723363695,0.9999966154310644
Eshop_Price_Regression_Hungarian_Mahalanobis,CTGAN,Mean_Distance,1.567793840720491,,1,1.567793840720491,1.567793840720491,0.9999750273066939
Eshop_Price_Regression_Hungarian_Mahalanobis,CTGAN,Median_Distance,1.384052566056652,,1,1.384052566056652,1.384052566056652,0.9999705131948492
Eshop_Price_Regression_Hungarian_Mahalanobis,CTGAN,Std_Distance,0.9170862031344548,,1,0.9170862031344548,0.9170862031344548,0.9999903990687006
Eshop_Price_Regression_Hungarian_Mahalanobis,CopulaGAN,Mean_Distance,1.58151116938155,,1,1.58151116938155,1.58151116938155,0.9999747589555746
Eshop_Price_Regression_Hungarian_Mahalanobis,CopulaGAN,Median_Distance,1.419676639904599,,1,1.419676639904599,1.419676639904599,0.9999697334526501
Eshop_Price_Regression_Hungarian_Mahalanobis,CopulaGAN,Std_Distance,0.8999751943643071,,1,0.8999751943643071,0.8999751943643071,0.9999908892624303
Eshop_Price_Regression_Hungarian_Mahalanobis,GaussianCopula,Mean_Distance,1.587593292473918,,1,1.587593292473918,1.587593292473918,0.9999746399714357
Eshop_Price_Regression_Hungarian_Mahalanobis,GaussianCopula,Median_Distance,1.508970339687003,,1,1.508970339687003,1.508970339687003,0.999967778985956
Eshop_Price_Regression_Hungarian_Mahalanobis,GaussianCopula,Std_Distance,0.6858824511791198,,1,0.6858824511791198,0.6858824511791198,0.999997022560688
Eshop_Price_Regression_Hungarian_Mahalanobis,TVAE,Mean_Distance,2.384211658479305,,1,2.384211658479305,2.384211658479305,0.9999590557833321
Eshop_Price_Regression_Hungarian_Mahalanobis,TVAE,Median_Distance,2.208123544672407,,1,2.208123544672407,2.208123544672407,0.999952475872114
Eshop_Price_Regression_Hungarian_Mahalanobis,TVAE,Std_Distance,1.47827420655867,,1,1.47827420655867,1.47827420655867,0.9999743222351168
Hungarian_Mahalanobis_Four_Models,CTGAN,Max_Distance,349.5339478916002,,1,349.5339478916002,349.5339478916002,0.9975190057439747
Hungarian_Mahalanobis_Four_Models,CTGAN,Mean_Distance,110.2921594178478,,1,110.2921594178478,110.2921594178478,0.9978480603211195
Hungarian_Mahalanobis_Four_Models,CTGAN,Median_Distance,94.34770805130505,,1,94.34770805130505,94.34770805130505,0.997935718255889
Hungarian_Mahalanobis_Four_Models,CTGAN,Min_Distance,25.33626767737993,,1,25.33626767737993,25.33626767737993,0.9738141736886922
Hungarian_Mahalanobis_Four_Models,CTGAN,Num_Matches,569.0,,1,569.0,569.0,0.010511074167426396
Hungarian_Mahalanobis_Four_Models,CTGAN,Std_Distance,57.07331412932883,,1,57.07331412932883,57.07331412932883,0.9983816434902645
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Max_Distance,355.5887680751471,,1,355.5887680751471,355.5887680751471,0.9974755110921358
Hungarian_Mahalanobis_Four_Models,CopulaGAN,Mean_Distance,133.737854553859,,1,133.737854553859,133.737854553859,0.9973893938644939
