Dataset,Generator,Classifier,Metric,EvaluationType,Mean,Std,Count,CI_Low,CI_High
6. Wine dataset,GaussianCopula,KNN,Recall,TSTR,0.385,0.03965125751123439,2,0.35663519910821645,0.41336480089178357
6. Wine dataset,GaussianCopula,Logistic Regression,Accuracy,TRTR,0.5119999999999999,0.02888675205772439,2,0.4913356624239339,0.5326643375760659
6. Wine dataset,GaussianCopula,Logistic Regression,Accuracy,TSTR,0.4465,0.01528434202414717,2,0.4355662403795385,0.4574337596204615
6. Wine dataset,GaussianCopula,Logistic Regression,F1,TRTR,0.4689260601100788,0.02691766313508905,2,0.4496703238933251,0.4881817963268325
6. Wine dataset,GaussianCopula,Logistic Regression,F1,TSTR,0.3170898704779475,0.01636566763662653,2,0.30538257711297684,0.3287971638429182
6. Wine dataset,GaussianCopula,Logistic Regression,Precision,TRTR,0.487483866843865,0.04678191837031947,2,0.4540180984622742,0.5209496352254559
6. Wine dataset,GaussianCopula,Logistic Regression,Precision,TSTR,0.2814315237681658,0.03998056058317506,2,0.2528311536497063,0.31003189388662533
6. Wine dataset,GaussianCopula,Logistic Regression,Recall,TRTR,0.5119999999999999,0.02888675205772439,2,0.4913356624239339,0.5326643375760659
6. Wine dataset,GaussianCopula,Logistic Regression,Recall,TSTR,0.4465,0.01528434202414717,2,0.4355662403795385,0.4574337596204615
6. Wine dataset,GaussianCopula,MLP,Accuracy,TRTR,0.4745,0.02532565673164052,2,0.45638311655833086,0.4926168834416691
6. Wine dataset,GaussianCopula,MLP,Accuracy,TSTR,0.3445,0.03427422095718912,2,0.3199816993409044,0.3690183006590955
6. Wine dataset,GaussianCopula,MLP,F1,TRTR,0.4715816518615708,0.02583861054469161,2,0.45309782336728255,0.49006548035585906
6. Wine dataset,GaussianCopula,MLP,F1,TSTR,0.3409888639483044,0.03158140154753906,2,0.3183968902504815,0.3635808376461273
6. Wine dataset,GaussianCopula,MLP,Precision,TRTR,0.472599997358629,0.02756640214072062,2,0.45288018121401274,0.4923198135032453
6. Wine dataset,GaussianCopula,MLP,Precision,TSTR,0.3402002391629605,0.03207097550409921,2,0.31725804535432023,0.36314243297160076
6. Wine dataset,GaussianCopula,MLP,Recall,TRTR,0.4745,0.02532565673164052,2,0.45638311655833086,0.4926168834416691
6. Wine dataset,GaussianCopula,MLP,Recall,TSTR,0.3445,0.03427422095718912,2,0.3199816993409044,0.3690183006590955
6. Wine dataset,GaussianCopula,Naive Bayes,Accuracy,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,GaussianCopula,Naive Bayes,Accuracy,TSTR,0.4065,0.02656752403468064,2,0.38749473820678,0.42550526179321996
6. Wine dataset,GaussianCopula,Naive Bayes,F1,TRTR,0.4140512503685829,0.0504610547885627,2,0.3779535863421286,0.45014891439503724
6. Wine dataset,GaussianCopula,Naive Bayes,F1,TSTR,0.3435129544941885,0.03100326323773791,2,0.32133455602889827,0.36569135295947874
6. Wine dataset,GaussianCopula,Naive Bayes,Precision,TRTR,0.4372885137370445,0.05053409359669786,2,0.4011386008947856,0.47343842657930346
6. Wine dataset,GaussianCopula,Naive Bayes,Precision,TSTR,0.3325481391009368,0.04302447918430777,2,0.30177028078989065,0.3633259974119829
6. Wine dataset,GaussianCopula,Naive Bayes,Recall,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,GaussianCopula,Naive Bayes,Recall,TSTR,0.4065,0.02656752403468064,2,0.38749473820678,0.42550526179321996
6. Wine dataset,GaussianCopula,Random Forest,Accuracy,TRTR,0.535,0.02236067977499788,2,0.5190041333003615,0.5509958666996385
6. Wine dataset,GaussianCopula,Random Forest,Accuracy,TSTR,0.425,0.0209496751499609,2,0.41001350520326313,0.43998649479673685
6. Wine dataset,GaussianCopula,Random Forest,F1,TRTR,0.5096032595467455,0.02043462656654578,2,0.4949852083110741,0.5242213107824167
6. Wine dataset,GaussianCopula,Random Forest,F1,TSTR,0.3504758292611798,0.02481788924930481,2,0.33272218079463584,0.3682294777277238
6. Wine dataset,GaussianCopula,Random Forest,Precision,TRTR,0.5084864004161412,0.01714437887528287,2,0.496222050588827,0.5207507502434554
6. Wine dataset,GaussianCopula,Random Forest,Precision,TSTR,0.3421337848316235,0.04923638961517802,2,0.3069121934944733,0.3773553761687737
6. Wine dataset,GaussianCopula,Random Forest,Recall,TRTR,0.535,0.02236067977499788,2,0.5190041333003615,0.5509958666996385
6. Wine dataset,GaussianCopula,Random Forest,Recall,TSTR,0.425,0.0209496751499609,2,0.41001350520326313,0.43998649479673685
6. Wine dataset,GaussianCopula,SVM-RBF,Accuracy,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,GaussianCopula,SVM-RBF,Accuracy,TSTR,0.444,0.01100504934614613,2,0.4361274619494919,0.4518725380505081
6. Wine dataset,GaussianCopula,SVM-RBF,F1,TRTR,0.4764639254304625,0.03395646864249448,2,0.4521729310840776,0.5007549197768475
6. Wine dataset,GaussianCopula,SVM-RBF,F1,TSTR,0.2969046156160378,0.01042854451523149,2,0.2894444842776601,0.3043647469544155
6. Wine dataset,GaussianCopula,SVM-RBF,Precision,TRTR,0.5045453885552329,0.04261598254261716,2,0.47405975113789317,0.5350310259725726
6. Wine dataset,GaussianCopula,SVM-RBF,Precision,TSTR,0.2603180559973985,0.0547283804603587,2,0.22116773108152357,0.29946838091327344
6. Wine dataset,GaussianCopula,SVM-RBF,Recall,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,GaussianCopula,SVM-RBF,Recall,TSTR,0.444,0.01100504934614613,2,0.4361274619494919,0.4518725380505081
6. Wine dataset,TVAE,AdaBoost,Accuracy,TRTR,0.4595,0.03789239149662281,2,0.43239341605847703,0.486606583941523
6. Wine dataset,TVAE,AdaBoost,Accuracy,TSTR,0.4855,0.0334539484465835,2,0.4615684869461586,0.5094315130538414
6. Wine dataset,TVAE,AdaBoost,F1,TRTR,0.424146743332422,0.03163318663811363,2,0.40151772481242937,0.4467757618524147
6. Wine dataset,TVAE,AdaBoost,F1,TSTR,0.4387651568389225,0.04142869966151842,2,0.40912885042993846,0.4684014632479065
6. Wine dataset,TVAE,AdaBoost,Precision,TRTR,0.4243662568348373,0.03566842911425866,2,0.39885059974219683,0.4498819139274778
6. Wine dataset,TVAE,AdaBoost,Precision,TSTR,0.4296345679921447,0.06203363104856749,2,0.3852583816180193,0.47401075436627016
6. Wine dataset,TVAE,AdaBoost,Recall,TRTR,0.4595,0.03789239149662281,2,0.43239341605847703,0.486606583941523
6. Wine dataset,TVAE,AdaBoost,Recall,TSTR,0.4855,0.0334539484465835,2,0.4615684869461586,0.5094315130538414
6. Wine dataset,TVAE,Decision Tree,Accuracy,TRTR,0.446,0.05026595932305149,2,0.41004189886212616,0.48195810113787385
6. Wine dataset,TVAE,Decision Tree,Accuracy,TSTR,0.4585,0.03464502529624964,2,0.4337164418961871,0.48328355810381296
6. Wine dataset,TVAE,Decision Tree,F1,TRTR,0.4469044166072488,0.04840262260912238,2,0.41227926625586575,0.4815295669586318
6. Wine dataset,TVAE,Decision Tree,F1,TSTR,0.4248512177378179,0.03153786087348476,2,0.40229039116187115,0.4474120443137647
6. Wine dataset,TVAE,Decision Tree,Precision,TRTR,0.4513758064714676,0.04760534329861919,2,0.4173209953808546,0.48543061756208056
6. Wine dataset,TVAE,Decision Tree,Precision,TSTR,0.4179618846037099,0.03516518592660506,2,0.392806226000749,0.44311754320667085
6. Wine dataset,TVAE,Decision Tree,Recall,TRTR,0.446,0.05026595932305149,2,0.41004189886212616,0.48195810113787385
6. Wine dataset,TVAE,Decision Tree,Recall,TSTR,0.4585,0.03464502529624964,2,0.4337164418961871,0.48328355810381296
6. Wine dataset,TVAE,Extra Trees,Accuracy,TRTR,0.5325,0.02395017977199988,2,0.5153670735004376,0.5496329264995623
6. Wine dataset,TVAE,Extra Trees,Accuracy,TSTR,0.5065,0.02249073883475895,2,0.49041109465377497,0.5225889053462249
6. Wine dataset,TVAE,Extra Trees,F1,TRTR,0.5076095129783865,0.02294901087352562,2,0.4911927795644085,0.5240262463923646
6. Wine dataset,TVAE,Extra Trees,F1,TSTR,0.4404703541933913,0.02702616733581081,2,0.4211369987473226,0.45980370963946005
6. Wine dataset,TVAE,Extra Trees,Precision,TRTR,0.5092605944759075,0.02638681476081419,2,0.490384604309724,0.528136584642091
6. Wine dataset,TVAE,Extra Trees,Precision,TSTR,0.4888572959014913,0.03927961662964703,2,0.46075835088089884,0.5169562409220837
6. Wine dataset,TVAE,Extra Trees,Recall,TRTR,0.5325,0.02395017977199988,2,0.5153670735004376,0.5496329264995623
6. Wine dataset,TVAE,Extra Trees,Recall,TSTR,0.5065,0.02249073883475895,2,0.49041109465377497,0.5225889053462249
6. Wine dataset,TVAE,Gradient Boosting,Accuracy,TRTR,0.5285,0.02934942740308384,2,0.5075046844204005,0.5494953155795994
6. Wine dataset,TVAE,Gradient Boosting,Accuracy,TSTR,0.4949999999999999,0.02808716591058787,2,0.4749076518962206,0.5150923481037792
6. Wine dataset,TVAE,Gradient Boosting,F1,TRTR,0.5114407431836887,0.0297095730982321,2,0.49018779489390296,0.5326936914734745
6. Wine dataset,TVAE,Gradient Boosting,F1,TSTR,0.4454899570460046,0.02937967742821912,2,0.4244730019020183,0.46650691218999085
6. Wine dataset,TVAE,Gradient Boosting,Precision,TRTR,0.5115083500684671,0.03963566060318449,2,0.4831547065325691,0.539861993604365
6. Wine dataset,TVAE,Gradient Boosting,Precision,TSTR,0.462092088539108,0.03747254264251245,2,0.43528584637484413,0.48889833070337185
6. Wine dataset,TVAE,Gradient Boosting,Recall,TRTR,0.5285,0.02934942740308384,2,0.5075046844204005,0.5494953155795994
6. Wine dataset,TVAE,Gradient Boosting,Recall,TSTR,0.4949999999999999,0.02808716591058787,2,0.4749076518962206,0.5150923481037792
6. Wine dataset,TVAE,KNN,Accuracy,TRTR,0.4905,0.02660931332363833,2,0.4714648439503278,0.5095351560496723
6. Wine dataset,TVAE,KNN,Accuracy,TSTR,0.4865,0.03018921809005476,2,0.4649039343528912,0.5080960656471087
6. Wine dataset,TVAE,KNN,F1,TRTR,0.4727264463318853,0.02540733019568748,2,0.4545511372136742,0.49090175545009646
6. Wine dataset,TVAE,KNN,F1,TSTR,0.4236466497009961,0.03458618340003264,2,0.3989051845540034,0.44838811484798874
6. Wine dataset,TVAE,KNN,Precision,TRTR,0.4749014687612531,0.03498540312071637,2,0.44987441903006264,0.4999285184924436
6. Wine dataset,TVAE,KNN,Precision,TSTR,0.4716695194125005,0.04153007959385238,2,0.4419606901687928,0.5013783486562082
6. Wine dataset,TVAE,KNN,Recall,TRTR,0.4905,0.02660931332363833,2,0.4714648439503278,0.5095351560496723
6. Wine dataset,TVAE,KNN,Recall,TSTR,0.4865,0.03018921809005476,2,0.4649039343528912,0.5080960656471087
6. Wine dataset,TVAE,Logistic Regression,Accuracy,TRTR,0.5119999999999999,0.02888675205772439,2,0.4913356624239339,0.5326643375760659
6. Wine dataset,TVAE,Logistic Regression,Accuracy,TSTR,0.4989999999999999,0.01926424436906654,2,0.48521918975194117,0.5127808102480587
6. Wine dataset,TVAE,Logistic Regression,F1,TRTR,0.4689260601100788,0.02691766313508905,2,0.4496703238933251,0.4881817963268325
6. Wine dataset,TVAE,Logistic Regression,F1,TSTR,0.406833725306517,0.02037530871496928,2,0.39225810750561935,0.4214093431074147
6. Wine dataset,TVAE,Logistic Regression,Precision,TRTR,0.487483866843865,0.04678191837031947,2,0.4540180984622742,0.5209496352254559
6. Wine dataset,TVAE,Logistic Regression,Precision,TSTR,0.4222184821640678,0.06501289885173335,2,0.3757110559921589,0.4687259083359767
6. Wine dataset,TVAE,Logistic Regression,Recall,TRTR,0.5119999999999999,0.02888675205772439,2,0.4913356624239339,0.5326643375760659
6. Wine dataset,TVAE,Logistic Regression,Recall,TSTR,0.4989999999999999,0.01926424436906654,2,0.48521918975194117,0.5127808102480587
6. Wine dataset,TVAE,MLP,Accuracy,TRTR,0.4745,0.02532565673164052,2,0.45638311655833086,0.4926168834416691
6. Wine dataset,TVAE,MLP,Accuracy,TSTR,0.504,0.02118699810942762,2,0.48884373458525904,0.5191562654147409
6. Wine dataset,TVAE,MLP,F1,TRTR,0.4715816518615708,0.02583861054469161,2,0.45309782336728255,0.49006548035585906
6. Wine dataset,TVAE,MLP,F1,TSTR,0.461695535054395,0.02493723704566233,2,0.44385651031751217,0.4795345597912778
6. Wine dataset,TVAE,MLP,Precision,TRTR,0.472599997358629,0.02756640214072062,2,0.45288018121401274,0.4923198135032453
6. Wine dataset,TVAE,MLP,Precision,TSTR,0.4730501824260688,0.02535253046526918,2,0.4549140746734587,0.4911862901786789
6. Wine dataset,TVAE,MLP,Recall,TRTR,0.4745,0.02532565673164052,2,0.45638311655833086,0.4926168834416691
6. Wine dataset,TVAE,MLP,Recall,TSTR,0.504,0.02118699810942762,2,0.48884373458525904,0.5191562654147409
6. Wine dataset,TVAE,Naive Bayes,Accuracy,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,TVAE,Naive Bayes,Accuracy,TSTR,0.4705,0.04474930167052889,2,0.43848827801183154,0.5025117219881684
6. Wine dataset,TVAE,Naive Bayes,F1,TRTR,0.4140512503685829,0.0504610547885627,2,0.3779535863421286,0.45014891439503724
6. Wine dataset,TVAE,Naive Bayes,F1,TSTR,0.4488113851673641,0.04251997261367935,2,0.4183944291157335,0.47922834121899466
6. Wine dataset,TVAE,Naive Bayes,Precision,TRTR,0.4372885137370445,0.05053409359669786,2,0.4011386008947856,0.47343842657930346
6. Wine dataset,TVAE,Naive Bayes,Precision,TSTR,0.432994705542419,0.04271528985494668,2,0.4024380279533892,0.4635513831314488
6. Wine dataset,TVAE,Naive Bayes,Recall,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,TVAE,Naive Bayes,Recall,TSTR,0.4705,0.04474930167052889,2,0.43848827801183154,0.5025117219881684
6. Wine dataset,TVAE,Random Forest,Accuracy,TRTR,0.535,0.02236067977499788,2,0.5190041333003615,0.5509958666996385
6. Wine dataset,TVAE,Random Forest,Accuracy,TSTR,0.5055000000000001,0.01499073788117925,2,0.49477627213083747,0.5162237278691626
6. Wine dataset,TVAE,Random Forest,F1,TRTR,0.5096032595467455,0.02043462656654578,2,0.4949852083110741,0.5242213107824167
6. Wine dataset,TVAE,Random Forest,F1,TSTR,0.4509691596203961,0.01409862325288763,2,0.4408836121115151,0.46105470712927704
6. Wine dataset,TVAE,Random Forest,Precision,TRTR,0.5084864004161412,0.01714437887528287,2,0.496222050588827,0.5207507502434554
6. Wine dataset,TVAE,Random Forest,Precision,TSTR,0.4755330291806416,0.02705495744127126,2,0.45617907853380757,0.49488697982747565
6. Wine dataset,TVAE,Random Forest,Recall,TRTR,0.535,0.02236067977499788,2,0.5190041333003615,0.5509958666996385
6. Wine dataset,TVAE,Random Forest,Recall,TSTR,0.5055000000000001,0.01499073788117925,2,0.49477627213083747,0.5162237278691626
6. Wine dataset,TVAE,SVM-RBF,Accuracy,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,TVAE,SVM-RBF,Accuracy,TSTR,0.493,0.0207096327560121,2,0.4781852211875044,0.5078147788124956
6. Wine dataset,TVAE,SVM-RBF,F1,TRTR,0.4764639254304625,0.03395646864249448,2,0.4521729310840776,0.5007549197768475
6. Wine dataset,TVAE,SVM-RBF,F1,TSTR,0.3984998317017142,0.02793525649662519,2,0.37851615304629777,0.41848351035713066
6. Wine dataset,TVAE,SVM-RBF,Precision,TRTR,0.5045453885552329,0.04261598254261716,2,0.47405975113789317,0.5350310259725726
6. Wine dataset,TVAE,SVM-RBF,Precision,TSTR,0.4828646462027549,0.09594457294731518,2,0.4142300333527909,0.5514992590527188
6. Wine dataset,TVAE,SVM-RBF,Recall,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,TVAE,SVM-RBF,Recall,TSTR,0.493,0.0207096327560121,2,0.4781852211875044,0.5078147788124956
6. Wine dataset,TabDDPM,Decision Tree,Accuracy,TRTR,0.446,0.05026595932305149,2,0.41004189886212616,0.48195810113787385
6. Wine dataset,TabDDPM,Decision Tree,Accuracy,TSTR,0.3125000000000001,0.03529636430757895,2,0.28725050203629315,0.33774949796370707
6. Wine dataset,TabDDPM,Decision Tree,F1,TRTR,0.4469044166072488,0.04840262260912238,2,0.41227926625586575,0.4815295669586318
6. Wine dataset,TabDDPM,Decision Tree,F1,TSTR,0.3106182148359271,0.03565701503871525,2,0.28511072288105205,0.33612570679080217
6. Wine dataset,TabDDPM,Decision Tree,Precision,TRTR,0.4513758064714676,0.04760534329861919,2,0.4173209953808546,0.48543061756208056
6. Wine dataset,TabDDPM,Decision Tree,Precision,TSTR,0.3109582762287878,0.03760940451383384,2,0.2840541289797077,0.3378624234778679
6. Wine dataset,TabDDPM,Decision Tree,Recall,TRTR,0.446,0.05026595932305149,2,0.41004189886212616,0.48195810113787385
6. Wine dataset,TabDDPM,Decision Tree,Recall,TSTR,0.3125000000000001,0.03529636430757895,2,0.28725050203629315,0.33774949796370707
6. Wine dataset,TabDDPM,Extra Trees,Accuracy,TRTR,0.5445,0.03616705068920542,2,0.5186276505202465,0.5703723494797535
6. Wine dataset,TabDDPM,Extra Trees,Accuracy,TSTR,0.4425000000000001,0.03002313922441971,2,0.4210227400163621,0.46397725998363815
6. Wine dataset,TabDDPM,Extra Trees,F1,TRTR,0.5181499755979195,0.03479957323639234,2,0.4932558605578193,0.5430440906380198
6. Wine dataset,TabDDPM,Extra Trees,F1,TSTR,0.3757464868811154,0.02790099759433887,2,0.355787315568041,0.3957056581941898
6. Wine dataset,TabDDPM,Extra Trees,Precision,TRTR,0.5235451992296836,0.03336084781808982,2,0.49968028635338696,0.5474101121059801
6. Wine dataset,TabDDPM,Extra Trees,Precision,TSTR,0.3408183809947106,0.03477639410422089,2,0.315940847306884,0.36569591468253726
6. Wine dataset,TabDDPM,Extra Trees,Recall,TRTR,0.5445,0.03616705068920542,2,0.5186276505202465,0.5703723494797535
6. Wine dataset,TabDDPM,Extra Trees,Recall,TSTR,0.4425000000000001,0.03002313922441971,2,0.4210227400163621,0.46397725998363815
6. Wine dataset,TabDDPM,GaussianNB,Accuracy,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,TabDDPM,GaussianNB,Accuracy,TSTR,0.259,0.04427188724235732,2,0.2273297997200426,0.2906702002799574
6. Wine dataset,TabDDPM,GaussianNB,F1,TRTR,0.4140512503685829,0.0504610547885627,2,0.3779535863421286,0.45014891439503724
6. Wine dataset,TabDDPM,GaussianNB,F1,TSTR,0.2461474194614722,0.05013565057948681,2,0.210282535583218,0.28201230333972643
6. Wine dataset,TabDDPM,GaussianNB,Precision,TRTR,0.4372885137370445,0.05053409359669786,2,0.4011386008947856,0.47343842657930346
6. Wine dataset,TabDDPM,GaussianNB,Precision,TSTR,0.3157446307156334,0.05087482514026993,2,0.2793509732105921,0.3521382882206747
6. Wine dataset,TabDDPM,GaussianNB,Recall,TRTR,0.4115,0.05126456432620446,2,0.3748275398767661,0.44817246012323386
6. Wine dataset,TabDDPM,GaussianNB,Recall,TSTR,0.259,0.04427188724235732,2,0.2273297997200426,0.2906702002799574
6. Wine dataset,TabDDPM,Gradient Boosting,Accuracy,TRTR,0.5285,0.02934942740308384,2,0.5075046844204005,0.5494953155795994
6. Wine dataset,TabDDPM,Gradient Boosting,Accuracy,TSTR,0.4025,0.03259601202601325,2,0.37918221768951244,0.4258177823104876
6. Wine dataset,TabDDPM,Gradient Boosting,F1,TRTR,0.5114407431836887,0.0297095730982321,2,0.49018779489390296,0.5326936914734745
6. Wine dataset,TabDDPM,Gradient Boosting,F1,TSTR,0.3624521967094488,0.02633920860816299,2,0.34361026193333183,0.38129413148556573
6. Wine dataset,TabDDPM,Gradient Boosting,Precision,TRTR,0.5115083500684671,0.03963566060318449,2,0.4831547065325691,0.539861993604365
6. Wine dataset,TabDDPM,Gradient Boosting,Precision,TSTR,0.3505414786705796,0.0341799753040595,2,0.32609059729030976,0.37499236005084946
6. Wine dataset,TabDDPM,Gradient Boosting,Recall,TRTR,0.5285,0.02934942740308384,2,0.5075046844204005,0.5494953155795994
6. Wine dataset,TabDDPM,Gradient Boosting,Recall,TSTR,0.4025,0.03259601202601325,2,0.37918221768951244,0.4258177823104876
6. Wine dataset,TabDDPM,KNN,Accuracy,TRTR,0.4905,0.02660931332363833,2,0.4714648439503278,0.5095351560496723
6. Wine dataset,TabDDPM,KNN,Accuracy,TSTR,0.398,0.03326659986633241,2,0.37420250804686833,0.4217974919531317
6. Wine dataset,TabDDPM,KNN,F1,TRTR,0.4727264463318853,0.02540733019568748,2,0.4545511372136742,0.49090175545009646
6. Wine dataset,TabDDPM,KNN,F1,TSTR,0.3644564245160883,0.02961987341077687,2,0.34326764351718864,0.38564520551498793
6. Wine dataset,TabDDPM,KNN,Precision,TRTR,0.4749014687612531,0.03498540312071637,2,0.44987441903006264,0.4999285184924436
6. Wine dataset,TabDDPM,KNN,Precision,TSTR,0.3653369670487315,0.05268964630438894,2,0.32764506469080384,0.4030288694066591
6. Wine dataset,TabDDPM,KNN,Recall,TRTR,0.4905,0.02660931332363833,2,0.4714648439503278,0.5095351560496723
6. Wine dataset,TabDDPM,KNN,Recall,TSTR,0.398,0.03326659986633241,2,0.37420250804686833,0.4217974919531317
6. Wine dataset,TabDDPM,LogisticRegression,Accuracy,TRTR,0.516,0.0323006707876684,2,0.4928934920839856,0.5391065079160144
6. Wine dataset,TabDDPM,LogisticRegression,Accuracy,TSTR,0.4695,0.02153163047962487,2,0.4540971994392113,0.48490280056078866
6. Wine dataset,TabDDPM,LogisticRegression,F1,TRTR,0.4856303810997205,0.03437761755218231,2,0.46103811497234093,0.5102226472271001
6. Wine dataset,TabDDPM,LogisticRegression,F1,TSTR,0.350756371822399,0.03672417292236467,2,0.32448548110567543,0.37702726253912255
6. Wine dataset,TabDDPM,LogisticRegression,Precision,TRTR,0.4922643514563336,0.03879392900354631,2,0.46451284643322543,0.5200158564794418
6. Wine dataset,TabDDPM,LogisticRegression,Precision,TSTR,0.363893064676129,0.04008317502850868,2,0.3352192886055459,0.39256684074671205
6. Wine dataset,TabDDPM,LogisticRegression,Recall,TRTR,0.516,0.0323006707876684,2,0.4928934920839856,0.5391065079160144
6. Wine dataset,TabDDPM,LogisticRegression,Recall,TSTR,0.4695,0.02153163047962487,2,0.4540971994392113,0.48490280056078866
6. Wine dataset,TabDDPM,MLP,Accuracy,TRTR,0.4934999999999999,0.02173706511928418,2,0.4779502403510017,0.5090497596489981
6. Wine dataset,TabDDPM,MLP,Accuracy,TSTR,0.388,0.03409138046812159,2,0.36361249554745323,0.4123875044525468
6. Wine dataset,TabDDPM,MLP,F1,TRTR,0.4886996112849813,0.02096175140602375,2,0.4737044776550714,0.5036947449148912
6. Wine dataset,TabDDPM,MLP,F1,TSTR,0.3682913639637224,0.02801533116234942,2,0.3482504033431854,0.3883323245842594
6. Wine dataset,TabDDPM,MLP,Precision,TRTR,0.4870717277628683,0.02021725558543148,2,0.4726091743596985,0.501534281166038
6. Wine dataset,TabDDPM,MLP,Precision,TSTR,0.3551383914659169,0.02610207257808575,2,0.3364660935865744,0.3738106893452594
6. Wine dataset,TabDDPM,MLP,Recall,TRTR,0.4934999999999999,0.02173706511928418,2,0.4779502403510017,0.5090497596489981
6. Wine dataset,TabDDPM,MLP,Recall,TSTR,0.388,0.03409138046812159,2,0.36361249554745323,0.4123875044525468
6. Wine dataset,TabDDPM,Random Forest,Accuracy,TRTR,0.5269999999999999,0.02057506581601463,2,0.5122814845773492,0.5417185154226506
6. Wine dataset,TabDDPM,Random Forest,Accuracy,TSTR,0.437,0.0216281709300111,2,0.4215281385613203,0.4524718614386797
6. Wine dataset,TabDDPM,Random Forest,F1,TRTR,0.502235986809161,0.01826493340225706,2,0.48917004056243935,0.5153019330558828
6. Wine dataset,TabDDPM,Random Forest,F1,TSTR,0.3663925343872023,0.02247249813694112,2,0.3503166776501314,0.3824683911242732
6. Wine dataset,TabDDPM,Random Forest,Precision,TRTR,0.5017166937927628,0.01752852197902831,2,0.48917754454329654,0.5142558430422292
6. Wine dataset,TabDDPM,Random Forest,Precision,TSTR,0.3261509257042055,0.0204915208342129,2,0.31149217476124735,0.34080967664716366
6. Wine dataset,TabDDPM,Random Forest,Recall,TRTR,0.5269999999999999,0.02057506581601463,2,0.5122814845773492,0.5417185154226506
6. Wine dataset,TabDDPM,Random Forest,Recall,TSTR,0.437,0.0216281709300111,2,0.4215281385613203,0.4524718614386797
6. Wine dataset,TabDDPM,SVC-RBF,Accuracy,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,TabDDPM,SVC-RBF,Accuracy,TSTR,0.4600000000000001,0.003333333333333337,2,0.45761547698003896,0.4623845230199612
6. Wine dataset,TabDDPM,SVC-RBF,F1,TRTR,0.4764639254304625,0.03395646864249448,2,0.4521729310840776,0.5007549197768475
6. Wine dataset,TabDDPM,SVC-RBF,F1,TSTR,0.293839022853827,0.01092730804564972,2,0.2860220975795095,0.3016559481281445
6. Wine dataset,TabDDPM,SVC-RBF,Precision,TRTR,0.5045453885552329,0.04261598254261716,2,0.47405975113789317,0.5350310259725726
6. Wine dataset,TabDDPM,SVC-RBF,Precision,TSTR,0.2591519757931032,0.1057427559595797,2,0.18350816505917814,0.33479578652702824
6. Wine dataset,TabDDPM,SVC-RBF,Recall,TRTR,0.5254999999999999,0.03312015163679728,2,0.5018072707992359,0.5491927292007638
6. Wine dataset,TabDDPM,SVC-RBF,Recall,TSTR,0.4600000000000001,0.003333333333333337,2,0.45761547698003896,0.4623845230199612
6. Wine dataset,WGAN_GP,AdaBoost,Accuracy,TRTR,0.4595,0.03789239149662281,2,0.43239341605847703,0.486606583941523
6. Wine dataset,WGAN_GP,AdaBoost,Accuracy,TSTR,0.409,0.04306326095924975,2,0.3781943988784226,0.43980560112157735
6. Wine dataset,WGAN_GP,AdaBoost,F1,TRTR,0.424146743332422,0.03163318663811363,2,0.40151772481242937,0.4467757618524147
6. Wine dataset,WGAN_GP,AdaBoost,F1,TSTR,0.3971469482092719,0.04658859533926709,2,0.36381947479303095,0.4304744216255128
6. Wine dataset,WGAN_GP,AdaBoost,Precision,TRTR,0.4243662568348373,0.03566842911425866,2,0.39885059974219683,0.4498819139274778
6. Wine dataset,WGAN_GP,AdaBoost,Precision,TSTR,0.4161164098985861,0.05082979638603448,2,0.37975496402385517,0.45247785577331706
6. Wine dataset,WGAN_GP,AdaBoost,Recall,TRTR,0.4595,0.03789239149662281,2,0.43239341605847703,0.486606583941523
6. Wine dataset,WGAN_GP,AdaBoost,Recall,TSTR,0.409,0.04306326095924975,2,0.3781943988784226,0.43980560112157735
6. Wine dataset,WGAN_GP,Decision Tree,Accuracy,TRTR,0.446,0.05026595932305149,2,0.41004189886212616,0.48195810113787385
6. Wine dataset,WGAN_GP,Decision Tree,Accuracy,TSTR,0.3555,0.03554730807123251,2,0.33007098768194876,0.3809290123180512
6. Wine dataset,WGAN_GP,Decision Tree,F1,TRTR,0.4469044166072488,0.04840262260912238,2,0.41227926625586575,0.4815295669586318
6. Wine dataset,WGAN_GP,Decision Tree,F1,TSTR,0.3656817129730287,0.0367630013337913,2,0.33938304608404257,0.39198037986201484
6. Wine dataset,WGAN_GP,Decision Tree,Precision,TRTR,0.4513758064714676,0.04760534329861919,2,0.4173209953808546,0.48543061756208056
