Dataset,Dataset_Short,Generator,Num_Matches,Source_File,Mapping_Method,Metric,Mean,Source_Note,Median,Min,Max,Std
12. Air Quality,AirQuality,CopulaGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9658485018218728,curated_mapping_cost_comparison,,,,
8. Mushroom dataset,Mushroom,CopulaGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.989882442334801,curated_mapping_cost_comparison,,,,
10. Metro interstate,Metro,TVAE,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9957562261949416,curated_mapping_cost_comparison,,,,
8. Mushroom dataset,Mushroom,TVAE,10000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9835869904792532,curated_mapping_cost_comparison,,,,
10. Metro interstate,Metro,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9897666683510477,curated_mapping_cost_comparison,,,,
10. Metro interstate,Metro,CTGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9998118622548122,curated_mapping_cost_comparison,,,,
7. CDC diabetes dataset,CDC_Diabetes,CopulaGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9945577524214452,curated_mapping_cost_comparison,,,,
7. CDC diabetes dataset,CDC_Diabetes,GaussianCopula,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9971737677781224,curated_mapping_cost_comparison,,,,
7. CDC diabetes dataset,CDC_Diabetes,TVAE,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9983234912644736,curated_mapping_cost_comparison,,,,
10. Metro interstate,Metro,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9930134503165852,curated_mapping_cost_comparison,,,,
8. Mushroom dataset,Mushroom,CTGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9887827505945156,curated_mapping_cost_comparison,,,,
10. Metro interstate,Metro,CopulaGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9999827423012392,curated_mapping_cost_comparison,,,,
8. Mushroom dataset,Mushroom,GaussianCopula,10000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9944284213885014,curated_mapping_cost_comparison,,,,
12. Air Quality,AirQuality,GaussianCopula,1000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9978391067700032,curated_mapping_cost_comparison,,,,
7. CDC diabetes dataset,CDC_Diabetes,CTGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Hungarian,Cosine Similarity,0.9851661008568016,curated_mapping_cost_comparison,,,,
15. Real Estate Valuation,RealEstate,CTGAN,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.050747,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,TVAE,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.043196,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,CopulaGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004608,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,TVAE,19020.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.033048,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,ForestDiffusion,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.020406,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.003079,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,CopulaGAN,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.050764,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,CTABGAN,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.003831,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,TabDDPM,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.05887,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,TVAE,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.010488,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,GaussianCopula,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.012774,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,CTGAN,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.002569,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,GaussianCopula,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.006954,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,CopulaGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00665,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00882,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,GaussianCopula,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00501,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,CTGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.006918,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,CTGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.016607,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,GaussianCopula,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.037933,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,CTGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00592,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,CopulaGAN,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.042749,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,WGAN_GP,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.00211,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.006147,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.013373,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,TVAE,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.007304,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000365,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,TVAE,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.009913,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,CTABGAN,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.016572,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,CopulaGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.006086,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,TVAE,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.050741,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.001184,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.037414,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,WGAN_GP,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.021422,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,GaussianCopula,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.050746,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000778,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,CopulaGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.007748,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.010261,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,TVAE,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.017064,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.032389,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,CTGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.004886,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.009172,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,GaussianCopula,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.004156,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,TVAE,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.02507,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-6.3e-05,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.007307,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,CTABGAN,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.008807,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,CTGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.028863,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
7. CDC diabetes dataset,CDC_Diabetes,CopulaGAN,5000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.000336,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,CopulaGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.014609,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.006439,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,GaussianCopula,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.026794,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.019165,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,CTGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.016167,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,CopulaGAN,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.004861,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,GaussianCopula,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.020781,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.028239,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,TVAE,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.038429,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.010754,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
8. Mushroom dataset,Mushroom,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.005969,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.013872,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,CTGAN,19020.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.028233,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,19020.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.017636,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.025724,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,19020.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004072,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
1. Cancer,Cancer,CTGAN,569.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.007301,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.002602,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,TVAE,10000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.047822,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.07272,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,CTGAN,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004921,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.015111,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,GaussianCopula,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004029,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
10. Metro interstate,Metro,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.003326,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.027586,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.007068,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
12. Air Quality,AirQuality,CTABGAN,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.006073,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
11. online shopping,OnlineShop,CopulaGAN,,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.006996,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,WGAN_GP,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.006048,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,WGAN_GP,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.023284,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,CTABGAN,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.009937,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,CTGAN,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.007544,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,ForestDiffusion,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.023181,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,CopulaGAN,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.006982,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,ForestDiffusion,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.003124,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,GaussianCopula,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.016283,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
15. Real Estate Valuation,RealEstate,TabDDPM,414.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.031771,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,TVAE,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.01326,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
2. Alzhimers,Alzheimers,TabDDPM,373.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.02195,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,CTABGAN,448.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.002905,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.031479,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,CTGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.000376,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,CopulaGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.000428,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,CopulaGAN,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.001534,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,ForestDiffusion,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000579,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,GaussianCopula,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.001194,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
13. Concrete Compressive Strength,Concrete,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.002792,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,TVAE,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00282,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,TabDDPM,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.001883,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.020289,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.05826,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,WGAN_GP,448.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004645,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,CTABGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.00224,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,CTGAN,6497.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.005918,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,CopulaGAN,6497.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.005261,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.028548,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,GaussianCopula,6497.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.003519,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,TVAE,6497.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.014057,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
6. Wine dataset,Wine,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.000788,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
5. Bank Markting,Bank,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.030217,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
14. Energy Efficiency,Energy,WGAN_GP,768.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000862,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,GaussianCopula,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.000576,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.054662,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,WGAN_GP,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000121,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,CTGAN,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.000336,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,ForestDiffusion,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.004782,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
3. Adult,Adult,TVAE,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.005204,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,GaussianCopula,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.002111,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,TVAE,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,0.009101,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
4. Forest cover dataset,ForestCover,TabDDPM,1000.0,Agreed analysis/mapping_cost_comparison.csv,Pairwise (no assignment),Cosine Similarity,-0.020852,pairwise_mean_all_pairs_NOT_a_mapping_method,,,,
