Dataset,Dataset_Short,Generator,Mapping_Method,Metric,Available,Mean
7. CDC diabetes dataset,CDC_Diabetes,WGAN_GP,Hungarian,Cosine Similarity,True,0.982831
7. CDC diabetes dataset,CDC_Diabetes,WGAN_GP,Hungarian,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,Greedy,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,6.856
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,Hungarian,Cosine Similarity,True,0.986286
7. CDC diabetes dataset,CDC_Diabetes,CTABGAN,Hungarian,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,Greedy,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,8.5135
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,Hungarian,Cosine Similarity,True,0.946035
7. CDC diabetes dataset,CDC_Diabetes,TabDDPM,Hungarian,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,Greedy,Mahalanobis Distance,False,
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,2.7934
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,Hungarian,Cosine Similarity,True,0.995394
7. CDC diabetes dataset,CDC_Diabetes,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CTGAN,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CTGAN,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CTGAN,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CTGAN,Hungarian,Cosine Similarity,True,0.9887827505945156
8. Mushroom dataset,Mushroom,CTGAN,Hungarian,Mahalanobis Distance,True,0.4861690905004704
8. Mushroom dataset,Mushroom,CopulaGAN,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CopulaGAN,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CopulaGAN,Hungarian,Cosine Similarity,True,0.989882442334801
8. Mushroom dataset,Mushroom,CopulaGAN,Hungarian,Mahalanobis Distance,True,0.5394674015084815
8. Mushroom dataset,Mushroom,TVAE,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,TVAE,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,TVAE,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,TVAE,Hungarian,Cosine Similarity,True,0.9835869904792532
8. Mushroom dataset,Mushroom,TVAE,Hungarian,Mahalanobis Distance,True,0.4330184728020023
8. Mushroom dataset,Mushroom,GaussianCopula,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,GaussianCopula,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,GaussianCopula,Hungarian,Cosine Similarity,True,0.9944284213885014
8. Mushroom dataset,Mushroom,GaussianCopula,Hungarian,Mahalanobis Distance,True,0.3940570978261434
8. Mushroom dataset,Mushroom,WGAN_GP,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,WGAN_GP,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,1.1701
8. Mushroom dataset,Mushroom,WGAN_GP,Hungarian,Cosine Similarity,True,0.864065
8. Mushroom dataset,Mushroom,WGAN_GP,Hungarian,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CTABGAN,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CTABGAN,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,1.9831
8. Mushroom dataset,Mushroom,CTABGAN,Hungarian,Cosine Similarity,True,0.9666
8. Mushroom dataset,Mushroom,CTABGAN,Hungarian,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,TabDDPM,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,TabDDPM,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,9.3739
8. Mushroom dataset,Mushroom,TabDDPM,Hungarian,Cosine Similarity,True,0.810579
8. Mushroom dataset,Mushroom,TabDDPM,Hungarian,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,ForestDiffusion,Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,ForestDiffusion,Greedy,Mahalanobis Distance,False,
8. Mushroom dataset,Mushroom,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
8. Mushroom dataset,Mushroom,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,0.6321
8. Mushroom dataset,Mushroom,ForestDiffusion,Hungarian,Cosine Similarity,True,0.988409
8. Mushroom dataset,Mushroom,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,CTGAN,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CTGAN,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,CTGAN,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CTGAN,One-to-One Greedy,Mahalanobis Distance,True,2.43384
9. MAGIC Gamma Telescope,MAGIC,CTGAN,Hungarian,Cosine Similarity,True,0.987115
9. MAGIC Gamma Telescope,MAGIC,CTGAN,Hungarian,Mahalanobis Distance,True,3.259152594267476
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,True,2.200845
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,Hungarian,Cosine Similarity,True,0.983916
9. MAGIC Gamma Telescope,MAGIC,CopulaGAN,Hungarian,Mahalanobis Distance,True,2.898899999348318
9. MAGIC Gamma Telescope,MAGIC,TVAE,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,TVAE,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,TVAE,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,TVAE,One-to-One Greedy,Mahalanobis Distance,True,1.25837
9. MAGIC Gamma Telescope,MAGIC,TVAE,Hungarian,Cosine Similarity,True,0.989433
9. MAGIC Gamma Telescope,MAGIC,TVAE,Hungarian,Mahalanobis Distance,True,1.871005046571554
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,True,1.948976
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,Hungarian,Cosine Similarity,True,0.946915
9. MAGIC Gamma Telescope,MAGIC,GaussianCopula,Hungarian,Mahalanobis Distance,True,2.29071670862113
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,1.209
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,Hungarian,Cosine Similarity,True,0.997771
9. MAGIC Gamma Telescope,MAGIC,WGAN_GP,Hungarian,Mahalanobis Distance,True,1.17739482499675
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,1.9498
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,Hungarian,Cosine Similarity,True,0.995642
9. MAGIC Gamma Telescope,MAGIC,CTABGAN,Hungarian,Mahalanobis Distance,True,1.864591197366024
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,4.5721
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,Hungarian,Cosine Similarity,True,0.923839
9. MAGIC Gamma Telescope,MAGIC,TabDDPM,Hungarian,Mahalanobis Distance,True,4.284835835531674
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,Greedy,Mahalanobis Distance,False,
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,1.432
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,Hungarian,Cosine Similarity,True,0.992639
9. MAGIC Gamma Telescope,MAGIC,ForestDiffusion,Hungarian,Mahalanobis Distance,True,1.307832354805954
10. Metro interstate,Metro,CTGAN,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CTGAN,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CTGAN,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CTGAN,Hungarian,Cosine Similarity,True,0.9998118622548122
10. Metro interstate,Metro,CTGAN,Hungarian,Mahalanobis Distance,True,0.5035159578153979
10. Metro interstate,Metro,CopulaGAN,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CopulaGAN,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CopulaGAN,Hungarian,Cosine Similarity,True,0.9999827423012392
10. Metro interstate,Metro,CopulaGAN,Hungarian,Mahalanobis Distance,True,0.4004089346444876
10. Metro interstate,Metro,TVAE,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,TVAE,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,TVAE,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,TVAE,Hungarian,Cosine Similarity,True,0.9957562261949416
10. Metro interstate,Metro,TVAE,Hungarian,Mahalanobis Distance,True,0.2293317570974291
10. Metro interstate,Metro,GaussianCopula,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,GaussianCopula,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,GaussianCopula,Hungarian,Cosine Similarity,True,0.992558973006293
10. Metro interstate,Metro,GaussianCopula,Hungarian,Mahalanobis Distance,True,27.57770093164357
10. Metro interstate,Metro,WGAN_GP,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,WGAN_GP,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,WGAN_GP,Hungarian,Cosine Similarity,True,0.9897666683510477
10. Metro interstate,Metro,WGAN_GP,Hungarian,Mahalanobis Distance,True,3.055943100071951
10. Metro interstate,Metro,CTABGAN,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CTABGAN,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,CTABGAN,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,CTABGAN,Hungarian,Cosine Similarity,True,0.9930134503165852
10. Metro interstate,Metro,CTABGAN,Hungarian,Mahalanobis Distance,True,2.433241937847617
10. Metro interstate,Metro,TabDDPM,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,TabDDPM,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,TabDDPM,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,TabDDPM,Hungarian,Cosine Similarity,True,0.9498556148901524
10. Metro interstate,Metro,TabDDPM,Hungarian,Mahalanobis Distance,True,13.54874748944148
10. Metro interstate,Metro,ForestDiffusion,Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,ForestDiffusion,Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
10. Metro interstate,Metro,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,False,
10. Metro interstate,Metro,ForestDiffusion,Hungarian,Cosine Similarity,True,0.9962714485893248
10. Metro interstate,Metro,ForestDiffusion,Hungarian,Mahalanobis Distance,True,0.2975506383791378
11. online shopping,OnlineShop,CTGAN,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CTGAN,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CTGAN,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CTGAN,Hungarian,Cosine Similarity,True,0.9999978326412216
11. online shopping,OnlineShop,CTGAN,Hungarian,Mahalanobis Distance,True,1.567793840720491
11. online shopping,OnlineShop,CopulaGAN,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CopulaGAN,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CopulaGAN,Hungarian,Cosine Similarity,True,0.9999985902043173
11. online shopping,OnlineShop,CopulaGAN,Hungarian,Mahalanobis Distance,True,1.58151116938155
11. online shopping,OnlineShop,TVAE,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,TVAE,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,TVAE,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,TVAE,Hungarian,Cosine Similarity,True,0.9999769900404132
11. online shopping,OnlineShop,TVAE,Hungarian,Mahalanobis Distance,True,2.384211658479305
11. online shopping,OnlineShop,GaussianCopula,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,GaussianCopula,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,GaussianCopula,Hungarian,Cosine Similarity,True,0.9999974157084122
11. online shopping,OnlineShop,GaussianCopula,Hungarian,Mahalanobis Distance,True,1.587593292473918
11. online shopping,OnlineShop,WGAN_GP,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,WGAN_GP,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,WGAN_GP,Hungarian,Cosine Similarity,False,
11. online shopping,OnlineShop,WGAN_GP,Hungarian,Mahalanobis Distance,True,3.055943100071951
11. online shopping,OnlineShop,CTABGAN,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CTABGAN,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,CTABGAN,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,CTABGAN,Hungarian,Cosine Similarity,False,
11. online shopping,OnlineShop,CTABGAN,Hungarian,Mahalanobis Distance,True,2.433241937847617
11. online shopping,OnlineShop,TabDDPM,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,TabDDPM,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,TabDDPM,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,TabDDPM,Hungarian,Cosine Similarity,False,
11. online shopping,OnlineShop,TabDDPM,Hungarian,Mahalanobis Distance,True,5.638238186073312
11. online shopping,OnlineShop,ForestDiffusion,Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,ForestDiffusion,Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
11. online shopping,OnlineShop,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,False,
11. online shopping,OnlineShop,ForestDiffusion,Hungarian,Cosine Similarity,False,
11. online shopping,OnlineShop,ForestDiffusion,Hungarian,Mahalanobis Distance,True,1.816702233657161
12. Air Quality,AirQuality,CTGAN,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CTGAN,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CTGAN,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CTGAN,Hungarian,Cosine Similarity,True,0.9740564407359084
12. Air Quality,AirQuality,CTGAN,Hungarian,Mahalanobis Distance,True,145.4258331068809
12. Air Quality,AirQuality,CopulaGAN,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CopulaGAN,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CopulaGAN,Hungarian,Cosine Similarity,True,0.9658485018218728
12. Air Quality,AirQuality,CopulaGAN,Hungarian,Mahalanobis Distance,True,42.25175791284352
12. Air Quality,AirQuality,TVAE,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,TVAE,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,TVAE,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,TVAE,Hungarian,Cosine Similarity,True,0.9959795553323112
12. Air Quality,AirQuality,TVAE,Hungarian,Mahalanobis Distance,True,20.60500284182482
12. Air Quality,AirQuality,GaussianCopula,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,GaussianCopula,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,GaussianCopula,Hungarian,Cosine Similarity,True,0.9978391067700032
12. Air Quality,AirQuality,GaussianCopula,Hungarian,Mahalanobis Distance,True,18.53194361248073
12. Air Quality,AirQuality,WGAN_GP,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,WGAN_GP,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,4.9184
12. Air Quality,AirQuality,WGAN_GP,Hungarian,Cosine Similarity,False,
12. Air Quality,AirQuality,WGAN_GP,Hungarian,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CTABGAN,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CTABGAN,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,9.2838
12. Air Quality,AirQuality,CTABGAN,Hungarian,Cosine Similarity,False,
12. Air Quality,AirQuality,CTABGAN,Hungarian,Mahalanobis Distance,False,
12. Air Quality,AirQuality,TabDDPM,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,TabDDPM,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,6.392
12. Air Quality,AirQuality,TabDDPM,Hungarian,Cosine Similarity,True,0.957594
12. Air Quality,AirQuality,TabDDPM,Hungarian,Mahalanobis Distance,False,
12. Air Quality,AirQuality,ForestDiffusion,Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,ForestDiffusion,Greedy,Mahalanobis Distance,False,
12. Air Quality,AirQuality,ForestDiffusion,One-to-One Greedy,Cosine Similarity,False,
12. Air Quality,AirQuality,ForestDiffusion,One-to-One Greedy,Mahalanobis Distance,True,1.7287
12. Air Quality,AirQuality,ForestDiffusion,Hungarian,Cosine Similarity,True,0.998953
12. Air Quality,AirQuality,ForestDiffusion,Hungarian,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CTGAN,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CTGAN,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CTGAN,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CTGAN,One-to-One Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CTGAN,Hungarian,Cosine Similarity,True,0.9968473117249576
13. Concrete Compressive Strength,Concrete,CTGAN,Hungarian,Mahalanobis Distance,True,5.018744814748363
13. Concrete Compressive Strength,Concrete,CopulaGAN,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CopulaGAN,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CopulaGAN,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CopulaGAN,One-to-One Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CopulaGAN,Hungarian,Cosine Similarity,True,0.9944795361352042
13. Concrete Compressive Strength,Concrete,CopulaGAN,Hungarian,Mahalanobis Distance,True,6.507187039173957
13. Concrete Compressive Strength,Concrete,TVAE,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,TVAE,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,TVAE,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,TVAE,One-to-One Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,TVAE,Hungarian,Cosine Similarity,True,0.9972194728703944
13. Concrete Compressive Strength,Concrete,TVAE,Hungarian,Mahalanobis Distance,True,3.145877314034491
13. Concrete Compressive Strength,Concrete,GaussianCopula,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,GaussianCopula,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,GaussianCopula,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,GaussianCopula,One-to-One Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,GaussianCopula,Hungarian,Cosine Similarity,True,0.9961556904529508
13. Concrete Compressive Strength,Concrete,GaussianCopula,Hungarian,Mahalanobis Distance,True,3.68576914499426
13. Concrete Compressive Strength,Concrete,WGAN_GP,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,WGAN_GP,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,WGAN_GP,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,WGAN_GP,One-to-One Greedy,Mahalanobis Distance,True,3.6759
13. Concrete Compressive Strength,Concrete,WGAN_GP,Hungarian,Cosine Similarity,True,0.976834
13. Concrete Compressive Strength,Concrete,WGAN_GP,Hungarian,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CTABGAN,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CTABGAN,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,CTABGAN,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,CTABGAN,One-to-One Greedy,Mahalanobis Distance,True,3.3377
13. Concrete Compressive Strength,Concrete,CTABGAN,Hungarian,Cosine Similarity,True,0.980089
13. Concrete Compressive Strength,Concrete,CTABGAN,Hungarian,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,TabDDPM,Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,TabDDPM,Greedy,Mahalanobis Distance,False,
13. Concrete Compressive Strength,Concrete,TabDDPM,One-to-One Greedy,Cosine Similarity,False,
13. Concrete Compressive Strength,Concrete,TabDDPM,One-to-One Greedy,Mahalanobis Distance,True,1.7551
13. Concrete Compressive Strength,Concrete,TabDDPM,Hungarian,Cosine Similarity,True,0.998188
13. Concrete Compressive Strength,Concrete,TabDDPM,Hungarian,Mahalanobis Distance,False,
