,ForestDiffusion,GaussianCopula,TVAE,CTABGAN,WGAN-GP,TabDDPM,CTGAN,CopulaGAN
ForestDiffusion,1.0,0.8510607755299454,0.328125642197572,0.1583850392280124,0.1192558246661326,0.06376421977258251,0.014615666537839078,0.00968253248154638
GaussianCopula,0.8510607755299454,1.0,0.9917616474044787,0.9381996495324064,0.9005538197224444,0.7901943288900902,0.4793966024535148,0.40093861278135845
TVAE,0.328125642197572,0.9917616474044787,1.0,0.999967544812433,0.999773316956035,0.9968218216066275,0.9381996495324063,0.9005538197224443
CTABGAN,0.1583850392280124,0.9381996495324064,0.999967544812433,1.0,0.9999999839135403,0.999967544812433,0.9917616474044786,0.9818365844076133
WGAN-GP,0.1192558246661326,0.9005538197224444,0.999773316956035,0.9999999839135403,1.0,0.9999980024121542,0.9968218216066275,0.9917616474044787
TabDDPM,0.06376421977258251,0.7901943288900902,0.9968218216066275,0.999967544812433,0.9999980024121542,1.0,0.999773316956035,0.9990115713037246
CTGAN,0.014615666537839078,0.4793966024535148,0.9381996495324063,0.9917616474044786,0.9968218216066275,0.999773316956035,1.0,0.9999999839135403
CopulaGAN,0.00968253248154638,0.40093861278135845,0.9005538197224443,0.9818365844076133,0.9917616474044787,0.9990115713037246,0.9999999839135403,1.0
