n,pearson_r,pearson_p,spearman_rho,spearman_p,r2,slope,intercept,interpretation,Figure,X,Y,Level
8,0.7051119703980784,0.05076561109448207,0.07142857142857144,0.8665262706759088,0.49718289079866057,0.698402595111687,0.1279818550884786,No statistically significant relationship (p ≥ 0.05).,Figure01_fidelity_vs_utility_F1,Fidelity,Utility,primary
8,0.06722349964154586,0.8743351520256021,-0.261904761904762,0.530922861565801,0.004518998904056917,0.07661708016572728,0.6307197151177026,No statistically significant relationship (p ≥ 0.05).,Figure02_privacy_vs_utility_F1,Privacy,Utility,primary
8,0.6510655727282053,0.08035562103916914,0.5952380952380953,0.11952980613879259,0.423886379991906,0.749171855316536,0.3173866192345749,No statistically significant relationship (p ≥ 0.05).,Figure03_fidelity_vs_privacy_F1,Privacy,Fidelity,primary
160,0.6365347686066429,1.4820551880739917e-19,0.544620290617499,9.728613465300704e-14,0.4051765116451125,0.6455474554495653,0.16967832337541255,Moderate positive correlation.,FigureS01_fidelity_vs_utility_F1,Fidelity,Utility,supplementary
160,0.19747712571179518,0.012313726534283826,0.23423308629189155,0.0028712449937647127,0.038997215179392156,0.17506246872693548,0.568762574529906,Very weak positive correlation.,FigureS02_privacy_vs_utility_F1,Privacy,Utility,supplementary
160,0.25901740276157864,0.0009420725971359556,0.1309786962394204,0.0987602831792562,0.06709001493335384,0.2264118495016178,0.6463884714017253,Weak positive correlation.,FigureS03_fidelity_vs_privacy_F1,Privacy,Fidelity,supplementary
