Dataset,Generator,Classifier,Leakage,Mean,Std,N,TRTR_Mean,TRTR_Std,Utility_Loss,Utility_Drop_Pct
2. Alzhimers,CTGAN,KNN,0,0.5773333333333334,0.04734741574550586,2,0.916,0.02924228293261507,0.33866666666666667,36.972343522561864
2. Alzhimers,CTGAN,Logistic Regression,0,0.6119999999999999,0.03448671241700681,2,0.9559999999999998,0.02235073948565364,0.344,35.98326359832637
2. Alzhimers,CTGAN,MLP,0,0.5586666666666666,0.06035450825470014,2,0.9386666666666666,0.02809507667427396,0.38,40.48295454545455
2. Alzhimers,CTGAN,Naive Bayes,0,0.6146666666666666,0.04440220214759123,2,0.9546666666666667,0.0170749979664876,0.3400000000000001,35.61452513966481
2. Alzhimers,CTGAN,Random Forest,0,0.5266666666666667,0.04184627953726726,2,0.9533333333333331,0.01366260102127946,0.4266666666666664,44.75524475524474
2. Alzhimers,CTGAN,SVM-RBF,0,0.5853333333333335,0.04519587001780877,2,0.9546666666666666,0.02324746103221695,0.36933333333333307,38.6871508379888
2. Alzhimers,CopulaGAN,AdaBoost,0,0.5693333333333334,0.02862788073811183,2,0.9493333333333334,0.0258542925728871,0.38,40.02808988764045
2. Alzhimers,CopulaGAN,Decision Tree,0,0.5426666666666666,0.06587530307752335,2,0.9066666666666666,0.04580150409951377,0.364,40.14705882352941
2. Alzhimers,CopulaGAN,Extra Trees,0,0.5186666666666666,0.05348312298701756,2,0.9479999999999998,0.01627540748764492,0.42933333333333323,45.28832630098452
2. Alzhimers,CopulaGAN,Gradient Boosting,0,0.5426666666666666,0.0231324687638633,2,0.9453333333333334,0.02186829262247564,0.40266666666666673,42.59520451339916
2. Alzhimers,CopulaGAN,KNN,0,0.4613333333333333,0.04509742540076737,2,0.916,0.02924228293261507,0.4546666666666667,49.63609898107715
2. Alzhimers,CopulaGAN,Logistic Regression,0,0.5973333333333335,0.05458530530788991,2,0.9559999999999998,0.02235073948565364,0.35866666666666636,37.517433751743354
2. Alzhimers,CopulaGAN,MLP,0,0.484,0.05401234426807759,2,0.9386666666666666,0.02809507667427396,0.45466666666666666,48.4375
2. Alzhimers,CopulaGAN,Naive Bayes,0,0.6346666666666667,0.03919183588453085,2,0.9546666666666667,0.0170749979664876,0.31999999999999995,33.5195530726257
2. Alzhimers,CopulaGAN,Random Forest,0,0.5613333333333335,0.0612318000170935,2,0.9533333333333331,0.01366260102127946,0.3919999999999997,41.11888111888109
2. Alzhimers,CopulaGAN,SVM-RBF,0,0.5146666666666667,0.05031456603763521,2,0.9546666666666666,0.02324746103221695,0.43999999999999984,46.08938547486033
2. Alzhimers,ForestDiffusion,AdaBoost,0,0.9613333333333334,0.01392040867854741,2,0.9493333333333334,0.0258542925728871,-0.01200000000000001,-1.2640449438202257
2. Alzhimers,ForestDiffusion,Decision Tree,0,0.9186666666666667,0.02490872225635921,2,0.9066666666666666,0.04580150409951377,-0.012000000000000122,-1.3235294117647194
2. Alzhimers,ForestDiffusion,Extra Trees,0,0.9653333333333333,0.01359738536958078,2,0.9479999999999998,0.01627540748764492,-0.017333333333333423,-1.8284106891701926
2. Alzhimers,ForestDiffusion,Gradient Boosting,0,0.9613333333333334,0.01733333333333335,2,0.9453333333333334,0.02186829262247564,-0.016000000000000014,-1.6925246826516234
2. Alzhimers,ForestDiffusion,KNN,0,0.9466666666666667,0.0304046780026437,2,0.916,0.02924228293261507,-0.03066666666666662,-3.3478893740902422
2. Alzhimers,ForestDiffusion,Logistic Regression,0,0.9573333333333333,0.01959591794226543,2,0.9559999999999998,0.02235073948565364,-0.0013333333333334085,-0.13947001394700928
2. Alzhimers,ForestDiffusion,MLP,0,0.9626666666666667,0.02048305532764963,2,0.9386666666666666,0.02809507667427396,-0.02400000000000002,-2.5568181818181843
2. Alzhimers,ForestDiffusion,Naive Bayes,0,0.9506666666666668,0.01982142499642468,2,0.9546666666666667,0.0170749979664876,0.0039999999999998925,0.41899441340780996
2. Alzhimers,ForestDiffusion,Random Forest,0,0.9613333333333334,0.01833030277982337,2,0.9533333333333331,0.01366260102127946,-0.00800000000000023,-0.8391608391608634
2. Alzhimers,ForestDiffusion,SVM-RBF,0,0.9573333333333333,0.01959591794226543,2,0.9573333333333333,0.01959591794226543,0.0,0.0
2. Alzhimers,GaussianCopula,AdaBoost,0,0.8733333333333333,0.03590109871423003,2,0.9493333333333334,0.0258542925728871,0.07600000000000007,8.005617977528097
2. Alzhimers,GaussianCopula,Decision Tree,0,0.5906666666666667,0.05751907896032798,2,0.9066666666666666,0.04580150409951377,0.31599999999999995,34.85294117647059
2. Alzhimers,GaussianCopula,Extra Trees,0,0.8719999999999999,0.03276854860651866,2,0.9479999999999998,0.01627540748764492,0.07599999999999996,8.016877637130799
2. Alzhimers,GaussianCopula,Gradient Boosting,0,0.7933333333333333,0.04853406592853682,2,0.9453333333333334,0.02186829262247564,0.15200000000000002,16.07898448519041
2. Alzhimers,GaussianCopula,KNN,0,0.7906666666666666,0.02735771270491092,2,0.916,0.02924228293261507,0.1253333333333334,13.682678311499279
2. Alzhimers,GaussianCopula,Logistic Regression,0,0.8933333333333333,0.01977652929892176,2,0.9559999999999998,0.02235073948565364,0.06266666666666654,6.555090655509052
2. Alzhimers,GaussianCopula,MLP,0,0.7906666666666666,0.0434306599330729,2,0.9386666666666666,0.02809507667427396,0.14800000000000002,15.767045454545457
2. Alzhimers,GaussianCopula,Naive Bayes,0,0.9200000000000002,0.02385139175999776,2,0.9546666666666667,0.0170749979664876,0.03466666666666651,3.631284916201101
2. Alzhimers,GaussianCopula,Random Forest,0,0.8453333333333333,0.04548992562461862,2,0.9533333333333331,0.01366260102127946,0.10799999999999987,11.328671328671316
2. Alzhimers,GaussianCopula,SVM-RBF,0,0.8733333333333334,0.03169297153067924,2,0.9546666666666666,0.02324746103221695,0.08133333333333315,8.51955307262568
2. Alzhimers,TVAE,AdaBoost,0,0.8973333333333333,0.02462158041682585,2,0.9493333333333334,0.0258542925728871,0.052000000000000046,5.477528089887645
2. Alzhimers,TVAE,Decision Tree,0,0.7933333333333333,0.04351245032554859,2,0.9066666666666666,0.04580150409951377,0.11333333333333329,12.499999999999995
2. Alzhimers,TVAE,Extra Trees,0,0.8826666666666666,0.03517574922206111,2,0.9479999999999998,0.01627540748764492,0.06533333333333324,6.891701828410681
2. Alzhimers,TVAE,Gradient Boosting,0,0.8453333333333333,0.03827386691841955,2,0.9453333333333334,0.02186829262247564,0.10000000000000009,10.578279266572647
2. Alzhimers,TVAE,KNN,0,0.868,0.04235301379804957,2,0.916,0.02924228293261507,0.04800000000000004,5.240174672489087
2. Alzhimers,TVAE,Logistic Regression,0,0.9013333333333333,0.02324746103221692,2,0.9559999999999998,0.02235073948565364,0.05466666666666653,5.718270571827043
2. Alzhimers,TVAE,MLP,0,0.836,0.05234076380370807,2,0.9386666666666666,0.02809507667427396,0.10266666666666668,10.937500000000004
