Dataset,Generator,Classifier,Leakage,Mean,Std,N
8. Mushroom dataset,WGAN_GP,Random Forest,0,0.7480211962325126,0.008379050915437133,2
8. Mushroom dataset,WGAN_GP,SVM-RBF,0,0.6852391542801071,0.00744543107188284,2
9. MAGIC Gamma Telescope,CTABGAN,AdaBoost,0,0.8535952323539988,0.009458104782901133,2
9. MAGIC Gamma Telescope,CTABGAN,Decision Tree,0,0.818318501175126,0.008200919354488766,2
9. MAGIC Gamma Telescope,CTABGAN,Extra Trees,0,0.865564807786025,0.004296153426654206,2
9. MAGIC Gamma Telescope,CTABGAN,Gradient Boosting,0,0.8678040461832364,0.004928104433377469,2
9. MAGIC Gamma Telescope,CTABGAN,KNN,0,0.8357066887868895,0.005672697728860666,2
9. MAGIC Gamma Telescope,CTABGAN,Logistic Regression,0,0.8443653068918863,0.004813306545244618,2
9. MAGIC Gamma Telescope,CTABGAN,MLP,0,0.845569826589705,0.006510966732753847,2
9. MAGIC Gamma Telescope,CTABGAN,Naive Bayes,0,0.8284487520997544,0.003269779921681264,2
9. MAGIC Gamma Telescope,CTABGAN,Random Forest,0,0.8718774870539564,0.003154807395848433,2
9. MAGIC Gamma Telescope,CTABGAN,SVM-RBF,0,0.8619705731221596,0.005252340019984258,2
9. MAGIC Gamma Telescope,CTGAN,AdaBoost,0,0.780597758746944,0.006686842651191611,2
9. MAGIC Gamma Telescope,CTGAN,Decision Tree,0,0.7349241603088513,0.01102080295928396,2
9. MAGIC Gamma Telescope,CTGAN,Extra Trees,0,0.797546144370793,0.007579204815964227,2
9. MAGIC Gamma Telescope,CTGAN,Gradient Boosting,0,0.7814784642536513,0.009892738729878241,2
9. MAGIC Gamma Telescope,CTGAN,KNN,0,0.7719074794434553,0.009821194984820005,2
9. MAGIC Gamma Telescope,CTGAN,Logistic Regression,0,0.8096520144986942,0.006717780404387259,2
9. MAGIC Gamma Telescope,CTGAN,MLP,0,0.7915432466387056,0.01119898328429505,2
9. MAGIC Gamma Telescope,CTGAN,Naive Bayes,0,0.8215458184413584,0.005461174116501524,2
9. MAGIC Gamma Telescope,CTGAN,Random Forest,0,0.7847567280687919,0.01103010349689029,2
9. MAGIC Gamma Telescope,CTGAN,SVM-RBF,0,0.8078911746002634,0.007653516328808931,2
9. MAGIC Gamma Telescope,CopulaGAN,AdaBoost,0,0.7975230870621071,0.01237540395018762,2
9. MAGIC Gamma Telescope,CopulaGAN,Decision Tree,0,0.7193673780466902,0.02208555812692814,2
9. MAGIC Gamma Telescope,CopulaGAN,Extra Trees,0,0.8274325981773076,0.005408896042424148,2
9. MAGIC Gamma Telescope,CopulaGAN,Gradient Boosting,0,0.8141401970148945,0.006626914623471671,2
9. MAGIC Gamma Telescope,CopulaGAN,KNN,0,0.7968330327956378,0.009910126326412944,2
9. MAGIC Gamma Telescope,CopulaGAN,Logistic Regression,0,0.8278121697775427,0.006018176046224315,2
9. MAGIC Gamma Telescope,CopulaGAN,MLP,0,0.7899396299983656,0.01234374897719085,2
9. MAGIC Gamma Telescope,CopulaGAN,Naive Bayes,0,0.8069918173462549,0.004922897517072772,2
9. MAGIC Gamma Telescope,CopulaGAN,Random Forest,0,0.8184922136766015,0.006857130685589484,2
9. MAGIC Gamma Telescope,CopulaGAN,SVM-RBF,0,0.8362157089790101,0.005695115111586396,2
9. MAGIC Gamma Telescope,ForestDiffusion,AdaBoost,0,0.8607865433091154,0.005404205277505184,2
9. MAGIC Gamma Telescope,ForestDiffusion,Decision Tree,0,0.8347869198220129,0.01018455201802572,2
9. MAGIC Gamma Telescope,ForestDiffusion,Extra Trees,0,0.8918571229543945,0.003496451814146732,2
9. MAGIC Gamma Telescope,ForestDiffusion,Gradient Boosting,0,0.8867625486960373,0.006095869608256755,2
9. MAGIC Gamma Telescope,ForestDiffusion,KNN,0,0.8590595810501849,0.004519212473208617,2
9. MAGIC Gamma Telescope,ForestDiffusion,Logistic Regression,0,0.847454271820213,0.004278638814315836,2
9. MAGIC Gamma Telescope,ForestDiffusion,MLP,0,0.8682121154393864,0.005947474210637258,2
9. MAGIC Gamma Telescope,ForestDiffusion,Naive Bayes,0,0.8063818889332707,0.005688144242918554,2
9. MAGIC Gamma Telescope,ForestDiffusion,Random Forest,0,0.8910388168120834,0.004971060248935706,2
9. MAGIC Gamma Telescope,ForestDiffusion,SVM-RBF,0,0.8465934566857571,0.003818037736510907,2
9. MAGIC Gamma Telescope,GaussianCopula,AdaBoost,0,0.8309428194927125,0.007964621307952573,2
9. MAGIC Gamma Telescope,GaussianCopula,Decision Tree,0,0.7578881538198529,0.01966398657151633,2
9. MAGIC Gamma Telescope,GaussianCopula,Extra Trees,0,0.8356137173274609,0.007076384277853174,2
9. MAGIC Gamma Telescope,GaussianCopula,Gradient Boosting,0,0.8314598547767081,0.007321693474261728,2
9. MAGIC Gamma Telescope,GaussianCopula,KNN,0,0.8025861441021556,0.006433972188655474,2
9. MAGIC Gamma Telescope,GaussianCopula,Logistic Regression,0,0.8418662498932814,0.005561470741020401,2
9. MAGIC Gamma Telescope,GaussianCopula,MLP,0,0.7999138163049115,0.01546149861103756,2
9. MAGIC Gamma Telescope,GaussianCopula,Naive Bayes,0,0.809369970161803,0.009093819495149164,2
9. MAGIC Gamma Telescope,GaussianCopula,Random Forest,0,0.8332420115963192,0.00991654508182119,2
9. MAGIC Gamma Telescope,GaussianCopula,SVM-RBF,0,0.8307921062469502,0.008205092686411373,2
9. MAGIC Gamma Telescope,TVAE,AdaBoost,0,0.8367996195452128,0.007752523077286176,2
9. MAGIC Gamma Telescope,TVAE,Decision Tree,0,0.7357052391612807,0.01337141915952013,2
9. MAGIC Gamma Telescope,TVAE,Extra Trees,0,0.8299750283211031,0.008330881499150209,2
9. MAGIC Gamma Telescope,TVAE,Gradient Boosting,0,0.8121211168792923,0.007574180930020186,2
9. MAGIC Gamma Telescope,TVAE,KNN,0,0.8263147796937164,0.006035184176852898,2
9. MAGIC Gamma Telescope,TVAE,Logistic Regression,0,0.8055229864916837,0.006706472181039106,2
9. MAGIC Gamma Telescope,TVAE,MLP,0,0.7681397725975989,0.01330639274139502,2
9. MAGIC Gamma Telescope,TVAE,Naive Bayes,0,0.7605286413713236,0.006532615888692454,2
9. MAGIC Gamma Telescope,TVAE,Random Forest,0,0.822750400125878,0.007536096838660285,2
9. MAGIC Gamma Telescope,TVAE,SVM-RBF,0,0.831815720816014,0.008347733435201992,2
9. MAGIC Gamma Telescope,TabDDPM,AdaBoost,0,0.7820984572517805,0.004544786967065663,2
9. MAGIC Gamma Telescope,TabDDPM,Decision Tree,0,0.6603305628827781,0.01126578902247099,2
9. MAGIC Gamma Telescope,TabDDPM,Extra Trees,0,0.7683501460435098,0.006850936582404506,2
9. MAGIC Gamma Telescope,TabDDPM,Gradient Boosting,0,0.7578194488136557,0.005639916438486107,2
9. MAGIC Gamma Telescope,TabDDPM,KNN,0,0.724332197313248,0.007641871099014639,2
9. MAGIC Gamma Telescope,TabDDPM,Logistic Regression,0,0.7866897105966408,0.0002824016647629441,2
9. MAGIC Gamma Telescope,TabDDPM,MLP,0,0.7517808777331801,0.008808504610388224,2
9. MAGIC Gamma Telescope,TabDDPM,Naive Bayes,0,0.7909556912350302,0.006560204671752298,2
9. MAGIC Gamma Telescope,TabDDPM,Random Forest,0,0.7667000074249125,0.005034609332349129,2
9. MAGIC Gamma Telescope,TabDDPM,SVM-RBF,0,0.7866703474864103,0.0002290005449719912,2
9. MAGIC Gamma Telescope,WGAN_GP,AdaBoost,0,0.8610001540110378,0.004912333070342645,2
9. MAGIC Gamma Telescope,WGAN_GP,Decision Tree,0,0.7918980100624019,0.01785309980238766,2
9. MAGIC Gamma Telescope,WGAN_GP,Extra Trees,0,0.8813124173994475,0.004486710257729298,2
9. MAGIC Gamma Telescope,WGAN_GP,Gradient Boosting,0,0.8670602251234035,0.003912162235502267,2
9. MAGIC Gamma Telescope,WGAN_GP,KNN,0,0.8558535144859644,0.003308514949537763,2
9. MAGIC Gamma Telescope,WGAN_GP,Logistic Regression,0,0.843667330610792,0.005104429894470709,2
9. MAGIC Gamma Telescope,WGAN_GP,MLP,0,0.8512450012236139,0.005205558895259284,2
9. MAGIC Gamma Telescope,WGAN_GP,Naive Bayes,0,0.8078502247552333,0.005066251222411685,2
9. MAGIC Gamma Telescope,WGAN_GP,Random Forest,0,0.8749196874529848,0.005578826637541241,2
9. MAGIC Gamma Telescope,WGAN_GP,SVM-RBF,0,0.8831010555917909,0.003469029963939733,2
