Dataset,Generator,Classifier,Leakage,Mean,Std,N
5. Bank Markting,CTGAN,Logistic Regression,0,0.8336651493094953,0.004216147732611589,2
5. Bank Markting,CTGAN,MLP,0,0.8252591627537074,0.009661763605670688,2
5. Bank Markting,CTGAN,Naive Bayes,0,0.7811602543434377,0.01427086370635525,2
5. Bank Markting,CTGAN,Random Forest,0,0.8246614133351364,0.007343463966002905,2
5. Bank Markting,CTGAN,SVM-RBF,0,0.8357732267874287,0.005751751961493175,2
5. Bank Markting,CopulaGAN,AdaBoost,0,0.8531665820602911,0.005135690762162957,2
5. Bank Markting,CopulaGAN,Decision Tree,0,0.806937180956474,0.007055289077507501,2
5. Bank Markting,CopulaGAN,Extra Trees,0,0.8465552089191352,0.003278841393572628,2
5. Bank Markting,CopulaGAN,Gradient Boosting,0,0.8534832858776173,0.004948017329949875,2
5. Bank Markting,CopulaGAN,KNN,0,0.8456218854290573,0.0034627199341824,2
5. Bank Markting,CopulaGAN,Logistic Regression,0,0.8547601795609261,0.006221023096751748,2
5. Bank Markting,CopulaGAN,MLP,0,0.8385657127366786,0.01039037259803104,2
5. Bank Markting,CopulaGAN,Naive Bayes,0,0.8145808032651077,0.007033986907661821,2
5. Bank Markting,CopulaGAN,Random Forest,0,0.8533930980235243,0.005613247891787815,2
5. Bank Markting,CopulaGAN,SVM-RBF,0,0.8532563895666462,0.004269741169801026,2
5. Bank Markting,ForestDiffusion,AdaBoost,0,0.8588781180358847,0.005329869929362562,2
5. Bank Markting,ForestDiffusion,Decision Tree,0,0.8186231723537245,0.01339533032467631,2
5. Bank Markting,ForestDiffusion,Extra Trees,0,0.8693614336046644,0.008202606927275015,2
5. Bank Markting,ForestDiffusion,Gradient Boosting,0,0.8651979395964288,0.006961782250401249,2
5. Bank Markting,ForestDiffusion,KNN,0,0.8627494005032326,0.008820242692972371,2
5. Bank Markting,ForestDiffusion,Logistic Regression,0,0.8562402007029191,0.004183930226707195,2
5. Bank Markting,ForestDiffusion,MLP,0,0.8644073416472453,0.006582285735841178,2
5. Bank Markting,ForestDiffusion,Naive Bayes,0,0.8389689177771851,0.006553759355462007,2
5. Bank Markting,ForestDiffusion,Random Forest,0,0.866362079145498,0.007914498683678379,2
5. Bank Markting,ForestDiffusion,SVM-RBF,0,0.8586219304456162,0.004969141234827898,2
5. Bank Markting,GaussianCopula,AdaBoost,0,0.8231127959563713,0.0,2
5. Bank Markting,GaussianCopula,Decision Tree,0,0.780038494598575,0.01062506982240937,2
5. Bank Markting,GaussianCopula,Extra Trees,0,0.8207040126484582,0.001717686973446438,2
5. Bank Markting,GaussianCopula,Gradient Boosting,0,0.825973311819566,0.005685570461217376,2
5. Bank Markting,GaussianCopula,KNN,0,0.8223793912640571,0.002969375066200749,2
5. Bank Markting,GaussianCopula,Logistic Regression,0,0.8246307752146885,0.0008306588014305984,2
5. Bank Markting,GaussianCopula,MLP,0,0.8143491791646854,0.01273989273658175,2
5. Bank Markting,GaussianCopula,Naive Bayes,0,0.804347339601582,0.009383535902758039,2
5. Bank Markting,GaussianCopula,Random Forest,0,0.8231675122510242,0.001142350323374958,2
5. Bank Markting,GaussianCopula,SVM-RBF,0,0.8231127959563713,0.0,2
5. Bank Markting,TVAE,AdaBoost,0,0.8374762394404192,0.004632498781792863,2
5. Bank Markting,TVAE,Decision Tree,0,0.8343635449028479,0.005011480623920219,2
5. Bank Markting,TVAE,Extra Trees,0,0.8364202886706412,0.00448223619142224,2
5. Bank Markting,TVAE,Gradient Boosting,0,0.840372704279617,0.005172165781790859,2
5. Bank Markting,TVAE,KNN,0,0.8422398631849694,0.008504661434306364,2
5. Bank Markting,TVAE,Logistic Regression,0,0.8252259008399048,0.005129599580512822,2
5. Bank Markting,TVAE,MLP,0,0.8269383697531663,0.005140635531274991,2
5. Bank Markting,TVAE,Naive Bayes,0,0.7159678615795131,0.008388653854748664,2
5. Bank Markting,TVAE,Random Forest,0,0.834986840979707,0.00446100149346305,2
5. Bank Markting,TVAE,SVM-RBF,0,0.8327184622803856,0.004554937029196498,2
5. Bank Markting,TabDDPM,AdaBoost,0,0.8231127959563713,0.0,2
5. Bank Markting,TabDDPM,Decision Tree,0,0.740338114709046,0.05349735460660852,2
5. Bank Markting,TabDDPM,Extra Trees,0,0.8227886875323829,0.00121663643601212,2
5. Bank Markting,TabDDPM,Gradient Boosting,0,0.8225967980750598,0.002447695767682766,2
5. Bank Markting,TabDDPM,KNN,0,0.821182335696389,0.002350575935011428,2
5. Bank Markting,TabDDPM,Logistic Regression,0,0.8231127959563713,0.0,2
5. Bank Markting,TabDDPM,MLP,0,0.812062395328925,0.02401884515297823,2
5. Bank Markting,TabDDPM,Naive Bayes,0,0.8106320015293941,0.02525512793310656,2
5. Bank Markting,TabDDPM,Random Forest,0,0.8230629882286415,0.0001050039098025113,2
5. Bank Markting,TabDDPM,SVM-RBF,0,0.8231127959563713,0.0,2
5. Bank Markting,WGAN_GP,AdaBoost,0,0.824477587486571,0.001601354502022248,2
5. Bank Markting,WGAN_GP,Decision Tree,0,0.763423503056287,0.02736440839470176,2
5. Bank Markting,WGAN_GP,Extra Trees,0,0.822957156574933,0.001066959633357216,2
5. Bank Markting,WGAN_GP,Gradient Boosting,0,0.8253066247075587,0.001707099494079244,2
5. Bank Markting,WGAN_GP,KNN,0,0.8180099174899021,0.00321192135310318,2
5. Bank Markting,WGAN_GP,Logistic Regression,0,0.8231127959563713,0.0,2
5. Bank Markting,WGAN_GP,MLP,0,0.8215863922172677,0.001970409426419534,2
5. Bank Markting,WGAN_GP,Naive Bayes,0,0.8204211952229852,0.005087378640157693,2
5. Bank Markting,WGAN_GP,Random Forest,0,0.8240490884500501,0.001243561686361678,2
5. Bank Markting,WGAN_GP,SVM-RBF,0,0.8231127959563713,0.0,2
6. Wine dataset,CTABGAN,AdaBoost,0,0.3476035174458765,0.0326170006287216,2
6. Wine dataset,CTABGAN,Decision Tree,0,0.3242795087938206,0.02577104919040336,2
6. Wine dataset,CTABGAN,Extra Trees,0,0.3322112646376887,0.02581679757255759,2
6. Wine dataset,CTABGAN,Gradient Boosting,0,0.3638597359740878,0.03288924562630759,2
6. Wine dataset,CTABGAN,KNN,0,0.3635602656799276,0.0245434459903558,2
6. Wine dataset,CTABGAN,Logistic Regression,0,0.3011077981188782,0.0123731645482762,2
6. Wine dataset,CTABGAN,MLP,0,0.34164801936564,0.02771532562341787,2
6. Wine dataset,CTABGAN,Naive Bayes,0,0.3511822277934308,0.03253362801026843,2
6. Wine dataset,CTABGAN,Random Forest,0,0.3366470391856203,0.03045131516352807,2
6. Wine dataset,CTABGAN,SVM-RBF,0,0.3024759608803617,0.01560320942388378,2
6. Wine dataset,CTGAN,AdaBoost,0,0.259314004625839,0.03471563080432167,2
6. Wine dataset,CTGAN,Decision Tree,0,0.247218939457317,0.03104692039510355,2
6. Wine dataset,CTGAN,Extra Trees,0,0.256313996840268,0.02725904130422835,2
6. Wine dataset,CTGAN,Gradient Boosting,0,0.2468883667085799,0.02516106539079944,2
6. Wine dataset,CTGAN,KNN,0,0.2192867235611573,0.02103110246849677,2
6. Wine dataset,CTGAN,Logistic Regression,0,0.3209218877753671,0.03903108741798198,2
6. Wine dataset,CTGAN,MLP,0,0.1917266543142902,0.03182747488459357,2
6. Wine dataset,CTGAN,Naive Bayes,0,0.2595516052508646,0.03258375250716567,2
6. Wine dataset,CTGAN,Random Forest,0,0.2560434343241192,0.03084870568161611,2
6. Wine dataset,CTGAN,SVM-RBF,0,0.2505109775221756,0.03202200995100359,2
6. Wine dataset,CopulaGAN,AdaBoost,0,0.3273531284111479,0.02487714605745316,2
6. Wine dataset,CopulaGAN,Decision Tree,0,0.2463626652954646,0.04130636129214756,2
6. Wine dataset,CopulaGAN,Extra Trees,0,0.3405363050721898,0.02957321346386398,2
6. Wine dataset,CopulaGAN,Gradient Boosting,0,0.303672282024332,0.03437402490983422,2
6. Wine dataset,CopulaGAN,KNN,0,0.3040459677601847,0.02141839409670013,2
6. Wine dataset,CopulaGAN,Logistic Regression,0,0.3205128666043128,0.02105353597977837,2
6. Wine dataset,CopulaGAN,MLP,0,0.237139973907436,0.03344704519317531,2
6. Wine dataset,CopulaGAN,Naive Bayes,0,0.2701484097575874,0.02406523010942107,2
6. Wine dataset,CopulaGAN,Random Forest,0,0.3273801373073508,0.02932490958965675,2
6. Wine dataset,CopulaGAN,SVM-RBF,0,0.3085893683169571,0.03407741693097238,2
6. Wine dataset,ForestDiffusion,Decision Tree,0,0.5459177699330785,0.04474629939943044,2
6. Wine dataset,ForestDiffusion,Extra Trees,0,0.6653419528417233,0.07093086211899306,2
6. Wine dataset,ForestDiffusion,Gradient Boosting,0,0.6083187096432446,0.05576093730293334,2
6. Wine dataset,ForestDiffusion,KNN,0,0.5808958959864344,0.04836955701709133,2
6. Wine dataset,ForestDiffusion,Logistic Regression,0,0.5152194810646797,0.04100818593193212,2
6. Wine dataset,ForestDiffusion,MLP,0,0.5983007536679279,0.06726053617208022,2
6. Wine dataset,ForestDiffusion,Naive Bayes,0,0.4114484594622169,0.04154088909614553,2
6. Wine dataset,ForestDiffusion,Random Forest,0,0.6452077070185454,0.06419161434893045,2
6. Wine dataset,ForestDiffusion,SVM-RBF,0,0.5691774829638999,0.03475082649865461,2
6. Wine dataset,GaussianCopula,AdaBoost,0,0.3212205518016241,0.03988649193625532,2
6. Wine dataset,GaussianCopula,Decision Tree,0,0.3264631526108441,0.03081581495386692,2
6. Wine dataset,GaussianCopula,Extra Trees,0,0.3510814665925189,0.0299104737156707,2
6. Wine dataset,GaussianCopula,Gradient Boosting,0,0.3630221890837043,0.0196592629911923,2
6. Wine dataset,GaussianCopula,KNN,0,0.3593236749263384,0.0387874205929432,2
6. Wine dataset,GaussianCopula,Logistic Regression,0,0.3170898704779475,0.01636566763662653,2
6. Wine dataset,GaussianCopula,MLP,0,0.3409888639483044,0.03158140154753906,2
6. Wine dataset,GaussianCopula,Naive Bayes,0,0.3435129544941885,0.03100326323773791,2
6. Wine dataset,GaussianCopula,Random Forest,0,0.3504758292611798,0.02481788924930481,2
6. Wine dataset,GaussianCopula,SVM-RBF,0,0.2969046156160378,0.01042854451523149,2
6. Wine dataset,TVAE,AdaBoost,0,0.4387651568389225,0.04142869966151842,2
6. Wine dataset,TVAE,Decision Tree,0,0.4248512177378179,0.03153786087348476,2
6. Wine dataset,TVAE,Extra Trees,0,0.4404703541933913,0.02702616733581081,2
6. Wine dataset,TVAE,Gradient Boosting,0,0.4454899570460046,0.02937967742821912,2
6. Wine dataset,TVAE,KNN,0,0.4236466497009961,0.03458618340003264,2
6. Wine dataset,TVAE,Logistic Regression,0,0.406833725306517,0.02037530871496928,2
6. Wine dataset,TVAE,MLP,0,0.461695535054395,0.02493723704566233,2
6. Wine dataset,TVAE,Naive Bayes,0,0.4488113851673641,0.04251997261367935,2
6. Wine dataset,TVAE,Random Forest,0,0.4509691596203961,0.01409862325288763,2
6. Wine dataset,TVAE,SVM-RBF,0,0.3984998317017142,0.02793525649662519,2
6. Wine dataset,TabDDPM,Decision Tree,0,0.3106182148359271,0.03565701503871525,2
6. Wine dataset,TabDDPM,Extra Trees,0,0.3757464868811154,0.02790099759433887,2
6. Wine dataset,TabDDPM,Gradient Boosting,0,0.3624521967094488,0.02633920860816299,2
6. Wine dataset,TabDDPM,KNN,0,0.3644564245160883,0.02961987341077687,2
6. Wine dataset,TabDDPM,Logistic Regression,0,0.350756371822399,0.03672417292236467,2
6. Wine dataset,TabDDPM,MLP,0,0.3682913639637224,0.02801533116234942,2
6. Wine dataset,TabDDPM,Naive Bayes,0,0.2461474194614722,0.05013565057948681,2
6. Wine dataset,TabDDPM,Random Forest,0,0.3663925343872023,0.02247249813694112,2
6. Wine dataset,TabDDPM,SVM-RBF,0,0.293839022853827,0.01092730804564972,2
6. Wine dataset,WGAN_GP,AdaBoost,0,0.3971469482092719,0.04658859533926709,2
6. Wine dataset,WGAN_GP,Decision Tree,0,0.3656817129730287,0.0367630013337913,2
6. Wine dataset,WGAN_GP,Extra Trees,0,0.4555849066459391,0.0308518818241944,2
6. Wine dataset,WGAN_GP,Gradient Boosting,0,0.4241650326112381,0.0354916460061368,2
6. Wine dataset,WGAN_GP,KNN,0,0.4112710071653599,0.02363067246565685,2
6. Wine dataset,WGAN_GP,Logistic Regression,0,0.442150102560849,0.04857487405979039,2
6. Wine dataset,WGAN_GP,MLP,0,0.3818449522572839,0.03227224565696171,2
6. Wine dataset,WGAN_GP,Naive Bayes,0,0.3879852401406336,0.03278829060339488,2
6. Wine dataset,WGAN_GP,Random Forest,0,0.4427600973479976,0.02652371718865284,2
6. Wine dataset,WGAN_GP,SVM-RBF,0,0.4535978757478338,0.0274477728689874,2
7. CDC diabetes dataset,CTABGAN,AdaBoost,0,0.3444000719421254,0.01192889807263891,2
7. CDC diabetes dataset,CTABGAN,Decision Tree,0,0.2801066873160095,0.01214631167113155,2
7. CDC diabetes dataset,CTABGAN,Extra Trees,0,0.2911834269407884,0.007630431112899756,2
7. CDC diabetes dataset,CTABGAN,Gradient Boosting,0,0.270544901973886,0.01302610069514399,2
7. CDC diabetes dataset,CTABGAN,KNN,0,0.296911719594793,0.006750484748641392,2
7. CDC diabetes dataset,CTABGAN,Logistic Regression,0,0.3301548929728479,0.007302505538643909,2
7. CDC diabetes dataset,CTABGAN,MLP,0,0.3353498617800124,0.01180148669380134,2
7. CDC diabetes dataset,CTABGAN,Naive Bayes,0,0.4149424316930795,0.005852714516157016,2
7. CDC diabetes dataset,CTABGAN,Random Forest,0,0.2742278302708908,0.01398351530809236,2
7. CDC diabetes dataset,CTABGAN,SVM-RBF,0,0.3062916948355779,0.00776377868861982,2
7. CDC diabetes dataset,CTGAN,AdaBoost,0,0.09241211477721326,0.03101768836295391,2
7. CDC diabetes dataset,CTGAN,Decision Tree,0,0.2459377930849541,0.02190110691396354,2
7. CDC diabetes dataset,CTGAN,Extra Trees,0,0.1071397664239901,0.01418450600287225,2
7. CDC diabetes dataset,CTGAN,Gradient Boosting,0,0.05476201565751014,0.01738633989963378,2
7. CDC diabetes dataset,CTGAN,KNN,0,0.1622784803838829,0.01276744689143952,2
7. CDC diabetes dataset,CTGAN,Logistic Regression,0,0.09847032972443145,0.01241570973139212,2
7. CDC diabetes dataset,CTGAN,MLP,0,0.1685711359349811,0.01324159875837086,2
7. CDC diabetes dataset,CTGAN,Naive Bayes,0,0.3983454914465528,0.009957330269113811,2
7. CDC diabetes dataset,CTGAN,Random Forest,0,0.05429227625286769,0.01252045342209625,2
7. CDC diabetes dataset,CTGAN,SVM-RBF,0,0.04716814273535962,0.01619218638009155,2
7. CDC diabetes dataset,CopulaGAN,AdaBoost,0,0.3524822325203134,0.01017023495488865,2
7. CDC diabetes dataset,CopulaGAN,Decision Tree,0,0.2863322421773836,0.01262900835750068,2
7. CDC diabetes dataset,CopulaGAN,Extra Trees,0,0.3142767612836293,0.01485622312185916,2
7. CDC diabetes dataset,CopulaGAN,Gradient Boosting,0,0.2962672113429082,0.02475414689625723,2
7. CDC diabetes dataset,CopulaGAN,KNN,0,0.2926609505913353,0.01498306270600534,2
7. CDC diabetes dataset,CopulaGAN,Logistic Regression,0,0.3510937933613846,0.0175638874160175,2
7. CDC diabetes dataset,CopulaGAN,MLP,0,0.3455663821883136,0.01192122480373462,2
7. CDC diabetes dataset,CopulaGAN,Naive Bayes,0,0.4283695172397984,0.003192111356330401,2
7. CDC diabetes dataset,CopulaGAN,Random Forest,0,0.3058427072307716,0.019669133967305,2
7. CDC diabetes dataset,CopulaGAN,SVM-RBF,0,0.324772079705793,0.01740263175495049,2
7. CDC diabetes dataset,ForestDiffusion,AdaBoost,0,0.3054179008255341,0.04469072687172702,2
7. CDC diabetes dataset,ForestDiffusion,Decision Tree,0,0.3083582846944011,0.01201275374419538,2
7. CDC diabetes dataset,ForestDiffusion,Extra Trees,0,0.1982972877374191,0.01733491557879429,2
7. CDC diabetes dataset,ForestDiffusion,Gradient Boosting,0,0.2332054266594181,0.02311148836982272,2
7. CDC diabetes dataset,ForestDiffusion,KNN,0,0.231243963132944,0.0137006705544126,2
7. CDC diabetes dataset,ForestDiffusion,Logistic Regression,0,0.2715592523047302,0.01050519745940829,2
7. CDC diabetes dataset,ForestDiffusion,MLP,0,0.2957141512829655,0.01191860841862675,2
7. CDC diabetes dataset,ForestDiffusion,Naive Bayes,0,0.2721032847164263,0.003645391628123934,2
7. CDC diabetes dataset,ForestDiffusion,Random Forest,0,0.2026390078200694,0.01406088839275979,2
7. CDC diabetes dataset,ForestDiffusion,SVM-RBF,0,0.1989911005639252,0.01500809222967246,2
7. CDC diabetes dataset,GaussianCopula,AdaBoost,0,0.0,0.0,2
7. CDC diabetes dataset,GaussianCopula,Decision Tree,0,0.2156761510292763,0.02762803884933522,2
7. CDC diabetes dataset,GaussianCopula,Extra Trees,0,0.0181760645400995,0.003927142250608919,2
7. CDC diabetes dataset,GaussianCopula,Gradient Boosting,0,0.03215975427372231,0.01688322669212334,2
7. CDC diabetes dataset,GaussianCopula,KNN,0,0.03841544092935727,0.003619553228674169,2
7. CDC diabetes dataset,GaussianCopula,Logistic Regression,0,0.04114211910424202,0.04503041302000146,2
7. CDC diabetes dataset,GaussianCopula,MLP,0,0.1168930223996313,0.02934421313999446,2
7. CDC diabetes dataset,GaussianCopula,Naive Bayes,0,0.2205869440230993,0.03695771176495945,2
7. CDC diabetes dataset,GaussianCopula,Random Forest,0,0.00409909710657573,0.002721253009257282,2
7. CDC diabetes dataset,GaussianCopula,SVM-RBF,0,0.003513580034796013,0.007356485992532824,2
7. CDC diabetes dataset,TVAE,AdaBoost,0,0.3227473316784624,0.008731404493521971,2
7. CDC diabetes dataset,TVAE,Decision Tree,0,0.3135988777259744,0.01210414122347162,2
7. CDC diabetes dataset,TVAE,Extra Trees,0,0.2304394200293251,0.01898268625527141,2
7. CDC diabetes dataset,TVAE,Gradient Boosting,0,0.2959785659080526,0.0156234200061247,2
7. CDC diabetes dataset,TVAE,KNN,0,0.2969133009525143,0.01621039926046175,2
7. CDC diabetes dataset,TVAE,Logistic Regression,0,0.346750804977435,0.01121179814747054,2
7. CDC diabetes dataset,TVAE,MLP,0,0.3579422660787067,0.01233778021277293,2
7. CDC diabetes dataset,TVAE,Naive Bayes,0,0.3823075202404102,0.00662984880531671,2
7. CDC diabetes dataset,TVAE,Random Forest,0,0.2648944279984031,0.01612773619192449,2
7. CDC diabetes dataset,TVAE,SVM-RBF,0,0.3411766188009231,0.01687886479482204,2
7. CDC diabetes dataset,TabDDPM,AdaBoost,0,0.0003115709756448731,0.0004643040521165739,2
7. CDC diabetes dataset,TabDDPM,Decision Tree,0,0.1496721451029945,0.02576138707150587,2
7. CDC diabetes dataset,TabDDPM,Extra Trees,0,0.01348859401639657,0.003660832807467163,2
7. CDC diabetes dataset,TabDDPM,Gradient Boosting,0,0.009733384613800168,0.006780845959806028,2
7. CDC diabetes dataset,TabDDPM,KNN,0,0.02865520606143544,0.004073347901818477,2
7. CDC diabetes dataset,TabDDPM,Logistic Regression,0,0.001013054635224362,0.001075337642532265,2
7. CDC diabetes dataset,TabDDPM,MLP,0,0.03961698089772425,0.01568461328391349,2
7. CDC diabetes dataset,TabDDPM,Naive Bayes,0,0.003204708991913499,0.004453870499127896,2
7. CDC diabetes dataset,TabDDPM,Random Forest,0,0.00294689508052617,0.001366092119697046,2
7. CDC diabetes dataset,TabDDPM,SVM-RBF,0,0.0,0.0,2
7. CDC diabetes dataset,WGAN_GP,AdaBoost,0,0.1525913013714487,0.08400255627378027,2
7. CDC diabetes dataset,WGAN_GP,Decision Tree,0,0.2346334587359337,0.05392674937847453,2
7. CDC diabetes dataset,WGAN_GP,Extra Trees,0,0.1403172539544623,0.02230094724093618,2
7. CDC diabetes dataset,WGAN_GP,Gradient Boosting,0,0.124296267983248,0.03999918881168657,2
7. CDC diabetes dataset,WGAN_GP,KNN,0,0.2218989513715518,0.01429940078998324,2
7. CDC diabetes dataset,WGAN_GP,Logistic Regression,0,0.236812983521654,0.01333914215246022,2
7. CDC diabetes dataset,WGAN_GP,MLP,0,0.2635767702719859,0.009947253126551089,2
7. CDC diabetes dataset,WGAN_GP,Naive Bayes,0,0.4074470760145692,0.004574371837228111,2
7. CDC diabetes dataset,WGAN_GP,Random Forest,0,0.09734529199450069,0.03638008904205065,2
7. CDC diabetes dataset,WGAN_GP,SVM-RBF,0,0.1730730595116136,0.02492392261871268,2
8. Mushroom dataset,CTABGAN,AdaBoost,0,0.7019831020483078,0.01332057079977538,2
8. Mushroom dataset,CTABGAN,Decision Tree,0,0.5684888803996545,0.06366104950028353,2
8. Mushroom dataset,CTABGAN,Extra Trees,0,0.6415147053034511,0.01122906548477385,2
8. Mushroom dataset,CTABGAN,Gradient Boosting,0,0.6924349854617781,0.0136072396092447,2
8. Mushroom dataset,CTABGAN,KNN,0,0.6040735538814609,0.01405691654101111,2
8. Mushroom dataset,CTABGAN,Logistic Regression,0,0.7157021320624016,0.006593884150590422,2
8. Mushroom dataset,CTABGAN,MLP,0,0.6001515117231162,0.01167490525378964,2
8. Mushroom dataset,CTABGAN,Naive Bayes,0,0.7090515601932112,0.01025528782441334,2
8. Mushroom dataset,CTABGAN,Random Forest,0,0.6477158409952097,0.01318527108983074,2
8. Mushroom dataset,CTABGAN,SVM-RBF,0,0.7162014873579946,0.00620926508693567,2
8. Mushroom dataset,CTGAN,AdaBoost,0,0.5852740439567824,0.02772538205712655,2
8. Mushroom dataset,CTGAN,Decision Tree,0,0.568184891946037,0.04262160243926748,2
8. Mushroom dataset,CTGAN,Extra Trees,0,0.5760815266021424,0.02386115287197774,2
8. Mushroom dataset,CTGAN,Gradient Boosting,0,0.6165143642116927,0.02135967258695158,2
8. Mushroom dataset,CTGAN,KNN,0,0.4851080740167791,0.01698037211260896,2
8. Mushroom dataset,CTGAN,Logistic Regression,0,0.6029153489609798,0.008947952078123494,2
8. Mushroom dataset,CTGAN,MLP,0,0.5201856790580831,0.02011701273547059,2
8. Mushroom dataset,CTGAN,Naive Bayes,0,0.5621506755864341,0.02321998353513002,2
8. Mushroom dataset,CTGAN,Random Forest,0,0.5748216316688086,0.01635878328577746,2
8. Mushroom dataset,CTGAN,SVM-RBF,0,0.6032127658070934,0.00921090804121057,2
8. Mushroom dataset,CopulaGAN,AdaBoost,0,0.7054272208130199,0.007452101553669144,2
8. Mushroom dataset,CopulaGAN,Decision Tree,0,0.6118598231836925,0.02966383212907069,2
8. Mushroom dataset,CopulaGAN,Extra Trees,0,0.6800171253454887,0.008499579486332209,2
8. Mushroom dataset,CopulaGAN,Gradient Boosting,0,0.7064806499324027,0.005363690101291519,2
8. Mushroom dataset,CopulaGAN,KNN,0,0.6662669957911382,0.009359501314161892,2
8. Mushroom dataset,CopulaGAN,Logistic Regression,0,0.6882905859040489,0.005898789461017772,2
8. Mushroom dataset,CopulaGAN,MLP,0,0.6461456328584388,0.01881412751712368,2
8. Mushroom dataset,CopulaGAN,Naive Bayes,0,0.6493128670904976,0.01433879528672734,2
8. Mushroom dataset,CopulaGAN,Random Forest,0,0.6819009628755491,0.01064568963323413,2
8. Mushroom dataset,CopulaGAN,SVM-RBF,0,0.6921348917025708,0.005459017715970776,2
8. Mushroom dataset,ForestDiffusion,AdaBoost,0,0.7054501163275078,0.005909802092955805,2
8. Mushroom dataset,ForestDiffusion,Decision Tree,0,0.8034912472240883,0.02117157621373452,2
8. Mushroom dataset,ForestDiffusion,Extra Trees,0,0.9233865186622043,0.00481176833110665,2
8. Mushroom dataset,ForestDiffusion,Gradient Boosting,0,0.8152343871639589,0.0126440930466092,2
8. Mushroom dataset,ForestDiffusion,KNN,0,0.8658002442902049,0.005834059766358549,2
8. Mushroom dataset,ForestDiffusion,Logistic Regression,0,0.6987984491408717,0.005611616993817419,2
8. Mushroom dataset,ForestDiffusion,MLP,0,0.8574179044210599,0.006791646007118555,2
8. Mushroom dataset,ForestDiffusion,Naive Bayes,0,0.5258634247519973,0.00787705473555553,2
8. Mushroom dataset,ForestDiffusion,Random Forest,0,0.902003909679925,0.004685498851967715,2
8. Mushroom dataset,ForestDiffusion,SVM-RBF,0,0.6988185941478678,0.005350444122233014,2
8. Mushroom dataset,GaussianCopula,AdaBoost,0,0.6438494508268608,0.01347873746988599,2
8. Mushroom dataset,GaussianCopula,Decision Tree,0,0.5810708918678696,0.02592114735024444,2
8. Mushroom dataset,GaussianCopula,Extra Trees,0,0.6395562062608107,0.0183335979440471,2
8. Mushroom dataset,GaussianCopula,Gradient Boosting,0,0.6610101093010528,0.01636798488295455,2
8. Mushroom dataset,GaussianCopula,KNN,0,0.5944676971368936,0.01223488087375706,2
8. Mushroom dataset,GaussianCopula,Logistic Regression,0,0.653111212954159,0.01159674547892956,2
8. Mushroom dataset,GaussianCopula,MLP,0,0.62862648769675,0.01572355225912568,2
8. Mushroom dataset,GaussianCopula,Naive Bayes,0,0.6587741070041178,0.01711584055477272,2
8. Mushroom dataset,GaussianCopula,Random Forest,0,0.6291839119035896,0.02239815511939433,2
8. Mushroom dataset,GaussianCopula,SVM-RBF,0,0.6537525334465686,0.01200897050816991,2
8. Mushroom dataset,TVAE,AdaBoost,0,0.6579251356347994,0.005698434427805095,2
8. Mushroom dataset,TVAE,Decision Tree,0,0.6143338426205494,0.009199383997543034,2
8. Mushroom dataset,TVAE,Extra Trees,0,0.6693256794674678,0.007719429004665895,2
8. Mushroom dataset,TVAE,Gradient Boosting,0,0.6446936482565284,0.008040700272548355,2
8. Mushroom dataset,TVAE,KNN,0,0.6442189868589289,0.01018643359310747,2
8. Mushroom dataset,TVAE,Logistic Regression,0,0.6561028035631795,0.004329155141736782,2
8. Mushroom dataset,TVAE,MLP,0,0.6410924074522057,0.00779993222244019,2
8. Mushroom dataset,TVAE,Naive Bayes,0,0.5713979739163741,0.006498499110508371,2
8. Mushroom dataset,TVAE,Random Forest,0,0.6542632917214106,0.006155104632616172,2
8. Mushroom dataset,TVAE,SVM-RBF,0,0.6576065321044247,0.004794218668630648,2
8. Mushroom dataset,TabDDPM,AdaBoost,0,0.5632326588237714,0.03500931331399579,2
8. Mushroom dataset,TabDDPM,Decision Tree,0,0.537626157168307,0.04062901712061393,2
8. Mushroom dataset,TabDDPM,Extra Trees,0,0.5251324138567903,0.02965203013303199,2
8. Mushroom dataset,TabDDPM,Gradient Boosting,0,0.5697167428891527,0.03232527873997269,2
8. Mushroom dataset,TabDDPM,KNN,0,0.5406892133463262,0.01837093492391009,2
8. Mushroom dataset,TabDDPM,Logistic Regression,0,0.5999205800676521,0.02213500022359702,2
8. Mushroom dataset,TabDDPM,MLP,0,0.532965592982555,0.02309132836844926,2
8. Mushroom dataset,TabDDPM,Naive Bayes,0,0.6408896636018478,0.02136845704392922,2
8. Mushroom dataset,TabDDPM,Random Forest,0,0.5120664063038667,0.03596609091386745,2
8. Mushroom dataset,TabDDPM,SVM-RBF,0,0.5991782477315457,0.02241384616919643,2
8. Mushroom dataset,WGAN_GP,AdaBoost,0,0.7186660168218497,0.009470380710432163,2
8. Mushroom dataset,WGAN_GP,Decision Tree,0,0.6529291993223665,0.02638657889060569,2
8. Mushroom dataset,WGAN_GP,Extra Trees,0,0.7481929854676885,0.007753991216450693,2
8. Mushroom dataset,WGAN_GP,Gradient Boosting,0,0.7456213402658332,0.008933858013403432,2
8. Mushroom dataset,WGAN_GP,KNN,0,0.7274942512773158,0.006365404202174484,2
8. Mushroom dataset,WGAN_GP,Logistic Regression,0,0.6853648762826213,0.007067531285070305,2
8. Mushroom dataset,WGAN_GP,MLP,0,0.7567736807782725,0.008128758161720772,2
8. Mushroom dataset,WGAN_GP,Naive Bayes,0,0.6333724341937998,0.009721742730076616,2
