Dataset,Generator,LeakageLevel,PrivacyScore,PrivacyStd,N_Privacy_Metrics
8. Mushroom dataset,CTABGAN,0,0.5651465293055633,0.3057528156749705,6
8. Mushroom dataset,CTGAN,0,0.6793990320601035,0.39202731537055163,10
8. Mushroom dataset,CopulaGAN,0,0.580711160887031,0.47421300762586455,10
8. Mushroom dataset,ForestDiffusion,0,0.6501790175485291,0.36977679815826975,6
8. Mushroom dataset,GaussianCopula,0,0.542977064252405,0.45400851486381133,10
8. Mushroom dataset,TVAE,0,0.7325289107288828,0.3846235259007812,10
8. Mushroom dataset,TabDDPM,0,0.22945679830776888,0.37104157201863003,6
8. Mushroom dataset,WGAN_GP,0,0.5187481196936311,0.34248202288720087,6
