Generator,UtilityScore,FidelityScore,PrivacyScore,OverallScore,UtilityStd,FidelityStd,PrivacyStd,Rank
ForestDiffusion,0.6854540568620545,0.1712066308380989,0.8740643163992137,0.5877629069160155,0.010054108287104397,0.1859964089934082,0.21812700248248054,1
CTABGAN,0.377432168857154,0.45930392579828133,0.5965175288041394,0.46771930392358785,0.01875440132148162,0.39869595358893817,0.24223188768417112,2
TVAE,0.36667292309357585,0.4039431302146414,0.6238393249874938,0.45500390579807093,0.010215520834009024,0.4473614274275943,0.37881101680659823,3
WGAN_GP,0.5100138975778759,0.2754930305176135,0.5520664642022749,0.45227340744711686,0.011469947592906881,0.2193952590882596,0.25186705780360347,4
GaussianCopula,0.3363148782492614,0.343779489884602,0.4949530413496791,0.3861457106699889,0.019363414206874534,0.4169179793197654,0.41455115072896204,5
CopulaGAN,0.3997825632837796,0.3137404995245627,0.425874725649952,0.38179759286586623,0.014410870708953378,0.32429185997857424,0.44211035336861615,6
CTGAN,0.2212644916550226,0.3697079075243822,0.5898036904498916,0.3763592760542912,0.023545270371092317,0.4189129510429795,0.3382438588682164,7
TabDDPM,0.17176280356445117,0.5327151221325226,0.25,0.30351965806553727,0.027853388791479264,0.48040030802591,0.4330127018922193,8
