Dataset,Generator,Seed,LeakageLevel,Metric,MetricValue,Classifier,Regressor,Category,EvaluationType,Mean,Std,TaskType,SourceFile,Experiment,Value,RegressionModel,Leakage,TrainingPercentage
1. Cancer,CTGAN,,0.0,Recall,0.95,MLP,,Utility,TSTR,0.95,0.0457366016959489,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.95,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall_Gap,0.95,MLP,,Utility,Gap,-0.004761904761904745,0.0457366016959489,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,-0.004761904761904745,,0.0,100.0
1. Cancer,CTGAN,,,Accuracy_Drop,,MLP,,,Gap,0.2543859649122808,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2543859649122808,,0.0,100.0
1. Cancer,CTGAN,,,F1_Drop,,MLP,,,Gap,0.246737124023592,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.246737124023592,,0.0,100.0
1. Cancer,CTGAN,,,Precision_Drop,,MLP,,,Gap,0.4040861882828425,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.4040861882828425,,0.0,100.0
1. Cancer,CTGAN,,,Recall_Drop,,MLP,,,Gap,-0.004761904761904745,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,-0.004761904761904745,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.9701754385964912,SVM-RBF,,Utility,TRTR,0.9701754385964912,0.01889531511275264,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9701754385964912,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.7342105263157894,SVM-RBF,,Utility,TSTR,0.7342105263157894,0.02387834664704595,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.7342105263157894,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy_Gap,0.7342105263157894,SVM-RBF,,Utility,Gap,0.23596491228070182,0.02387834664704595,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.23596491228070182,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.9583987428081452,SVM-RBF,,Utility,TRTR,0.9583987428081452,0.02694607072359247,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9583987428081452,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.7058459078385154,SVM-RBF,,Utility,TSTR,0.7058459078385154,0.020234272079634,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.7058459078385154,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1_Gap,0.7058459078385154,SVM-RBF,,Utility,Gap,0.25255283496962977,0.020234272079634,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.25255283496962977,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.975500670827118,SVM-RBF,,Utility,TRTR,0.975500670827118,0.01929000486040976,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.975500670827118,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.5973837425749331,SVM-RBF,,Utility,TSTR,0.5973837425749331,0.02711103869198211,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.5973837425749331,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision_Gap,0.5973837425749331,SVM-RBF,,Utility,Gap,0.3781169282521849,0.02711103869198211,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.3781169282521849,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.9428571428571428,SVM-RBF,,Utility,TRTR,0.9428571428571428,0.04416008807378907,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9428571428571428,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.8642857142857144,SVM-RBF,,Utility,TSTR,0.8642857142857144,0.03021089890583218,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.8642857142857144,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall_Gap,0.8642857142857144,SVM-RBF,,Utility,Gap,0.0785714285714284,0.03021089890583218,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.0785714285714284,,0.0,100.0
1. Cancer,CTGAN,,,Accuracy_Drop,,SVM-RBF,,,Gap,0.2359649122807018,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2359649122807018,,0.0,100.0
1. Cancer,CTGAN,,,F1_Drop,,SVM-RBF,,,Gap,0.2525528349696298,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2525528349696298,,0.0,100.0
1. Cancer,CTGAN,,,Precision_Drop,,SVM-RBF,,,Gap,0.3781169282521849,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.3781169282521849,,0.0,100.0
1. Cancer,CTGAN,,,Recall_Drop,,SVM-RBF,,,Gap,0.0785714285714284,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.0785714285714284,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.9701754385964912,Extra Trees,,Utility,TRTR,0.9701754385964912,0.01189882453179872,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9701754385964912,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.7035087719298245,Extra Trees,,Utility,TSTR,0.7035087719298245,0.02712214883112335,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.7035087719298245,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy_Gap,0.7035087719298245,Extra Trees,,Utility,Gap,0.2666666666666667,0.02712214883112335,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2666666666666667,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.9589899381997989,Extra Trees,,Utility,TRTR,0.9589899381997989,0.01652286372603384,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9589899381997989,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.6863330842765026,Extra Trees,,Utility,TSTR,0.6863330842765026,0.02683187254311334,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.6863330842765026,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1_Gap,0.6863330842765026,Extra Trees,,Utility,Gap,0.2726568539232963,0.02683187254311334,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2726568539232963,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.971542217000243,Extra Trees,,Utility,TRTR,0.971542217000243,0.02506278422086412,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.971542217000243,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.5632094750718591,Extra Trees,,Utility,TSTR,0.5632094750718591,0.02550146867181092,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.5632094750718591,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision_Gap,0.5632094750718591,Extra Trees,,Utility,Gap,0.40833274192838387,0.02550146867181092,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.40833274192838387,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.9476190476190476,Extra Trees,,Utility,TRTR,0.9476190476190476,0.02776643759450141,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9476190476190476,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.880952380952381,Extra Trees,,Utility,TSTR,0.880952380952381,0.05323971374999498,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.880952380952381,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall_Gap,0.880952380952381,Extra Trees,,Utility,Gap,0.06666666666666654,0.05323971374999498,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.06666666666666654,,0.0,100.0
1. Cancer,CTGAN,,,Accuracy_Drop,,Extra Trees,,,Gap,0.2666666666666667,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2666666666666667,,0.0,100.0
1. Cancer,CTGAN,,,F1_Drop,,Extra Trees,,,Gap,0.2726568539232963,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2726568539232963,,0.0,100.0
1. Cancer,CTGAN,,,Precision_Drop,,Extra Trees,,,Gap,0.4083327419283839,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.4083327419283839,,0.0,100.0
1. Cancer,CTGAN,,,Recall_Drop,,Extra Trees,,,Gap,0.06666666666666654,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.06666666666666654,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.9666666666666666,AdaBoost,,Utility,TRTR,0.9666666666666666,0.01022974016639526,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9666666666666666,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.7254385964912281,AdaBoost,,Utility,TSTR,0.7254385964912281,0.02513429610858667,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.7254385964912281,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy_Gap,0.7254385964912281,AdaBoost,,Utility,Gap,0.24122807017543846,0.02513429610858667,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.24122807017543846,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.9537824074424763,AdaBoost,,Utility,TRTR,0.9537824074424763,0.01443243582836966,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9537824074424763,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.7066383070371282,AdaBoost,,Utility,TSTR,0.7066383070371282,0.02622587045779307,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.7066383070371282,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1_Gap,0.7066383070371282,AdaBoost,,Utility,Gap,0.24714410040534818,0.02622587045779307,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.24714410040534818,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.9735489892977129,AdaBoost,,Utility,TRTR,0.9735489892977129,0.02210918228480495,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9735489892977129,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.5843282264066113,AdaBoost,,Utility,TSTR,0.5843282264066113,0.02594956660915364,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.5843282264066113,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision_Gap,0.5843282264066113,AdaBoost,,Utility,Gap,0.38922076289110163,0.02594956660915364,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.38922076289110163,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.9357142857142857,AdaBoost,,Utility,TRTR,0.9357142857142857,0.02827224306437598,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9357142857142857,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.9,AdaBoost,,Utility,TSTR,0.9,0.07438333024673004,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall_Gap,0.9,AdaBoost,,Utility,Gap,0.0357142857142857,0.07438333024673004,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.0357142857142857,,0.0,100.0
1. Cancer,CTGAN,,,Accuracy_Drop,,AdaBoost,,,Gap,0.2412280701754385,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2412280701754385,,0.0,100.0
1. Cancer,CTGAN,,,F1_Drop,,AdaBoost,,,Gap,0.2471441004053482,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2471441004053482,,0.0,100.0
1. Cancer,CTGAN,,,Precision_Drop,,AdaBoost,,,Gap,0.3892207628911016,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.3892207628911016,,0.0,100.0
1. Cancer,CTGAN,,,Recall_Drop,,AdaBoost,,,Gap,0.0357142857142857,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.0357142857142857,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.9631578947368421,Gradient Boosting,,Utility,TRTR,0.9631578947368421,0.0203084857943688,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9631578947368421,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.6956140350877192,Gradient Boosting,,Utility,TSTR,0.6956140350877192,0.05100558512318116,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.6956140350877192,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy_Gap,0.6956140350877192,Gradient Boosting,,Utility,Gap,0.26754385964912286,0.05100558512318116,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.26754385964912286,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.9494212600983015,Gradient Boosting,,Utility,TRTR,0.9494212600983015,0.02779434087071402,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9494212600983015,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.6803525981791595,Gradient Boosting,,Utility,TSTR,0.6803525981791595,0.03538217252110418,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.6803525981791595,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1_Gap,0.6803525981791595,Gradient Boosting,,Utility,Gap,0.269068661919142,0.03538217252110418,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.269068661919142,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.9620305430373497,Gradient Boosting,,Utility,TRTR,0.9620305430373497,0.0358379580625646,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9620305430373497,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.5599249455528891,Gradient Boosting,,Utility,TSTR,0.5599249455528891,0.04552000035223773,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.5599249455528891,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision_Gap,0.5599249455528891,Gradient Boosting,,Utility,Gap,0.4021055974844606,0.04552000035223773,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.4021055974844606,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.938095238095238,Gradient Boosting,,Utility,TRTR,0.938095238095238,0.03400680204068023,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.938095238095238,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall,0.8738095238095237,Gradient Boosting,,Utility,TSTR,0.8738095238095237,0.05639390134441432,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.8738095238095237,,0.0,100.0
1. Cancer,CTGAN,,0.0,Recall_Gap,0.8738095238095237,Gradient Boosting,,Utility,Gap,0.06428571428571428,0.05639390134441432,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.06428571428571428,,0.0,100.0
1. Cancer,CTGAN,,,Accuracy_Drop,,Gradient Boosting,,,Gap,0.2675438596491229,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.2675438596491229,,0.0,100.0
1. Cancer,CTGAN,,,F1_Drop,,Gradient Boosting,,,Gap,0.269068661919142,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.269068661919142,,0.0,100.0
1. Cancer,CTGAN,,,Precision_Drop,,Gradient Boosting,,,Gap,0.4021055974844606,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.4021055974844606,,0.0,100.0
1. Cancer,CTGAN,,,Recall_Drop,,Gradient Boosting,,,Gap,0.06428571428571428,,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.06428571428571428,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.962280701754386,KNN,,Utility,TRTR,0.962280701754386,0.01883413206454726,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.962280701754386,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy,0.6140350877192982,KNN,,Utility,TSTR,0.6140350877192982,0.05407380704358751,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.6140350877192982,,0.0,100.0
1. Cancer,CTGAN,,0.0,Accuracy_Gap,0.6140350877192982,KNN,,Utility,Gap,0.3482456140350878,0.05407380704358751,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.3482456140350878,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.947074373024434,KNN,,Utility,TRTR,0.947074373024434,0.02672761688789936,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.947074373024434,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1,0.6243262154795239,KNN,,Utility,TSTR,0.6243262154795239,0.03597395730127182,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.6243262154795239,,0.0,100.0
1. Cancer,CTGAN,,0.0,F1_Gap,0.6243262154795239,KNN,,Utility,Gap,0.32274815754491004,0.03597395730127182,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.32274815754491004,,0.0,100.0
1. Cancer,CTGAN,,0.0,Precision,0.9751404010156286,KNN,,Utility,TRTR,0.9751404010156286,0.02459125532957641,classification,Generators/Experiment with utility data leak/utility results/1. Cancer/TRTR_TSTR_results_cancer.xlsx,utility,0.9751404010156286,,0.0,100.0
