Dataset,CTABGAN,CTGAN,CopulaGAN,ForestDiffusion,GaussianCopula,TVAE,TabDDPM,WGAN-GP
Adult,0.07986789193124996,0.04574985475185263,0.04126732212773146,0.03573687021509656,0.145667667502764,0.23135962432701973,0.22907721917939253,0.030359600428884952
Alzheimer's,0.1304000355359955,0.44915510015663473,0.4701866720561279,-0.0036499117409247647,0.13268295619056225,0.04273458696639047,0.4490597009240358,0.14013625498909826
Bank Marketing,0.02227677034317272,0.033175614292658154,0.03128016898560891,0.016934859693177318,0.049019065355339,0.061417971697142894,0.06512866473715749,0.02788152240662915
CDC Diabetes,0.09683170041012454,0.00293293955683753,0.0013321322072946996,0.00190453334566279,0.0197923324797088,-0.012644108772790541,0.025682378980684657,-0.004433622971887663
Cancer,0.13651646668077563,0.3239869637085374,0.39100701441886204,-0.00979114067242043,0.16413559406936495,0.0013763424359363,0.4534619908765885,0.06650317219177602
Forest Cover,0.3261145732012221,0.3998539177026658,0.3938293608802065,0.06353107011985157,0.2225496466401143,0.07443697914620255,0.38637962311360957,0.324552253975998
MAGIC Gamma,0.04330741625895794,0.08744332714372455,0.09295618976072897,0.04826236828018488,0.11184287821631529,0.059772816024962226,0.2866172218766832,0.0411379844286519
Mushroom,0.26259806192547497,0.3509452381926859,0.3391622797691184,0.30590314483093073,0.3211784912479377,0.25830894117816455,0.4229126041730978,0.27185736254980775
Wine Quality,0.14013057495026668,0.23998546193818573,0.21274916420251974,0.12858908505800512,0.2681541240261808,0.10628488760952763,0.26251520126058586,0.16606553377283745
