Dataset,CTABGAN,CTGAN,CopulaGAN,ForestDiffusion,GaussianCopula,TVAE,TabDDPM,WGAN-GP
Adult,0.08099500000000018,0.03261833333333346,0.04230333333333348,0.02003833333333342,0.08855666666666684,0.19303500000000018,0.17126833333333352,0.024375000000000167
Alzheimer's,0.12486842105263156,0.43197368421052634,0.44666666666666666,-0.00368421052631579,0.131578947368421,0.04149122807017551,0.4374561403508773,0.13223684210526326
Bank Marketing,0.03153999999999989,0.02842833333333325,0.037059999999999885,0.03828666666666654,0.026466666666666798,0.10210166666666656,0.041644999999999925,0.006566666666666611
CDC Diabetes,0.10234333333333337,0.018296666666666676,0.015260000000000043,0.03366000000000011,0.0197333333333333,-0.00718999999999988,0.018550000000000042,-0.0121766666666665
Cancer,0.13307017543859637,0.3128947368421051,0.38114035087719295,-0.009619883040935619,0.15877192982456148,0.0018128654970758801,0.3419005847953215,0.06450292397660809
Forest Cover,0.30983666666666654,0.31782999999999995,0.3293899999999999,0.06978999999999992,0.19243333333333307,0.061723333333333186,0.34869333333333324,0.3027633333333332
MAGIC Gamma,0.04118909919383095,0.0934516298633017,0.0971880476691202,0.052786540483701225,0.09628461268839808,0.06136698212407986,0.22390115667718188,0.039274447949526704
Mushroom,0.25151,0.3273366666666667,0.3204933333333334,0.2761766666666666,0.31723333333333337,0.23684,0.3753033333333334,0.2526866666666668
Wine Quality,0.1329489795918368,0.26596938775510204,0.2470850340136055,0.1398911564625851,0.21159863945578242,0.09561564625850348,0.20378231292517013,0.16469387755102055
