Dataset,Generator,Greedy_Cosine,Greedy_Cosine_Note,Greedy_Cosine_Proxy_Pairwise,Cosine_Baseline_Method,Hungarian_Cosine,Delta_Cosine,Cosine_Improvement_Pct,Cosine_Pct_Unstable,Greedy_Mahalanobis,Hungarian_Mahalanobis,Delta_Mahalanobis,Mahalanobis_Improvement_Pct,Maha_Pct_Unstable,hung_src,nb_src,Num_Matches
AirQuality,ForestDiffusion,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.010261,Pairwise (no assignment),0.998953,0.988692,9635.435142773611,False,1.7287,1.6389,0.08979999999999988,5.19465494302076,False,notebook_pair:print,12. Air Quality_diffusion.ipynb,1000.0
Concrete,CTGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.006918,Pairwise (no assignment),0.9968473117249576,1.0037653117249576,-14509.4725603492,False,5.242352,5.018745,0.22360700000000033,4.265394616767442,False,notebook_pair:sampled_table,13. Concrete Compressive Strength.ipynb,1000.0
Concrete,CopulaGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.00665,Pairwise (no assignment),0.9944795361352042,0.9878295361352042,14854.579490754952,False,6.754965,6.507187,0.24777800000000028,3.6680871033380673,False,notebook_pair:sampled_table,13. Concrete Compressive Strength.ipynb,1000.0
Concrete,TVAE,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.010488,Pairwise (no assignment),0.9972194728703944,0.9867314728703943,9408.194821418709,False,3.345275,3.145877,0.19939799999999996,5.960586199938719,False,notebook_pair:sampled_table,13. Concrete Compressive Strength.ipynb,1000.0
Concrete,GaussianCopula,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.006954,Pairwise (no assignment),0.9961556904529508,0.9892016904529508,14224.93083768983,False,3.985879,3.685769,0.3001100000000001,7.529330418710655,False,notebook_pair:sampled_table,13. Concrete Compressive Strength.ipynb,1000.0
Concrete,CTABGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.001184,Pairwise (no assignment),0.980089,0.978905,82677.78716216217,False,3.3377,3.1203,0.21740000000000004,6.513467357761334,False,notebook_pair:print,13. Concrete Compressive Strength_other GAN.ipynb,1000.0
Concrete,WGAN_GP,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.013373,Pairwise (no assignment),0.976834,0.963461,7204.524040978091,False,3.6759,3.3891,0.28679999999999994,7.802170896923201,False,notebook_pair:print,13. Concrete Compressive Strength_other GAN.ipynb,1000.0
Concrete,TabDDPM,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.002792,Pairwise (no assignment),0.998188,0.995396,35651.71919770773,False,1.7551,1.6227,0.13240000000000007,7.5437297020112855,False,notebook_pair:print,13. Concrete Compressive Strength_diffusion.ipynb,1000.0
Concrete,ForestDiffusion,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.003079,Pairwise (no assignment),0.999365,0.9962859999999999,32357.453718739845,False,0.9112,0.8489,0.06230000000000002,6.837137840210714,False,notebook_pair:print,13. Concrete Compressive Strength_diffusion.ipynb,1000.0
Energy,CTGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.002569,Pairwise (no assignment),0.9966612583435426,0.9940922583435425,38695.68930881831,False,45637.724946,45637.724902,4.400000034365803e-05,9.641146747722464e-08,False,notebook_pair:sampled_table,14. Energy Efficiency.ipynb,768.0
Energy,CopulaGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.001534,Pairwise (no assignment),0.9967512227047748,0.9982852227047748,-65077.26354007659,False,51117.382605,51117.382555,5.0000002374872565e-05,9.781408950696522e-08,False,notebook_pair:sampled_table,14. Energy Efficiency.ipynb,768.0
Energy,TVAE,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.00282,Pairwise (no assignment),0.9991856395133506,0.9963656395133506,35332.11487635995,False,18868.031041,18868.030988,5.2999999752501026e-05,2.8089841296811884e-07,False,notebook_pair:sampled_table,14. Energy Efficiency.ipynb,768.0
Energy,GaussianCopula,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.001194,Pairwise (no assignment),0.9993231090584036,0.9981291090584036,83595.40276871051,False,21169.768599,21169.768524,7.499999992433004e-05,3.5427878946146267e-07,False,notebook_pair:sampled_table,14. Energy Efficiency.ipynb,768.0
Energy,CTABGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.003831,Pairwise (no assignment),0.998061,1.001892,-26152.231793265466,False,21021.1892,21021.1892,0.0,0.0,False,notebook_pair:print,14. Energy Efficiency_other GAN.ipynb,768.0
Energy,WGAN_GP,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.000862,Pairwise (no assignment),0.999045,0.9981829999999999,115798.49187935033,True,23616.3467,23616.3467,0.0,0.0,False,notebook_pair:print,14. Energy Efficiency_other GAN.ipynb,768.0
Energy,TabDDPM,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.001883,Pairwise (no assignment),0.999033,0.99715,52955.3903345725,False,15946.4815,15946.4815,0.0,0.0,False,notebook_pair:print,14. Energy Efficiency_diffusion.ipynb,768.0
Energy,ForestDiffusion,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.000579,Pairwise (no assignment),0.999999,0.99942,172611.39896373058,True,41.2109,41.2089,0.0020000000000024443,0.004853084984803642,False,notebook_pair:print,14. Energy Efficiency_diffusion.ipynb,768.0
RealEstate,CTGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.050747,Pairwise (no assignment),0.9169089186365058,0.9676559186365058,-1906.8238883806055,False,16692.881415,16692.752234,0.12918100000024424,0.0007738687934616484,False,notebook_pair:sampled_table,15. Real Estate Valuation.ipynb,414.0
RealEstate,CopulaGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.050764,Pairwise (no assignment),0.8511433790000289,0.9019073790000289,-1776.6672819321348,False,16693.963602,16693.834433,0.1291689999998198,0.000773746745106985,False,notebook_pair:sampled_table,15. Real Estate Valuation.ipynb,414.0
RealEstate,TVAE,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.050741,Pairwise (no assignment),0.923216777270658,0.973957777270658,-1919.4690236113952,False,16693.918272,16693.789109,0.12916299999778857,0.0007737129048632531,False,notebook_pair:sampled_table,15. Real Estate Valuation.ipynb,414.0
RealEstate,GaussianCopula,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.050746,Pairwise (no assignment),0.9033702266244976,0.9541162266244976,-1880.1801651844432,False,16693.682733,16693.553751,0.12898200000199722,0.0007726395790847645,False,notebook_pair:sampled_table,15. Real Estate Valuation.ipynb,414.0
RealEstate,CTABGAN,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.016572,Pairwise (no assignment),0.999655,0.9830829999999999,5932.192855418778,False,0.9013,0.8723,0.029000000000000026,3.2175746144458035,False,notebook_pair:print,15. Real Estate Valuation_other GAN.ipynb,414.0
RealEstate,WGAN_GP,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.023284,Pairwise (no assignment),0.998436,0.975152,4188.077649888336,False,1.4639,1.3965,0.0673999999999999,4.604139627023697,False,notebook_pair:print,15. Real Estate Valuation_other GAN.ipynb,414.0
RealEstate,TabDDPM,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),-0.031771,Pairwise (no assignment),0.999461,1.0312320000000001,-3245.8279563123606,False,0.9375,0.8743,0.06320000000000003,6.741333333333338,False,notebook_pair:print,15. Real Estate Valuation_diffusion.ipynb,414.0
RealEstate,ForestDiffusion,,Not persisted in notebooks (many-to-one greedy cosine aggregates missing),0.023181,Pairwise (no assignment),0.999959,0.976778,4213.7008757171825,False,0.0773,0.0771,0.00019999999999999185,0.25873221216040343,False,notebook_pair:print,15. Real Estate Valuation_diffusion.ipynb,414.0
