dataset,dataset_id,problem_type,generator,metric_category,metric_name,mean,sd,mean_sd,n_seeds,median,min,max,seed_42,seed_123,seed_2024,seed_68,seed_91,seed_2025,seed_55,seed_155,seed_255,seed_355
Adult,adult,classification,CTGAN,Utility,Accuracy_TRTR,0.8237000000000002,0.0,0.8237 ± 0,10,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002
Adult,adult,classification,CTGAN,Utility,Accuracy_TSTR,0.7910816666666667,0.006878282381417518,0.791082 ± 0.00687828,10,0.7926916666666667,0.77865,0.7990999999999999,0.7975500000000001,0.7926000000000001,0.7927833333333333,0.7990999999999999,0.79495,0.7959333333333335,0.7876333333333334,0.791,0.77865,0.7806166666666667
Adult,adult,classification,CTGAN,Utility,F1_Gap,0.04574985475185263,0.0125330954563591,0.0457499 ± 0.0125331,10,0.0442855485905036,0.0321428190282624,0.0718447212433625,0.0387428587445353,0.0366392206890325,0.0438459629418512,0.0458142863005527,0.0340956207086416,0.0321428190282624,0.044725134239156,0.0622513501285957,0.0718447212433625,0.0473965734945364
Adult,adult,classification,CTGAN,Utility,F1_TRTR,0.8179017788152698,0.0,0.817902 ± 0,10,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698,0.8179017788152698
Adult,adult,classification,CTGAN,Utility,F1_TSTR,0.7721519240634173,0.012533095456359082,0.772152 ± 0.0125331,10,0.7736162302247662,0.7460570575719073,0.7857589597870074,0.7791589200707345,0.7812625581262372,0.7740558158734185,0.7720874925147171,0.7838061581066281,0.7857589597870074,0.7731766445761138,0.7556504286866741,0.7460570575719073,0.7705052053207334
Adult,adult,classification,CTGAN,Utility,Precision_Gap,0.04048240715064693,0.0064875193850603904,0.0404824 ± 0.00648752,10,0.038880324080715456,0.032016145041146,0.0516683380270601,0.032016145041146,0.0367081652846814,0.0430695116454622,0.0337753035890155,0.0360452348804344,0.0370217895147839,0.045838850371048,0.040738858646647,0.0516683380270601,0.0479418745061908
Adult,adult,classification,CTGAN,Utility,Precision_TRTR,0.81998538946126,0.0,0.819985 ± 0,10,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126,0.81998538946126
Adult,adult,classification,CTGAN,Utility,Precision_TSTR,0.779502982310613,0.006487519385060389,0.779503 ± 0.00648752,10,0.7811050653805445,0.7683170514341998,0.787969244420114,0.787969244420114,0.7832772241765785,0.7769158778157977,0.7862100858722444,0.7839401545808256,0.782963599946476,0.7741465390902119,0.7792465308146129,0.7683170514341998,0.7720435149550692
Adult,adult,classification,CTGAN,Utility,ROC_AUC_Gap,0.05218077172591862,0.00887512195980423,0.0521808 ± 0.00887512,10,0.04887741750902475,0.0393006148440928,0.0684600378673984,0.0393006148440928,0.0471602412361026,0.0548489586465411,0.0484362158478158,0.0459910761958388,0.0464940993918984,0.0615296251346222,0.0493186191702337,0.0684600378673984,0.0602682289246423
Adult,adult,classification,CTGAN,Utility,ROC_AUC_TRTR,0.8297875243504865,0.0,0.829788 ± 0,10,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865,0.8297875243504865
Adult,adult,classification,CTGAN,Utility,ROC_AUC_TSTR,0.7776067526245679,0.008875121959804218,0.777607 ± 0.00887512,10,0.7809101068414617,0.7613274864830881,0.7904869095063937,0.7904869095063937,0.7826272831143839,0.7749385657039454,0.7813513085026706,0.7837964481546477,0.7832934249585881,0.7682578992158643,0.7804689051802528,0.7613274864830881,0.7695192954258442
Adult,adult,classification,CTGAN,Utility,Recall_Gap,0.03261833333333346,0.006878282381417514,0.0326183 ± 0.00687828,10,0.0310083333333335,0.0246000000000002,0.0450500000000002,0.0261500000000001,0.0311000000000001,0.0309166666666669,0.0246000000000002,0.0287500000000001,0.0277666666666667,0.0360666666666668,0.0327000000000001,0.0450500000000002,0.0430833333333334
Adult,adult,classification,CTGAN,Utility,Recall_TRTR,0.8237000000000002,0.0,0.8237 ± 0,10,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002,0.8237000000000002
Adult,adult,classification,CTGAN,Utility,Recall_TSTR,0.7910816666666667,0.006878282381417518,0.791082 ± 0.00687828,10,0.7926916666666667,0.77865,0.7990999999999999,0.7975500000000001,0.7926000000000001,0.7927833333333333,0.7990999999999999,0.79495,0.7959333333333335,0.7876333333333334,0.791,0.77865,0.7806166666666667
Adult,adult,classification,CopulaGAN,Compute,evaluation_time_seconds,53.72928581308954,28.436814737617727,53.7293 ± 28.4368,10,56.83951083651709,18.34837455721572,93.61834270300004,18.95854189433157,19.78731098724529,18.34837455721572,64.8049355270341,68.01306563592516,66.95732940314338,93.61834270300004,48.87408614600008,45.68096810600014,92.24990317099991
Adult,adult,classification,CopulaGAN,Compute,generation_time_seconds,0.0,0.0,0 ± 0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adult,adult,classification,CopulaGAN,Compute,total_time_seconds,651.6651983707952,141.26450963095456,651.665 ± 141.265,10,668.601209704997,432.3882137138862,834.9414728779999,668.6239154399373,668.5785039700568,670.200949144084,497.6552595391404,499.069188997848,432.3882137138862,801.6293930390001,815.815482122,834.9414728779999,627.749604864
Adult,adult,classification,CopulaGAN,Compute,training_time_seconds,597.7631562016271,148.50153994480286,597.763 ± 148.502,10,649.2136999242939,365.1720335558057,788.98915749,649.6499507999979,648.7774490485899,651.8400677791797,432.6504619028419,430.9670436568558,365.1720335558057,707.711599246,766.6145623829999,788.98915749,535.2592361539998
Adult,adult,classification,CopulaGAN,Fidelity,KS_Complement,0.9353383333333334,0.007930396670912828,0.935338 ± 0.0079304,10,0.9361270833333334,0.9174458333333334,0.9455916666666668,0.9455916666666668,0.9348416666666668,0.9374125,0.9408916666666668,0.9294333333333332,0.9174458333333334,0.9408041666666668,0.932025,0.940675,0.9342625
