dataset,dataset_id,problem_type,generator,seed,batch,batch_label,metric_category,metric_name,metric_value,split_seed,n_synthetic_samples,n_train,n_test,training_time_seconds,generation_time_seconds,evaluation_time_seconds,total_time_seconds,task
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,R2_TSTR,0.5136850721502553,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,R2_Gap,0.2394328306266247,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,RMSE_TSTR,11.19347491969812,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,RMSE_Increase,3.499899454604867,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,MAE_TSTR,9.283384868862244,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Utility,MAE_Increase,3.491223487260211,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,4.37723502687001,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Privacy,Mean_Distance,4.37723502687001,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Privacy,Median_Distance,4.036368431883219,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Privacy,NNDR,0.9129614968190822,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Privacy,MIA_AUC,0.6612345679012346,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Compute,training_time_seconds,28.83953354484402,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Compute,evaluation_time_seconds,17.49663903191686,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,TVAE,123,1st_batch,1st batch,Compute,total_time_seconds,46.51357101183385,42,1000,824,206,28.83953354484402,0,17.49663903191686,46.51357101183385,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Fidelity,Quality_Score,0.8490976018837287,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Fidelity,KS_Complement,0.770665587918015,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,12.50151179072276,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Fidelity,MMD,0.02960801720839096,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,R2_TSTR,-0.1496611213009582,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,R2_Gap,0.9027790240778382,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,RMSE_TSTR,15.7868418118509,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,RMSE_Increase,8.093266346757641,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,MAE_TSTR,12.37433547559453,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Utility,MAE_Increase,6.582174093992501,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,4.773443731055067,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Privacy,Mean_Distance,4.773443731055067,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Privacy,Median_Distance,4.260656729701209,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Privacy,NNDR,0.927033317797953,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Privacy,MIA_AUC,0.7964197530864198,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Compute,training_time_seconds,1.123722665011883,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Compute,evaluation_time_seconds,18.85562889417633,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,GaussianCopula,123,1st_batch,1st batch,Compute,total_time_seconds,20.03745099087246,42,1000,824,206,1.123722665011883,0,18.85562889417633,20.03745099087246,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Fidelity,Quality_Score,0.7410689409223763,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Fidelity,KS_Complement,0.7581078748651564,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,13.50192079924863,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Fidelity,MMD,0.04658806867706378,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,R2_TSTR,0.0777138852778522,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,R2_Gap,0.6754040174990278,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,RMSE_TSTR,15.41557789455318,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,RMSE_Increase,7.722002429459922,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,MAE_TSTR,12.56464706415101,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Utility,MAE_Increase,6.772485682548981,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,5.405772055118402,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Privacy,Mean_Distance,5.405772055118402,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Privacy,Median_Distance,5.004887078431745,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Privacy,NNDR,0.9293855716857188,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Privacy,MIA_AUC,0.7055555555555555,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Compute,training_time_seconds,153.2319345639553,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Compute,evaluation_time_seconds,21.41922712000087,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,CTABGAN,123,1st_batch,1st batch,Compute,total_time_seconds,174.695899757091,42,1000,824,206,153.2319345639553,0,21.41922712000087,174.695899757091,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Fidelity,Quality_Score,0.894268996111897,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Fidelity,KS_Complement,0.8188036677454152,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,10.73381049834162,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Fidelity,MMD,0.01868642163422624,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,R2_TSTR,0.2751737744659489,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,R2_Gap,0.477944128310931,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,RMSE_TSTR,13.53837656005875,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,RMSE_Increase,5.844801094965499,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,MAE_TSTR,9.630228393531295,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Utility,MAE_Increase,3.838067011929262,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,2.908966224309685,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Privacy,Mean_Distance,2.908966224309685,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Privacy,Median_Distance,2.924172175120324,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Privacy,NNDR,0.9327320974075439,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Privacy,MIA_AUC,0.7355555555555556,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Compute,training_time_seconds,39.8277307159733,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Compute,evaluation_time_seconds,16.94805481215008,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,WGAN_GP,123,1st_batch,1st batch,Compute,total_time_seconds,56.81529523991048,42,1000,824,206,39.8277307159733,0,16.94805481215008,56.81529523991048,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Fidelity,Quality_Score,0.81992217466651,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Fidelity,KS_Complement,0.6831952535059331,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,47.15045527982996,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Fidelity,MMD,0.1049534727682327,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,R2_TSTR,0.4850414727261423,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,R2_Gap,0.2680764300507376,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,RMSE_TSTR,11.06931396670589,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,RMSE_Increase,3.375738501612636,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,MAE_TSTR,8.885167404211476,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Utility,MAE_Increase,3.093006022609442,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,8.221001096634772,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Privacy,Mean_Distance,8.221001096634772,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Privacy,Median_Distance,7.009867327670555,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Privacy,NNDR,0.9291039313219406,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Privacy,MIA_AUC,0.7917283950617284,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Compute,training_time_seconds,16.21621249383315,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Compute,evaluation_time_seconds,12.51889546494931,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,TabDDPM,123,1st_batch,1st batch,Compute,total_time_seconds,28.91817562980577,42,1000,824,206,16.21621249383315,0,12.51889546494931,28.91817562980577,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Fidelity,Quality_Score,0.8891225600524355,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Fidelity,KS_Complement,0.8123721682847896,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,9.895769548371412,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Fidelity,MMD,0.02927198933316755,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,R2_TRTR,0.75311790277688,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,R2_TSTR,0.6579399177160175,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,R2_Gap,0.0951779850608625,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,RMSE_TRTR,7.693575465093256,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,RMSE_TSTR,9.363124540516186,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,RMSE_Increase,1.66954907542293,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,MAE_TRTR,5.792161381602034,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,MAE_TSTR,7.332611394303792,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Utility,MAE_Increase,1.540450012701759,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,2.420195190922177,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Privacy,Mean_Distance,2.420195190922177,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Privacy,Median_Distance,2.283366968928188,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Privacy,NNDR,0.8786950072068537,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Privacy,MIA_AUC,0.4634567901234568,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Compute,training_time_seconds,5.40117460116744,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Compute,evaluation_time_seconds,16.32270607096143,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Concrete,concrete,regression,ForestDiffusion,123,1st_batch,1st batch,Compute,total_time_seconds,21.76413963595405,42,1000,824,206,5.40117460116744,0,16.32270607096143,21.76413963595405,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Fidelity,Quality_Score,0.6938742927283503,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Fidelity,KS_Complement,0.7981833876221499,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Fidelity,Wasserstein_Distance,9.223305149837135,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Fidelity,MMD,0.09081724008764203,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,R2_TRTR,0.9781020698741223,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,R2_TSTR,-0.2050590037829315,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,R2_Gap,1.183161073657054,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,RMSE_TRTR,1.414706716782129,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,RMSE_TSTR,11.2034614945078,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,RMSE_Increase,9.788754777725671,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,MAE_TRTR,0.9036835261538059,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,MAE_TSTR,9.8132264654303,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Utility,MAE_Increase,8.909542939276495,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Privacy,Mahalanobis_Distance,765.0889192970204,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Privacy,Mean_Distance,765.0889192970204,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Privacy,Median_Distance,685.4830939668675,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Privacy,NNDR,0.9670998959944898,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Privacy,MIA_AUC,0.8483950617283951,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Compute,training_time_seconds,22.25439386698417,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Compute,generation_time_seconds,0.0,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Compute,evaluation_time_seconds,14.98114601382986,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CTGAN,123,1st_batch,1st batch,Compute,total_time_seconds,37.28936889301986,42,1000,614,154,22.25439386698417,0,14.98114601382986,37.28936889301986,regression
Energy,energy_efficiency,regression,CopulaGAN,123,1st_batch,1st batch,Fidelity,Quality_Score,0.6766744051731667,42,1000,614,154,22.57614567293786,0,9.268429465824738,31.88013934181072,regression
