n,pearson_r,pearson_p,spearman_rho,spearman_p,r2,slope,intercept,interpretation,Figure,X,Y,Level
8,0.48347675138506163,0.22484056582774423,0.04761904761904763,0.9108491685195836,0.2337497691298527,0.45126685534872807,0.3190000918670097,No statistically significant relationship (p ≥ 0.05).,Figure01_fidelity_vs_utility_Accuracy,Fidelity,Utility,primary
8,-0.3395075947549594,0.4106485849203673,0.023809523809523815,0.9553740118158807,0.11526540689629773,-0.007348574115366538,0.7287274708741657,No statistically significant relationship (p ≥ 0.05).,Figure02_privacy_vs_utility_Accuracy,Privacy,Utility,primary
8,-0.9370405603922872,0.0005948210526397558,-0.9047619047619048,0.0020082755054294677,0.8780450118202917,-0.021729720164717723,0.9477647037858106,Strong negative correlation.,Figure03_fidelity_vs_privacy_Accuracy,Privacy,Fidelity,primary
160,0.45479534336775906,1.526892133966574e-09,0.5336415815844076,3.708130505003968e-13,0.20683880434899787,0.48193084125713864,0.2948098253356109,Moderate positive correlation.,FigureS01_fidelity_vs_utility_Accuracy,Fidelity,Utility,supplementary
160,-0.3664546613646278,1.8807766754719003e-06,-0.2240654707208198,0.004395156699218635,0.13428901883586403,-0.00885639902416997,0.7397523389594558,Weak negative correlation.,FigureS02_privacy_vs_utility_Accuracy,Privacy,Utility,supplementary
160,-0.8933229758707777,9.302157854602794e-57,-0.6882352941176471,8.724794095644686e-24,0.7980259392186221,-0.02037401954291283,0.9378521334128979,Strong negative correlation.,FigureS03_fidelity_vs_privacy_Accuracy,Privacy,Fidelity,supplementary
