Dataset,Generator,Seed,Experiment,Metric,Value,Mean,Std,Classifier,RegressionModel,Regressor,Leakage,LeakageLevel,TrainingPercentage,EvaluationType,Category,MetricValue,SourceFile
2. Alzhimers,TabDDPM,,,Cosine_Similarity,,-0.02195,,,,,,0.0,,Score,Fidelity,-0.02195,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,Cosine_Similarity,,0.003124,,,,,,0.0,,Score,Fidelity,0.003124,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,MMD,,0.336058,,,,,,0.0,,Score,Fidelity,0.336058,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,MMD,,0.001763,,,,,,0.0,,Score,Fidelity,0.001763,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,Gower_Distance,,0.785988,,,,,,0.0,,Score,Fidelity,0.785988,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,Gower_Distance,,0.585711,,,,,,0.0,,Score,Fidelity,0.585711,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,Wasserstein_Distance,,0.289061,,,,,,0.0,,Score,Fidelity,0.289061,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,Wasserstein_Distance,,0.011849,,,,,,0.0,,Score,Fidelity,0.011849,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,WGAN_GP,,,KS_Complement,,0.7823,,,,,,0.0,,Score,Fidelity,0.7823,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,CTABGAN,,,KS_Complement,,0.6842,,,,,,0.0,,Score,Fidelity,0.6842,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,CTABGAN,,,MMD_Multivariate,,0.033461,,,,,,0.0,,Score,Fidelity,0.033461,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,,,MMD_Multivariate,,0.001447,,,,,,0.0,,Score,Fidelity,0.001447,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
12. Air Quality,CTABGAN,,,PCA_Correlation_Diff,,0.652932,,,,,,0.0,,Score,Fidelity,0.652932,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,,,PCA_Mean_Error,,4.384418,,,,,,0.0,,Score,Fidelity,4.384418,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTABGAN,,,PCA_Mean_Error,,4.121865,,,,,,0.0,,Score,Fidelity,4.121865,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,,,Cosine_Similarity,,-0.00211,,,,,,0.0,,Score,Fidelity,-0.00211,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTABGAN,,,Cosine_Similarity,,0.006073,,,,,,0.0,,Score,Fidelity,0.006073,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,,,MMD,,0.046666,,,,,,0.0,,Score,Fidelity,0.046666,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTABGAN,,,MMD,,0.019195,,,,,,0.0,,Score,Fidelity,0.019195,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,,,Gower_Distance,,0.852592,,,,,,0.0,,Score,Fidelity,0.852592,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTABGAN,,,Gower_Distance,,0.823107,,,,,,0.0,,Score,Fidelity,0.823107,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,WGAN_GP,,,Wasserstein_Distance,,0.043182,,,,,,0.0,,Score,Fidelity,0.043182,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTABGAN,,,Wasserstein_Distance,,0.022478,,,,,,0.0,,Score,Fidelity,0.022478,Generators/Other GANS/12. Air Quality_other GAN.ipynb
12. Air Quality,CTGAN,,,JS_Divergence,,0.122306,,,,,,0.0,,Score,Fidelity,0.122306,Generators/SDV models/12. Air Quality.ipynb
12. Air Quality,GaussianCopula,,,KS_Complement,,0.9098,,,,,,0.0,,Score,Fidelity,0.9098,Generators/SDV models/12. Air Quality.ipynb
12. Air Quality,TVAE,,,KS_Complement,,0.9016,,,,,,0.0,,Score,Fidelity,0.9016,Generators/SDV models/12. Air Quality.ipynb
3. Adult,GaussianCopula,,,KS_Complement,,0.8753,,,,,,0.0,,Score,Fidelity,0.8753,Generators/SDV models/3. Adult census.ipynb
3. Adult,TVAE,,,KS_Complement,,0.9101,,,,,,0.0,,Score,Fidelity,0.9101,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,,,KS_Complement,,0.9159,,,,,,0.0,,Score,Fidelity,0.9159,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,,,KS_Complement,,0.8681,,,,,,0.0,,Score,Fidelity,0.8681,Generators/SDV models/3. Adult census.ipynb
3. Adult,GaussianCopula,,,Gower_Distance,,0.61611,,,,,,0.0,,Score,Fidelity,0.61611,Generators/SDV models/3. Adult census.ipynb
3. Adult,TVAE,,,Gower_Distance,,0.646593,,,,,,0.0,,Score,Fidelity,0.646593,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,,,Gower_Distance,,0.614765,,,,,,0.0,,Score,Fidelity,0.614765,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,,,Gower_Distance,,0.611885,,,,,,0.0,,Score,Fidelity,0.611885,Generators/SDV models/3. Adult census.ipynb
2. Alzhimers,ForestDiffusion,,,JS_Divergence,,0.0230402,,,,,,0.0,,Score,Fidelity,0.0230402,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,JS_Divergence,,0.3603165,,,,,,0.0,,Score,Fidelity,0.3603165,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,KS_Complement,,0.7356999999999999,,,,,,0.0,,Score,Fidelity,0.7356999999999999,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,KS_Complement,,0.436,,,,,,0.0,,Score,Fidelity,0.436,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,MMD_Multivariate,,0.217116,,,,,,0.0,,Score,Fidelity,0.217116,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,MMD_Multivariate,,-0.000335,,,,,,0.0,,Score,Fidelity,-0.000335,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,,,PCA_Correlation_Diff,,0.138389,,,,,,0.0,,Score,Fidelity,0.138389,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,,,PCA_Correlation_Diff,,0.646359,,,,,,0.0,,Score,Fidelity,0.646359,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
3. Adult,ForestDiffusion,,,Gower_Distance,,0.645353,,,,,,0.0,,Score,Fidelity,0.645353,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,Gower_Distance,,0.313479,,,,,,0.0,,Score,Fidelity,0.313479,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,WGAN_GP,,,JS_Divergence,,0.29984,,,,,,0.0,,Score,Fidelity,0.29984,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,JS_Divergence,,0.120311,,,,,,0.0,,Score,Fidelity,0.120311,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,,,KS_Complement,,0.6234000000000001,,,,,,0.0,,Score,Fidelity,0.6234000000000001,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,KS_Complement,,0.7981,,,,,,0.0,,Score,Fidelity,0.7981,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,MMD_Multivariate,,0.07775,,,,,,0.0,,Score,Fidelity,0.07775,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,,,MMD_Multivariate,,0.060505,,,,,,0.0,,Score,Fidelity,0.060505,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,,,PCA_Correlation_Diff,,0.40812,,,,,,0.0,,Score,Fidelity,0.40812,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,PCA_Correlation_Diff,,0.296554,,,,,,0.0,,Score,Fidelity,0.296554,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,,,PCA_Mean_Error,,49.179406,,,,,,0.0,,Score,Fidelity,49.179406,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,PCA_Mean_Error,,142.051511,,,,,,0.0,,Score,Fidelity,142.051511,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,,,Gower_Distance,,0.521082,,,,,,0.0,,Score,Fidelity,0.521082,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,,,Gower_Distance,,0.61206,,,,,,0.0,,Score,Fidelity,0.61206,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CopulaGAN,,,JS_Divergence,,0.0602624,,,,,,0.0,,Score,Fidelity,0.0602624,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,,,JS_Divergence,,0.0251296,,,,,,0.0,,Score,Fidelity,0.0251296,Generators/SDV models/3. Adult census.ipynb
4. Forest cover dataset,CTGAN,,,MMD,,0.017627,,,,,,0.0,,Score,Fidelity,0.017627,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,GaussianCopula,,,MMD,,0.002448,,,,,,0.0,,Score,Fidelity,0.002448,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,GaussianCopula,,,Gower_Distance,,0.906039,,,,,,0.0,,Score,Fidelity,0.906039,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,Gower_Distance,,0.924451,,,,,,0.0,,Score,Fidelity,0.924451,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CopulaGAN,,,Gower_Distance,,0.901364,,,,,,0.0,,Score,Fidelity,0.901364,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CTGAN,,,Gower_Distance,,0.902477,,,,,,0.0,,Score,Fidelity,0.902477,Generators/SDV models/4.Forest cover.ipynb
3. Adult,ForestDiffusion,,,JS_Divergence,,0.118464,,,,,,0.0,,Score,Fidelity,0.118464,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,JS_Divergence,,0.614837,,,,,,0.0,,Score,Fidelity,0.614837,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,,,KS_Complement,,0.8329000000000001,,,,,,0.0,,Score,Fidelity,0.8329000000000001,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,KS_Complement,,0.3953,,,,,,0.0,,Score,Fidelity,0.3953,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,MMD_Multivariate,,0.35908,,,,,,0.0,,Score,Fidelity,0.35908,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,,,MMD_Multivariate,,0.006923,,,,,,0.0,,Score,Fidelity,0.006923,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,,,PCA_Correlation_Diff,,0.110073,,,,,,0.0,,Score,Fidelity,0.110073,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,PCA_Correlation_Diff,,0.78344,,,,,,0.0,,Score,Fidelity,0.78344,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,,,PCA_Mean_Error,,15.091778,,,,,,0.0,,Score,Fidelity,15.091778,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,,,PCA_Mean_Error,,787.660693,,,,,,0.0,,Score,Fidelity,787.660693,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
4. Forest cover dataset,CopulaGAN,,,KS_Complement,,0.9415,,,,,,0.0,,Score,Fidelity,0.9415,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CTGAN,,,KS_Complement,,0.9576,,,,,,0.0,,Score,Fidelity,0.9576,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CTGAN,,,PCA_Correlation_Diff,,0.867565,,,,,,0.0,,Score,Fidelity,0.867565,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CopulaGAN,,,PCA_Correlation_Diff,,0.816677,,,,,,0.0,,Score,Fidelity,0.816677,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,GaussianCopula,,,PCA_Correlation_Diff,,0.473179,,,,,,0.0,,Score,Fidelity,0.473179,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,PCA_Correlation_Diff,,0.521883,,,,,,0.0,,Score,Fidelity,0.521883,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,GaussianCopula,,,PCA_Mean_Error,,26.61077,,,,,,0.0,,Score,Fidelity,26.61077,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,PCA_Mean_Error,,76.959918,,,,,,0.0,,Score,Fidelity,76.959918,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CopulaGAN,,,PCA_Mean_Error,,72.636275,,,,,,0.0,,Score,Fidelity,72.636275,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CTGAN,,,PCA_Mean_Error,,40.198757,,,,,,0.0,,Score,Fidelity,40.198757,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CTGAN,,,Cosine_Similarity,,0.000336,,,,,,0.0,,Score,Fidelity,0.000336,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,GaussianCopula,,,Cosine_Similarity,,0.002111,,,,,,0.0,,Score,Fidelity,0.002111,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CopulaGAN,,,Cosine_Similarity,,0.004608,,,,,,0.0,,Score,Fidelity,0.004608,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,Cosine_Similarity,,0.009101,,,,,,0.0,,Score,Fidelity,0.009101,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,MMD,,0.056792,,,,,,0.0,,Score,Fidelity,0.056792,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,CopulaGAN,,,MMD,,0.031029,,,,,,0.0,,Score,Fidelity,0.031029,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,WGAN_GP,,,MMD_Multivariate,,0.030261,,,,,,0.0,,Score,Fidelity,0.030261,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,MMD_Multivariate,,0.007217,,,,,,0.0,,Score,Fidelity,0.007217,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,PCA_Correlation_Diff,,0.996833,,,,,,0.0,,Score,Fidelity,0.996833,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,PCA_Correlation_Diff,,0.849288,,,,,,0.0,,Score,Fidelity,0.849288,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,PCA_Mean_Error,,66.583539,,,,,,0.0,,Score,Fidelity,66.583539,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,PCA_Mean_Error,,98.575519,,,,,,0.0,,Score,Fidelity,98.575519,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,Cosine_Similarity,,0.002905,,,,,,0.0,,Score,Fidelity,0.002905,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,Cosine_Similarity,,0.004645,,,,,,0.0,,Score,Fidelity,0.004645,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,MMD,,0.029089,,,,,,0.0,,Score,Fidelity,0.029089,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,MMD,,0.009128,,,,,,0.0,,Score,Fidelity,0.009128,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,Gower_Distance,,0.905784,,,,,,0.0,,Score,Fidelity,0.905784,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,Gower_Distance,,0.904271,,,,,,0.0,,Score,Fidelity,0.904271,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,Wasserstein_Distance,,0.040051,,,,,,0.0,,Score,Fidelity,0.040051,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,Wasserstein_Distance,,0.017958,,,,,,0.0,,Score,Fidelity,0.017958,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,GaussianCopula,,,KS_Complement,,0.9829,,,,,,0.0,,Score,Fidelity,0.9829,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,TVAE,,,KS_Complement,,0.9544,,,,,,0.0,,Score,Fidelity,0.9544,Generators/SDV models/4.Forest cover.ipynb
4. Forest cover dataset,ForestDiffusion,,,PCA_Correlation_Diff,,0.094384,,,,,,0.0,,Score,Fidelity,0.094384,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,PCA_Correlation_Diff,,0.485208,,,,,,0.0,,Score,Fidelity,0.485208,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,PCA_Mean_Error,,28.68433,,,,,,0.0,,Score,Fidelity,28.68433,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,PCA_Mean_Error,,5790.181813,,,,,,0.0,,Score,Fidelity,5790.181813,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,Cosine_Similarity,,-0.020852,,,,,,0.0,,Score,Fidelity,-0.020852,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,Cosine_Similarity,,0.004782,,,,,,0.0,,Score,Fidelity,0.004782,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,MMD,,0.511001,,,,,,0.0,,Score,Fidelity,0.511001,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,MMD,,0.003424,,,,,,0.0,,Score,Fidelity,0.003424,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,Gower_Distance,,0.911891,,,,,,0.0,,Score,Fidelity,0.911891,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,Gower_Distance,,0.633701,,,,,,0.0,,Score,Fidelity,0.633701,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,Wasserstein_Distance,,0.313269,,,,,,0.0,,Score,Fidelity,0.313269,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,Wasserstein_Distance,,0.007472,,,,,,0.0,,Score,Fidelity,0.007472,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,WGAN_GP,,,JS_Divergence,,0.015944,,,,,,0.0,,Score,Fidelity,0.015944,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,JS_Divergence,,0.011511,,,,,,0.0,,Score,Fidelity,0.011511,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,WGAN_GP,,,KS_Complement,,0.9376,,,,,,0.0,,Score,Fidelity,0.9376,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,,,KS_Complement,,0.9687,,,,,,0.0,,Score,Fidelity,0.9687,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
5. Bank Markting,CopulaGAN,,,MMD,,0.021132,,,,,,0.0,,Score,Fidelity,0.021132,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,MMD,,0.005335,,,,,,0.0,,Score,Fidelity,0.005335,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,Gower_Distance,,0.626154,,,,,,0.0,,Score,Fidelity,0.626154,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,Gower_Distance,,0.647807,,,,,,0.0,,Score,Fidelity,0.647807,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CopulaGAN,,,Gower_Distance,,0.617333,,,,,,0.0,,Score,Fidelity,0.617333,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,Gower_Distance,,0.627346,,,,,,0.0,,Score,Fidelity,0.627346,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,Wasserstein_Distance,,0.021784,,,,,,0.0,,Score,Fidelity,0.021784,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,Wasserstein_Distance,,0.017279,,,,,,0.0,,Score,Fidelity,0.017279,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CopulaGAN,,,Wasserstein_Distance,,0.015207,,,,,,0.0,,Score,Fidelity,0.015207,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,Wasserstein_Distance,,0.010308,,,,,,0.0,,Score,Fidelity,0.010308,Generators/SDV models/5. Bank Marketing.ipynb
4. Forest cover dataset,ForestDiffusion,,,JS_Divergence,,0.003717,,,,,,0.0,,Score,Fidelity,0.003717,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,JS_Divergence,,0.214195,,,,,,0.0,,Score,Fidelity,0.214195,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,KS_Complement,,0.1889,,,,,,0.0,,Score,Fidelity,0.1889,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,KS_Complement,,0.1043,,,,,,0.0,,Score,Fidelity,0.1043,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,TabDDPM,,,MMD_Multivariate,,0.189755,,,,,,0.0,,Score,Fidelity,0.189755,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
4. Forest cover dataset,ForestDiffusion,,,MMD_Multivariate,,0.002604,,,,,,0.0,,Score,Fidelity,0.002604,Generators/Diffusion GANs/4_Forest_Cover_diffusion.ipynb
5. Bank Markting,CopulaGAN,,,MMD_Multivariate,,0.014594,,,,,,0.0,,Score,Fidelity,0.014594,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,MMD_Multivariate,,0.003042,,,,,,0.0,,Score,Fidelity,0.003042,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,PCA_Correlation_Diff,,0.23165,,,,,,0.0,,Score,Fidelity,0.23165,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,PCA_Correlation_Diff,,0.275759,,,,,,0.0,,Score,Fidelity,0.275759,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CopulaGAN,,,PCA_Correlation_Diff,,0.108287,,,,,,0.0,,Score,Fidelity,0.108287,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,PCA_Correlation_Diff,,0.104697,,,,,,0.0,,Score,Fidelity,0.104697,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,PCA_Mean_Error,,59.045216,,,,,,0.0,,Score,Fidelity,59.045216,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,PCA_Mean_Error,,25.553935,,,,,,0.0,,Score,Fidelity,25.553935,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CopulaGAN,,,PCA_Mean_Error,,27.112464,,,,,,0.0,,Score,Fidelity,27.112464,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,PCA_Mean_Error,,15.683888,,,,,,0.0,,Score,Fidelity,15.683888,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,Cosine_Similarity,,-0.020781,,,,,,0.0,,Score,Fidelity,-0.020781,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CopulaGAN,,,Cosine_Similarity,,-0.004861,,,,,,0.0,,Score,Fidelity,-0.004861,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,CTGAN,,,Cosine_Similarity,,0.016167,,,,,,0.0,,Score,Fidelity,0.016167,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,Cosine_Similarity,,0.047822,,,,,,0.0,,Score,Fidelity,0.047822,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,GaussianCopula,,,MMD,,0.063279,,,,,,0.0,,Score,Fidelity,0.063279,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,TVAE,,,MMD,,0.022188,,,,,,0.0,,Score,Fidelity,0.022188,Generators/SDV models/5. Bank Marketing.ipynb
5. Bank Markting,WGAN_GP,,,PCA_Mean_Error,,48.281733,,,,,,0.0,,Score,Fidelity,48.281733,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,,,PCA_Mean_Error,,37.171926,,,,,,0.0,,Score,Fidelity,37.171926,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,,,Cosine_Similarity,,0.019165,,,,,,0.0,,Score,Fidelity,0.019165,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,,,Cosine_Similarity,,0.030217,,,,,,0.0,,Score,Fidelity,0.030217,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,,,MMD,,0.043817,,,,,,0.0,,Score,Fidelity,0.043817,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,,,MMD,,0.022723,,,,,,0.0,,Score,Fidelity,0.022723,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,,,Gower_Distance,,0.620311,,,,,,0.0,,Score,Fidelity,0.620311,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,CTABGAN,,,Gower_Distance,,0.60794,,,,,,0.0,,Score,Fidelity,0.60794,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
5. Bank Markting,WGAN_GP,,,Wasserstein_Distance,,0.057577,,,,,,0.0,,Score,Fidelity,0.057577,Generators/Other GANS/5. Bank marketing_other GAN.ipynb
