Dataset,Generator,TaskType,Metric,Mean,SourceFile
10. Metro interstate,ForestDiffusion,regression,R2_Drop,-0.06319251159397618,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,ForestDiffusion,regression,MSE_Increase,-179571.8982935199,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,ForestDiffusion,regression,RMSE_Increase,-34.59749916704243,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,ForestDiffusion,regression,MAE_Increase,15.64491793673249,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,TabDDPM,regression,R2_Drop,0.4712938991565455,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,TabDDPM,regression,MSE_Increase,2034483.562385267,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,TabDDPM,regression,RMSE_Increase,413.3563253453579,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
10. Metro interstate,TabDDPM,regression,MAE_Increase,292.0914715509197,Generators/Experiment with utility data leak/utility results/10. Metro interstate/TRTR_TSTR_results_merged.xlsx
11. online shopping,GaussianCopula,regression,R2_Drop,0.455725314347389,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,GaussianCopula,regression,MSE_Increase,82.95768416203833,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,GaussianCopula,regression,RMSE_Increase,6.128955134017982,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,GaussianCopula,regression,MAE_Increase,5.47356034497311,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTABGAN,regression,R2_Drop,0.8349643994412068,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTABGAN,regression,MSE_Increase,151.9922434736404,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTABGAN,regression,RMSE_Increase,9.07463536027946,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTABGAN,regression,MAE_Increase,8.07569486522244,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTGAN,regression,R2_Drop,1.035232947530432,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTGAN,regression,MSE_Increase,188.4480084639337,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTGAN,regression,RMSE_Increase,10.2073000251712,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CTGAN,regression,MAE_Increase,9.206508667559794,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TVAE,regression,R2_Drop,1.253429367790266,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TVAE,regression,MSE_Increase,228.1672629080804,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TVAE,regression,RMSE_Increase,11.50664974802454,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TVAE,regression,MAE_Increase,10.21718202059383,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CopulaGAN,regression,R2_Drop,1.354256755505864,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CopulaGAN,regression,MSE_Increase,246.5213159344567,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CopulaGAN,regression,RMSE_Increase,11.79922411333742,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,CopulaGAN,regression,MAE_Increase,10.23910739512016,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,WGAN_GP,regression,R2_Drop,73.07822037586136,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,WGAN_GP,regression,MSE_Increase,13302.74999918769,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,WGAN_GP,regression,RMSE_Increase,53.42187439446089,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,WGAN_GP,regression,MAE_Increase,44.29098069560222,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,ForestDiffusion,regression,R2_Drop,0.1746422738444711,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,ForestDiffusion,regression,MSE_Increase,31.79090153391397,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,ForestDiffusion,regression,RMSE_Increase,3.25733469883463,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,ForestDiffusion,regression,MAE_Increase,3.013572110161292,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TabDDPM,regression,R2_Drop,2.827229590806916,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TabDDPM,regression,MSE_Increase,514.6530422247826,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TabDDPM,regression,RMSE_Increase,18.05209850635777,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
11. online shopping,TabDDPM,regression,MAE_Increase,15.77523990692865,Generators/Experiment with utility data leak/utility results/11. online shopping/TRTR_TSTR_results_merged.xlsx
12. Air Quality,GaussianCopula,regression,R2_Drop,0.0916993829538105,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,GaussianCopula,regression,MSE_Increase,0.0109396682934526,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,GaussianCopula,regression,RMSE_Increase,0.009094183901932274,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,GaussianCopula,regression,MAE_Increase,0.02445771722835997,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,WGAN_GP,regression,R2_Drop,0.108271133646068,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,WGAN_GP,regression,MSE_Increase,0.04132836140922432,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,WGAN_GP,regression,RMSE_Increase,0.03961857521658267,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,WGAN_GP,regression,MAE_Increase,0.07021951477600523,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,TVAE,regression,R2_Drop,0.6742564525940258,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,TVAE,regression,MSE_Increase,0.8312557225049627,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,TVAE,regression,RMSE_Increase,0.2765206735237257,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,TVAE,regression,MAE_Increase,0.1150836378733182,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CTABGAN,regression,R2_Drop,0.6910952888648165,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CTABGAN,regression,MSE_Increase,0.8473163910007004,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CTABGAN,regression,RMSE_Increase,0.4931217817368756,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CTABGAN,regression,MAE_Increase,0.4160038377371021,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CopulaGAN,regression,R2_Drop,0.8390339293905912,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
12. Air Quality,CopulaGAN,regression,MSE_Increase,1.118908748407978,Generators/Experiment with utility data leak/utility results/12. Air Quality/TRTR_TSTR_results_merged.xlsx
