Dataset,Generator,Seed,Experiment,Metric,Value,Mean,Std,Classifier,RegressionModel,Regressor,Leakage,LeakageLevel,TrainingPercentage,EvaluationType,Category,MetricValue,SourceFile
3. Adult,WGAN_GP,,privacy,Mean_Distance,1.872853483265076,1.872853483265076,,,,,0.0,0,100.0,Score,Privacy,1.872853483265076,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,WGAN_GP,,privacy,Median_Distance,1.720587185328645,1.720587185328645,,,,,0.0,0,100.0,Score,Privacy,1.720587185328645,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,WGAN_GP,,privacy,Std_Distance,1.099480401568784,1.099480401568784,,,,,0.0,0,100.0,Score,Privacy,1.099480401568784,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,WGAN_GP,,privacy,Min_Distance,0.29133330675486,0.29133330675486,,,,,0.0,0,100.0,Score,Privacy,0.29133330675486,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,WGAN_GP,,privacy,Max_Distance,22.67444544813118,22.67444544813118,,,,,0.0,0,100.0,Score,Privacy,22.67444544813118,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Mean_Distance,1.900368703607661,1.900368703607661,,,,,0.0,0,100.0,Score,Privacy,1.900368703607661,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Median_Distance,1.392402170617326,1.392402170617326,,,,,0.0,0,100.0,Score,Privacy,1.392402170617326,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Std_Distance,1.586734710131236,1.586734710131236,,,,,0.0,0,100.0,Score,Privacy,1.586734710131236,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Min_Distance,0.01033496655930939,0.01033496655930939,,,,,0.0,0,100.0,Score,Privacy,0.01033496655930939,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Max_Distance,21.70332989594829,21.70332989594829,,,,,0.0,0,100.0,Score,Privacy,21.70332989594829,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Mahalanobis.xlsx
3. Adult,CTABGAN,,privacy,Num_Matches,1000.0,1000.0,,,,,0.0,0,100.0,Score,Privacy,1000.0,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Matchings_All_Models.xlsx
3. Adult,WGAN_GP,,privacy,Num_Matches,1000.0,1000.0,,,,,0.0,0,100.0,Score,Privacy,1000.0,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Adult_Hungarian_Matchings_All_Models.xlsx
10. Metro interstate,CTABGAN,,privacy,Mean_Distance,2.433241937847617,2.433241937847617,,,,,0.0,0,100.0,Score,Privacy,2.433241937847617,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,CTABGAN,,privacy,Median_Distance,2.18865295183662,2.18865295183662,,,,,0.0,0,100.0,Score,Privacy,2.18865295183662,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,CTABGAN,,privacy,Std_Distance,1.246927700892049,1.246927700892049,,,,,0.0,0,100.0,Score,Privacy,1.246927700892049,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,CTABGAN,,privacy,Min_Distance,0.2052085027418037,0.2052085027418037,,,,,0.0,0,100.0,Score,Privacy,0.2052085027418037,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,CTABGAN,,privacy,Max_Distance,6.783075256148769,6.783075256148769,,,,,0.0,0,100.0,Score,Privacy,6.783075256148769,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,WGAN_GP,,privacy,Mean_Distance,3.055943100071951,3.055943100071951,,,,,0.0,0,100.0,Score,Privacy,3.055943100071951,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,WGAN_GP,,privacy,Median_Distance,3.011558095334109,3.011558095334109,,,,,0.0,0,100.0,Score,Privacy,3.011558095334109,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
10. Metro interstate,WGAN_GP,,privacy,Std_Distance,1.193018101731685,1.193018101731685,,,,,0.0,0,100.0,Score,Privacy,1.193018101731685,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Other GANS/Hungarian_Mahalanobis_CTABGAN_WGAN_GP_Online shopping.xlsx
