Generator_A,CTABGAN,CTGAN,CopulaGAN,ForestDiffusion,GaussianCopula,TVAE,TabDDPM,WGAN_GP,Metric
CTABGAN,1.0,0.9999996603341704,0.9999943695514579,0.0007045531804310556,0.7239013660375078,0.2106701111280307,0.539025228197368,0.00450912341136267,Accuracy
CTGAN,0.9999996603341704,1.0,0.9998173353507851,0.0003144841266985443,0.6023751720806492,0.1392181086303309,0.6645401796821415,0.0022069413981274932,Accuracy
CopulaGAN,0.9999943695514579,0.9998173353507851,1.0,0.0022069413981274932,0.87131474590063,0.3571340262817363,0.3571340262817363,0.012245696992534305,Accuracy
ForestDiffusion,0.0007045531804310556,0.0003144841266985443,0.0022069413981274932,1.0,0.1723049290960349,0.6645401796821413,2.6778764650181586e-08,0.9998173353507851,Accuracy
GaussianCopula,0.7239013660375078,0.6023751720806492,0.87131474590063,0.1723049290960349,1.0,0.991963587007253,0.008864335108364818,0.41504119167489195,Accuracy
TVAE,0.2106701111280307,0.1392181086303309,0.3571340262817363,0.6645401796821413,0.991963587007253,1.0,0.0003144841266985443,0.9071866063613858,Accuracy
TabDDPM,0.539025228197368,0.6645401796821415,0.3571340262817363,2.6778764650181586e-08,0.008864335108364818,0.0003144841266985443,1.0,4.2235100150556093e-07,Accuracy
WGAN_GP,0.00450912341136267,0.0022069413981274932,0.012245696992534305,0.9998173353507851,0.41504119167489195,0.9071866063613858,4.2235100150556093e-07,1.0,Accuracy
